root_id,slot_name,slot_type,domain,constraint,purpose,corpus_role
PG_BOOL_R066,logical_recipe,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R067,logical_recipe,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R068,logical_recipe,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R069,logical_recipe,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R070,logical_recipe,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R071,cast_recipe,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R072,cast_recipe,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R073,cast_recipe,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R074,cast_recipe,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R075,cast_recipe,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R076,json_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R076,json_literal,json,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R077,json_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R077,json_literal,json,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R078,json_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R078,json_literal,json,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R079,json_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R079,json_literal,json,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R080,json_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R080,json_literal,json,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R081,range_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R081,bounds,int,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R082,range_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R082,bounds,int,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R083,range_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R083,bounds,int,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R084,range_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R084,bounds,int,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R085,range_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R085,bounds,int,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R086,network_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R086,addresses,inet,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R087,network_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R087,addresses,inet,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R088,network_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R088,addresses,inet,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R089,network_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R089,addresses,inet,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R090,network_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R090,addresses,inet,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R091,uuid_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R091,lhs,uuid,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R091,rhs,uuid,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R092,uuid_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R092,lhs,uuid,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R092,rhs,uuid,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R093,uuid_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R093,lhs,uuid,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R093,rhs,uuid,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R094,uuid_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R094,lhs,uuid,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R094,rhs,uuid,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R095,uuid_op,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R095,lhs,uuid,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R095,rhs,uuid,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R096,textsearch_form,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R096,document,text,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R096,query,text,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R097,textsearch_form,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R097,document,text,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R097,query,text,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R098,textsearch_form,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R098,document,text,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R098,query,text,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R099,textsearch_form,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R099,document,text,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R099,query,text,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R100,textsearch_form,enum,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R100,document,text,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
PG_BOOL_R100,query,text,generator-controlled typed literal/operator domain,Must preserve root semantic signature and expected truth target.,SeqGAN lineage + pre-training quality control,seqgan_attack_source
