row_index,field,old,new,reason
2763,db_engine,generic,unknown,relabel-benign-fallback
2764,sqli_type,error_based,rce,critic-correction-type
2766,sqli_type,boolean_blind,benign,relabel-benign-fallback
2766,db_engine,generic,unknown,relabel-benign-fallback
2769,sqli_type,heavy_query,time_blind,relabel-classifier
2771,sqli_type,heavy_query,rce,relabel-classifier
2773,sqli_type,heavy_query,rce,relabel-classifier
2773,db_engine,mysql,generic,relabel-classifier
2774,sqli_type,error_based,out_of_band,critic-correction-type
2776,sqli_type,boolean_blind,benign,relabel-benign-fallback
2776,db_engine,generic,unknown,relabel-benign-fallback
2778,sqli_type,boolean_blind,benign,relabel-benign-fallback
2778,db_engine,mysql,unknown,relabel-benign-fallback
2780,sqli_type,heavy_query,benign,relabel-benign-fallback
2780,db_engine,db2,unknown,relabel-benign-fallback
2782,sqli_type,boolean_blind,benign,relabel-benign-fallback
2782,db_engine,mysql,unknown,relabel-benign-fallback
2786,sqli_type,boolean_blind,benign,relabel-benign-fallback
2786,db_engine,generic,unknown,relabel-benign-fallback
2788,sqli_type,boolean_blind,benign,relabel-benign-fallback
2788,db_engine,generic,unknown,relabel-benign-fallback
2789,sqli_type,boolean_blind,benign,relabel-benign-fallback
2789,db_engine,mysql,unknown,relabel-benign-fallback
2792,sqli_type,heavy_query,benign,relabel-benign-fallback
2792,db_engine,sqlite,unknown,relabel-benign-fallback
2794,sqli_type,boolean_blind,benign,relabel-benign-fallback
2794,db_engine,mysql,unknown,relabel-benign-fallback
2797,sqli_type,heavy_query,benign,relabel-benign-fallback
2797,db_engine,sqlite,unknown,relabel-benign-fallback
2798,sqli_type,heavy_query,benign,relabel-benign-fallback
2798,db_engine,sqlite,unknown,relabel-benign-fallback
2799,sqli_type,boolean_blind,benign,relabel-benign-fallback
2799,db_engine,generic,unknown,relabel-benign-fallback
2801,sqli_type,heavy_query,benign,relabel-benign-fallback
2801,db_engine,sqlite,unknown,relabel-benign-fallback
2807,sqli_type,boolean_blind,benign,relabel-benign-fallback
2807,db_engine,mssql,unknown,relabel-benign-fallback
2810,sqli_type,boolean_blind,benign,relabel-benign-fallback
2810,db_engine,generic,unknown,relabel-benign-fallback
2811,sqli_type,time_blind,boolean_blind,relabel-classifier
2811,db_engine,oracle,generic,relabel-classifier
2812,sqli_type,boolean_blind,benign,relabel-benign-fallback
2812,db_engine,generic,unknown,relabel-benign-fallback
2819,sqli_type,time_blind,boolean_blind,relabel-classifier
2819,db_engine,oracle,generic,relabel-classifier
2821,sqli_type,heavy_query,rce,relabel-classifier
2822,sqli_type,error_based,rce,critic-correction-type
2823,sqli_type,boolean_blind,rce,critic-correction-type
2824,sqli_type,boolean_blind,benign,relabel-benign-fallback
2824,db_engine,generic,unknown,relabel-benign-fallback
2825,sqli_type,heavy_query,boolean_blind,relabel-classifier
2825,db_engine,sqlite,generic,relabel-classifier
2826,sqli_type,boolean_blind,benign,relabel-benign-fallback
2826,db_engine,generic,unknown,relabel-benign-fallback
2830,sqli_type,boolean_blind,benign,relabel-benign-fallback
2830,db_engine,generic,unknown,relabel-benign-fallback
2831,sqli_type,heavy_query,boolean_blind,relabel-classifier
2831,db_engine,sqlite,generic,relabel-classifier
2833,sqli_type,heavy_query,boolean_blind,relabel-classifier
2833,db_engine,sqlite,generic,relabel-classifier
2834,sqli_type,heavy_query,benign,relabel-benign-fallback
2834,db_engine,sqlite,unknown,relabel-benign-fallback
2835,sqli_type,error_based,rce,critic-correction-type
2840,sqli_type,boolean_blind,benign,relabel-benign-fallback
2840,db_engine,mysql,unknown,relabel-benign-fallback
2841,sqli_type,boolean_blind,benign,relabel-benign-fallback
2841,db_engine,generic,unknown,relabel-benign-fallback
2842,sqli_type,boolean_blind,rce,critic-correction-type
2843,sqli_type,heavy_query,benign,relabel-benign-fallback
2843,db_engine,mssql,unknown,relabel-benign-fallback
2849,sqli_type,benign,heavy_query,critic-correction-type
2850,db_engine,generic,unknown,relabel-benign-fallback
2853,sqli_type,benign,rce,critic-correction-type
2855,sqli_type,benign,time_blind,critic-correction-type
2856,sqli_type,benign,union_based,critic-correction-type
2857,db_engine,generic,unknown,relabel-benign-fallback
2858,sqli_type,benign,time_blind,critic-correction-type
2859,sqli_type,benign,union_based,critic-correction-type
2860,sqli_type,benign,boolean_blind,critic-correction-type
2861,sqli_type,benign,heavy_query,critic-correction-type
2862,sqli_type,benign,heavy_query,critic-correction-type
2864,sqli_type,benign,rce,critic-correction-type
2865,sqli_type,benign,heavy_query,critic-correction-type
2867,sqli_type,benign,time_blind,critic-correction-type
2869,sqli_type,benign,rce,critic-correction-type
2870,sqli_type,benign,union_based,critic-correction-type
2871,sqli_type,benign,boolean_blind,critic-correction-type
2872,sqli_type,benign,rce,critic-correction-type
2873,sqli_type,benign,rce,critic-correction-type
2876,sqli_type,benign,union_based,critic-correction-type
2877,sqli_type,benign,union_based,critic-correction-type
2879,sqli_type,benign,rce,critic-correction-type
2880,sqli_type,benign,boolean_blind,critic-correction-type
2881,sqli_type,benign,rce,critic-correction-type
2882,sqli_type,benign,heavy_query,critic-correction-type
2882,db_engine,generic,firebird,critic-correction-type
2883,sqli_type,benign,heavy_query,critic-correction-type
2883,db_engine,generic,firebird,critic-correction-type
2884,sqli_type,benign,rce,critic-correction-type
2885,sqli_type,benign,boolean_blind,critic-correction-type
2886,sqli_type,benign,heavy_query,critic-correction-type
2887,sqli_type,benign,time_blind,critic-correction-type
2888,sqli_type,benign,heavy_query,critic-correction-type
2891,sqli_type,benign,heavy_query,critic-correction-type
2891,db_engine,generic,firebird,critic-correction-type
2892,sqli_type,benign,time_blind,critic-correction-type
2893,sqli_type,benign,time_blind,critic-correction-type
2894,sqli_type,benign,union_based,critic-correction-type
2895,sqli_type,benign,time_blind,critic-correction-type
2896,sqli_type,benign,heavy_query,critic-correction-type
2897,sqli_type,benign,time_blind,critic-correction-type
2898,sqli_type,benign,boolean_blind,critic-correction-type
2899,sqli_type,benign,union_based,critic-correction-type
2900,sqli_type,benign,heavy_query,critic-correction-type
2901,sqli_type,benign,out_of_band,critic-correction-type
2902,sqli_type,benign,union_based,critic-correction-type
2903,sqli_type,benign,boolean_blind,critic-correction-type
2904,sqli_type,benign,boolean_blind,critic-correction-type
2905,sqli_type,benign,time_blind,critic-correction-type
2905,db_engine,generic,sqlite,critic-correction-type
2906,sqli_type,benign,time_blind,critic-correction-type
2906,db_engine,generic,sqlite,critic-correction-type
2907,sqli_type,benign,union_based,critic-correction-type
2908,sqli_type,benign,time_blind,critic-correction-type
2908,db_engine,generic,sqlite,critic-correction-type
2909,db_engine,generic,unknown,relabel-benign-fallback
2910,sqli_type,benign,time_blind,critic-correction-type
2910,db_engine,generic,mssql,critic-correction-type
2911,sqli_type,benign,heavy_query,critic-correction-type
2911,db_engine,generic,db2,critic-correction-type
2913,sqli_type,benign,boolean_blind,critic-correction-type
2915,sqli_type,benign,time_blind,critic-correction-type
2915,db_engine,generic,sqlite,critic-correction-type
2916,sqli_type,benign,union_based,critic-correction-type
2917,sqli_type,benign,time_blind,critic-correction-type
2917,db_engine,generic,postgresql,critic-correction-type
2918,sqli_type,benign,heavy_query,critic-correction-type
2918,db_engine,generic,firebird,critic-correction-type
2919,sqli_type,benign,boolean_blind,critic-correction-type
2920,sqli_type,benign,time_blind,critic-correction-type
2922,sqli_type,benign,union_based,critic-correction-type
2923,sqli_type,benign,union_based,critic-correction-type
2924,sqli_type,benign,time_blind,critic-correction-type
2925,sqli_type,benign,boolean_blind,critic-correction-type
2926,db_engine,generic,unknown,relabel-benign-fallback
2928,sqli_type,benign,time_blind,critic-correction-type
2929,sqli_type,benign,error_based,critic-correction-type
2930,sqli_type,benign,rce,critic-correction-type
2931,sqli_type,benign,union_based,critic-correction-type
2932,sqli_type,benign,boolean_blind,critic-correction-type
2933,sqli_type,benign,heavy_query,critic-correction-type
2934,sqli_type,benign,time_blind,critic-correction-type
2935,db_engine,generic,unknown,relabel-benign-fallback
2936,sqli_type,benign,boolean_blind,critic-correction-type
2937,sqli_type,benign,union_based,critic-correction-type
2939,sqli_type,benign,stacked_queries,critic-correction-type
2942,sqli_type,benign,union_based,critic-correction-type
2943,sqli_type,benign,rce,critic-correction-type
2944,sqli_type,benign,heavy_query,critic-correction-type
2944,db_engine,generic,db2,critic-correction-type
2945,sqli_type,benign,time_blind,critic-correction-type
2946,sqli_type,benign,rce,critic-correction-type
2947,sqli_type,benign,time_blind,critic-correction-type
2948,sqli_type,benign,boolean_blind,critic-correction-type
2949,sqli_type,benign,time_blind,critic-correction-type
2950,sqli_type,benign,error_based,critic-correction-type
2951,sqli_type,benign,time_blind,critic-correction-type
2951,db_engine,generic,mssql,critic-correction-type
2952,sqli_type,benign,union_based,critic-correction-type
2954,sqli_type,benign,union_based,critic-correction-type
2955,sqli_type,benign,rce,critic-correction-type
2956,db_engine,generic,unknown,relabel-benign-fallback
2957,sqli_type,benign,heavy_query,critic-correction-type
2958,db_engine,generic,unknown,relabel-benign-fallback
2959,sqli_type,benign,error_based,critic-correction-type
2960,sqli_type,benign,union_based,critic-correction-type
2961,sqli_type,benign,boolean_blind,critic-correction-type
2962,sqli_type,benign,union_based,critic-correction-type
2963,sqli_type,benign,union_based,critic-correction-type
2964,sqli_type,benign,union_based,critic-correction-type
2965,sqli_type,benign,boolean_blind,critic-correction-type
2966,sqli_type,benign,rce,critic-correction-type
2967,sqli_type,benign,rce,critic-correction-type
2968,sqli_type,benign,union_based,critic-correction-type
2969,sqli_type,benign,union_based,critic-correction-type
2971,sqli_type,benign,union_based,critic-correction-type
2972,sqli_type,benign,heavy_query,critic-correction-type
2974,sqli_type,benign,error_based,critic-correction-type
2975,sqli_type,benign,boolean_blind,critic-correction-type
2977,sqli_type,benign,union_based,critic-correction-type
2978,sqli_type,benign,boolean_blind,critic-correction-type
2979,sqli_type,benign,heavy_query,critic-correction-type
2981,sqli_type,benign,heavy_query,critic-correction-type
2983,sqli_type,benign,rce,critic-correction-type
2984,sqli_type,benign,union_based,critic-correction-type
2985,sqli_type,benign,union_based,critic-correction-type
2986,sqli_type,benign,heavy_query,critic-correction-type
2986,db_engine,generic,db2,critic-correction-type
2987,sqli_type,benign,rce,critic-correction-type
2988,sqli_type,benign,time_blind,critic-correction-type
2989,sqli_type,benign,time_blind,critic-correction-type
2990,sqli_type,benign,time_blind,critic-correction-type
2992,sqli_type,benign,rce,critic-correction-type
2993,sqli_type,benign,out_of_band,critic-correction-type
2994,sqli_type,benign,boolean_blind,critic-correction-type
2995,sqli_type,benign,boolean_blind,critic-correction-type
2996,sqli_type,benign,union_based,critic-correction-type
2997,sqli_type,benign,rce,critic-correction-type
2998,sqli_type,benign,boolean_blind,critic-correction-type
2999,sqli_type,benign,error_based,critic-correction-type
3000,sqli_type,benign,union_based,critic-correction-type
3001,sqli_type,benign,boolean_blind,critic-correction-type
3002,sqli_type,benign,heavy_query,critic-correction-type
3003,sqli_type,benign,boolean_blind,critic-correction-type
3004,sqli_type,benign,heavy_query,critic-correction-type
3005,sqli_type,benign,union_based,critic-correction-type
3006,sqli_type,benign,union_based,critic-correction-type
3007,sqli_type,benign,time_blind,critic-correction-type
3008,sqli_type,benign,union_based,critic-correction-type
3009,sqli_type,benign,union_based,critic-correction-type
3010,sqli_type,benign,union_based,critic-correction-type
3011,sqli_type,benign,union_based,critic-correction-type
3013,sqli_type,benign,time_blind,critic-correction-type
3014,sqli_type,benign,heavy_query,critic-correction-type
3014,db_engine,generic,db2,critic-correction-type
3015,sqli_type,benign,error_based,critic-correction-type
3016,sqli_type,benign,boolean_blind,critic-correction-type
3017,db_engine,generic,unknown,relabel-benign-fallback
3018,sqli_type,benign,rce,critic-correction-type
3019,sqli_type,benign,heavy_query,critic-correction-type
3020,sqli_type,benign,rce,critic-correction-type
3022,sqli_type,benign,rce,critic-correction-type
3023,sqli_type,benign,boolean_blind,critic-correction-type
3024,sqli_type,benign,heavy_query,critic-correction-type
3025,sqli_type,benign,time_blind,critic-correction-type
3026,sqli_type,benign,boolean_blind,critic-correction-type
3027,sqli_type,benign,rce,critic-correction-type
3028,sqli_type,benign,error_based,critic-correction-type
3029,sqli_type,benign,union_based,critic-correction-type
3031,sqli_type,benign,rce,critic-correction-type
3032,db_engine,generic,unknown,relabel-benign-fallback
3033,sqli_type,benign,time_blind,critic-correction-type
3034,sqli_type,benign,heavy_query,critic-correction-type
3036,sqli_type,benign,union_based,critic-correction-type
3037,sqli_type,benign,union_based,critic-correction-type
3039,sqli_type,benign,heavy_query,critic-correction-type
3039,db_engine,generic,db2,critic-correction-type
3040,sqli_type,benign,union_based,critic-correction-type
3042,sqli_type,benign,boolean_blind,critic-correction-type
3043,sqli_type,benign,union_based,critic-correction-type
3046,sqli_type,benign,time_blind,critic-correction-type
3046,db_engine,generic,postgresql,critic-correction-type
3047,sqli_type,benign,time_blind,critic-correction-type
3049,sqli_type,benign,heavy_query,critic-correction-type
3049,db_engine,generic,firebird,critic-correction-type
3050,sqli_type,benign,time_blind,critic-correction-type
3051,sqli_type,benign,union_based,critic-correction-type
3052,sqli_type,benign,out_of_band,critic-correction-type
3053,sqli_type,benign,rce,critic-correction-type
3055,sqli_type,benign,rce,critic-correction-type
3056,sqli_type,benign,boolean_blind,critic-correction-type
3057,sqli_type,benign,union_based,critic-correction-type
3058,db_engine,generic,unknown,relabel-benign-fallback
3059,sqli_type,benign,union_based,critic-correction-type
3060,sqli_type,benign,boolean_blind,critic-correction-type
3061,db_engine,generic,unknown,relabel-benign-fallback
3063,sqli_type,benign,heavy_query,critic-correction-type
3063,db_engine,generic,db2,critic-correction-type
3064,sqli_type,benign,time_blind,critic-correction-type
3065,sqli_type,benign,boolean_blind,critic-correction-type
3066,sqli_type,benign,heavy_query,critic-correction-type
3067,sqli_type,benign,rce,critic-correction-type
3068,sqli_type,benign,union_based,critic-correction-type
3069,sqli_type,benign,time_blind,critic-correction-type
3072,sqli_type,benign,rce,critic-correction-type
3073,sqli_type,benign,boolean_blind,critic-correction-type
3074,sqli_type,benign,boolean_blind,critic-correction-type
3075,sqli_type,benign,heavy_query,critic-correction-type
3076,sqli_type,benign,union_based,critic-correction-type
3077,sqli_type,benign,union_based,critic-correction-type
3078,sqli_type,benign,time_blind,critic-correction-type
3079,sqli_type,benign,time_blind,critic-correction-type
3080,sqli_type,benign,boolean_blind,critic-correction-type
3081,sqli_type,benign,boolean_blind,critic-correction-type
3082,sqli_type,benign,union_based,critic-correction-type
3083,sqli_type,benign,boolean_blind,critic-correction-type
3084,sqli_type,benign,boolean_blind,critic-correction-type
3085,db_engine,generic,unknown,relabel-benign-fallback
3086,sqli_type,benign,rce,critic-correction-type
3087,sqli_type,benign,boolean_blind,critic-correction-type
3087,db_engine,generic,firebird,critic-correction-type
3088,sqli_type,benign,error_based,critic-correction-type
3089,sqli_type,benign,union_based,critic-correction-type
3090,sqli_type,benign,boolean_blind,critic-correction-type
3091,sqli_type,benign,boolean_blind,critic-correction-type
3092,sqli_type,benign,error_based,critic-correction-type
3093,sqli_type,benign,error_based,critic-correction-type
3094,sqli_type,benign,heavy_query,critic-correction-type
3094,db_engine,generic,firebird,critic-correction-type
3096,sqli_type,benign,boolean_blind,critic-correction-type
3097,sqli_type,benign,union_based,critic-correction-type
3098,sqli_type,benign,error_based,critic-correction-type
3100,sqli_type,benign,time_blind,critic-correction-type
3101,sqli_type,benign,union_based,critic-correction-type
3102,sqli_type,benign,error_based,critic-correction-type
3103,sqli_type,benign,union_based,critic-correction-type
3104,sqli_type,benign,rce,critic-correction-type
3105,sqli_type,benign,union_based,critic-correction-type
3106,sqli_type,benign,stacked_queries,critic-correction-type
3108,sqli_type,benign,boolean_blind,critic-correction-type
3110,sqli_type,error_based,rce,critic-correction-type
3111,sqli_type,boolean_blind,benign,relabel-benign-fallback
3111,db_engine,generic,unknown,relabel-benign-fallback
3113,sqli_type,heavy_query,benign,relabel-benign-fallback
3113,db_engine,db2,unknown,relabel-benign-fallback
3119,sqli_type,heavy_query,time_blind,relabel-classifier
3120,sqli_type,boolean_blind,benign,relabel-benign-fallback
3120,db_engine,generic,unknown,relabel-benign-fallback
3124,sqli_type,error_based,rce,critic-correction-type
3127,sqli_type,boolean_blind,benign,relabel-benign-fallback
3127,db_engine,mysql,unknown,relabel-benign-fallback
3129,sqli_type,heavy_query,benign,relabel-benign-fallback
3129,db_engine,sqlite,unknown,relabel-benign-fallback
3132,sqli_type,boolean_blind,benign,relabel-benign-fallback
3132,db_engine,generic,unknown,relabel-benign-fallback
3136,sqli_type,boolean_blind,benign,relabel-benign-fallback
3136,db_engine,generic,unknown,relabel-benign-fallback
3138,sqli_type,error_based,rce,critic-correction-type
3140,sqli_type,heavy_query,boolean_blind,relabel-classifier
3140,db_engine,sqlite,generic,relabel-classifier
3142,sqli_type,error_based,rce,critic-correction-type
3143,sqli_type,boolean_blind,error_based,critic-correction-type
3145,sqli_type,boolean_blind,time_blind,critic-correction-type
3147,sqli_type,boolean_blind,union_based,relabel-classifier
3148,sqli_type,boolean_blind,time_blind,critic-correction-type
3149,sqli_type,union_based,benign,relabel-benign-fallback
3149,db_engine,generic,unknown,relabel-benign-fallback
3150,sqli_type,boolean_blind,heavy_query,critic-correction-type
3150,db_engine,generic,firebird,critic-correction-type
3151,sqli_type,heavy_query,benign,relabel-benign-fallback
3151,db_engine,sqlite,unknown,relabel-benign-fallback
3152,sqli_type,boolean_blind,union_based,relabel-classifier
3153,sqli_type,time_blind,benign,relabel-benign-fallback
3153,db_engine,generic,unknown,relabel-benign-fallback
3154,sqli_type,heavy_query,union_based,relabel-classifier
3154,db_engine,postgresql,generic,relabel-classifier
3155,sqli_type,heavy_query,rce,relabel-classifier
3155,db_engine,postgresql,generic,relabel-classifier
3156,sqli_type,boolean_blind,benign,relabel-benign-fallback
3156,db_engine,mysql,unknown,relabel-benign-fallback
3157,sqli_type,boolean_blind,heavy_query,relabel-classifier
3157,db_engine,mysql,generic,relabel-classifier
3158,sqli_type,heavy_query,boolean_blind,relabel-classifier
3158,db_engine,postgresql,generic,relabel-classifier
3159,sqli_type,boolean_blind,union_based,relabel-classifier
3159,db_engine,mysql,generic,relabel-classifier
3160,sqli_type,boolean_blind,error_based,critic-correction-type
3161,sqli_type,union_based,benign,relabel-benign-fallback
3161,db_engine,generic,unknown,relabel-benign-fallback
3163,sqli_type,boolean_blind,heavy_query,relabel-classifier
3163,db_engine,mysql,firebird,relabel-classifier
3164,sqli_type,boolean_blind,union_based,relabel-classifier
3166,sqli_type,heavy_query,union_based,relabel-classifier
3166,db_engine,postgresql,generic,relabel-classifier
3167,sqli_type,boolean_blind,benign,relabel-benign-fallback
3167,db_engine,mysql,unknown,relabel-benign-fallback
3169,sqli_type,union_based,heavy_query,relabel-classifier
3169,db_engine,generic,firebird,relabel-classifier
3170,sqli_type,boolean_blind,benign,relabel-benign-fallback
3170,db_engine,generic,unknown,relabel-benign-fallback
3171,sqli_type,time_blind,boolean_blind,relabel-classifier
3171,db_engine,oracle,generic,relabel-classifier
3173,sqli_type,error_based,rce,critic-correction-type
3174,sqli_type,time_blind,heavy_query,relabel-classifier
3175,sqli_type,heavy_query,benign,relabel-benign-fallback
3175,db_engine,oracle,unknown,relabel-benign-fallback
3176,sqli_type,boolean_blind,benign,relabel-benign-fallback
3176,db_engine,mysql,unknown,relabel-benign-fallback
3177,sqli_type,boolean_blind,benign,relabel-benign-fallback
3177,db_engine,mysql,unknown,relabel-benign-fallback
3178,sqli_type,heavy_query,boolean_blind,relabel-classifier
3178,db_engine,db2,generic,relabel-classifier
3179,sqli_type,time_blind,boolean_blind,relabel-classifier
3181,sqli_type,boolean_blind,benign,relabel-benign-fallback
3181,db_engine,mysql,unknown,relabel-benign-fallback
3182,sqli_type,union_based,heavy_query,relabel-classifier
3183,sqli_type,boolean_blind,benign,relabel-benign-fallback
3183,db_engine,generic,unknown,relabel-benign-fallback
3184,sqli_type,boolean_blind,time_blind,critic-correction-type
3184,db_engine,generic,sqlite,critic-correction-type
3185,sqli_type,heavy_query,union_based,relabel-classifier
3185,db_engine,sqlite,generic,relabel-classifier
3186,sqli_type,boolean_blind,heavy_query,relabel-classifier
3186,db_engine,mysql,generic,relabel-classifier
3187,sqli_type,boolean_blind,time_blind,critic-correction-type
3187,db_engine,generic,sqlite,critic-correction-type
3189,sqli_type,boolean_blind,union_based,relabel-classifier
3190,sqli_type,union_based,benign,relabel-benign-fallback
3190,db_engine,generic,unknown,relabel-benign-fallback
3191,sqli_type,heavy_query,boolean_blind,relabel-classifier
3191,db_engine,mysql,generic,relabel-classifier
3192,sqli_type,union_based,boolean_blind,relabel-classifier
3192,db_engine,generic,firebird,relabel-classifier
3193,sqli_type,heavy_query,union_based,relabel-classifier
3194,sqli_type,error_based,heavy_query,relabel-classifier
3194,db_engine,oracle,db2,relabel-classifier
3195,sqli_type,boolean_blind,heavy_query,relabel-classifier
3196,sqli_type,union_based,heavy_query,relabel-classifier
3196,db_engine,generic,db2,relabel-classifier
3197,sqli_type,boolean_blind,time_blind,relabel-classifier
3199,sqli_type,boolean_blind,heavy_query,critic-correction-type
3202,sqli_type,heavy_query,boolean_blind,relabel-classifier
3202,db_engine,sqlite,generic,relabel-classifier
3204,sqli_type,boolean_blind,benign,relabel-benign-fallback
3204,db_engine,mysql,unknown,relabel-benign-fallback
3205,sqli_type,boolean_blind,union_based,relabel-classifier
3205,db_engine,mysql,generic,relabel-classifier
3206,sqli_type,boolean_blind,heavy_query,relabel-classifier
3206,db_engine,generic,firebird,relabel-classifier
3207,sqli_type,boolean_blind,union_based,relabel-classifier
3208,sqli_type,boolean_blind,time_blind,critic-correction-type
3210,sqli_type,time_blind,union_based,relabel-classifier
3210,db_engine,mssql,generic,relabel-classifier
3211,sqli_type,union_based,benign,relabel-benign-fallback
3211,db_engine,generic,unknown,relabel-benign-fallback
3212,sqli_type,union_based,benign,relabel-benign-fallback
3212,db_engine,generic,unknown,relabel-benign-fallback
3213,sqli_type,boolean_blind,heavy_query,critic-correction-type
3214,sqli_type,union_based,benign,relabel-benign-fallback
3214,db_engine,generic,unknown,relabel-benign-fallback
3215,sqli_type,heavy_query,union_based,relabel-classifier
3215,db_engine,postgresql,generic,relabel-classifier
3216,sqli_type,heavy_query,union_based,relabel-classifier
3216,db_engine,oracle,generic,relabel-classifier
3217,sqli_type,heavy_query,benign,relabel-benign-fallback
3217,db_engine,generic,unknown,relabel-benign-fallback
3218,sqli_type,union_based,benign,relabel-benign-fallback
3218,db_engine,generic,unknown,relabel-benign-fallback
3220,sqli_type,boolean_blind,benign,relabel-benign-fallback
3220,db_engine,mysql,unknown,relabel-benign-fallback
3221,sqli_type,heavy_query,time_blind,relabel-classifier
3221,db_engine,postgresql,mysql,relabel-classifier
3222,sqli_type,union_based,benign,relabel-benign-fallback
3222,db_engine,generic,unknown,relabel-benign-fallback
3223,sqli_type,boolean_blind,benign,relabel-benign-fallback
3223,db_engine,generic,unknown,relabel-benign-fallback
3224,sqli_type,boolean_blind,error_based,critic-correction-type
3225,sqli_type,union_based,error_based,relabel-classifier
3225,db_engine,generic,oracle,relabel-classifier
3227,sqli_type,boolean_blind,heavy_query,critic-correction-type
3228,sqli_type,boolean_blind,benign,relabel-benign-fallback
3228,db_engine,generic,unknown,relabel-benign-fallback
3229,sqli_type,boolean_blind,union_based,relabel-classifier
3230,sqli_type,boolean_blind,benign,relabel-benign-fallback
3230,db_engine,generic,unknown,relabel-benign-fallback
3234,sqli_type,union_based,heavy_query,relabel-classifier
3235,sqli_type,union_based,benign,relabel-benign-fallback
3235,db_engine,generic,unknown,relabel-benign-fallback
3236,sqli_type,union_based,time_blind,relabel-classifier
3236,db_engine,generic,mysql,relabel-classifier
3237,sqli_type,heavy_query,time_blind,relabel-classifier
3237,db_engine,postgresql,mysql,relabel-classifier
3238,sqli_type,boolean_blind,benign,relabel-benign-fallback
3238,db_engine,mysql,unknown,relabel-benign-fallback
3239,sqli_type,union_based,time_blind,relabel-classifier
3239,db_engine,generic,mysql,relabel-classifier
3240,sqli_type,union_based,rce,relabel-classifier
3241,sqli_type,union_based,benign,relabel-benign-fallback
3241,db_engine,generic,unknown,relabel-benign-fallback
3244,sqli_type,boolean_blind,benign,relabel-benign-fallback
3244,db_engine,mysql,unknown,relabel-benign-fallback
3245,sqli_type,boolean_blind,rce,critic-correction-type
3246,db_engine,oracle,firebird,relabel-classifier
3247,sqli_type,union_based,boolean_blind,relabel-classifier
3248,sqli_type,union_based,heavy_query,relabel-classifier
3248,db_engine,generic,db2,relabel-classifier
3249,sqli_type,union_based,rce,relabel-classifier
3250,sqli_type,union_based,heavy_query,relabel-classifier
3250,db_engine,generic,db2,relabel-classifier
3251,sqli_type,boolean_blind,heavy_query,critic-correction-type
3251,db_engine,generic,db2,critic-correction-type
3252,sqli_type,boolean_blind,time_blind,relabel-classifier
3252,db_engine,generic,mysql,relabel-classifier
3253,sqli_type,boolean_blind,rce,relabel-classifier
3254,sqli_type,error_based,time_blind,relabel-classifier
3255,sqli_type,union_based,benign,relabel-benign-fallback
3255,db_engine,generic,unknown,relabel-benign-fallback
3257,sqli_type,union_based,time_blind,relabel-classifier
3257,db_engine,generic,mysql,relabel-classifier
3258,sqli_type,boolean_blind,rce,critic-correction-type
3259,sqli_type,boolean_blind,heavy_query,critic-correction-type
3261,sqli_type,error_based,rce,critic-correction-type
3262,sqli_type,heavy_query,time_blind,relabel-classifier
3263,sqli_type,error_based,rce,critic-correction-type
3264,sqli_type,error_based,heavy_query,relabel-classifier
3264,db_engine,oracle,generic,relabel-classifier
3265,sqli_type,boolean_blind,benign,relabel-benign-fallback
3265,db_engine,mysql,unknown,relabel-benign-fallback
3266,sqli_type,heavy_query,boolean_blind,relabel-classifier
3266,db_engine,postgresql,generic,relabel-classifier
3269,sqli_type,boolean_blind,benign,relabel-benign-fallback
3269,db_engine,generic,unknown,relabel-benign-fallback
3270,sqli_type,heavy_query,union_based,relabel-classifier
3270,db_engine,postgresql,generic,relabel-classifier
3271,sqli_type,heavy_query,boolean_blind,relabel-classifier
3271,db_engine,generic,firebird,relabel-classifier
3272,sqli_type,union_based,heavy_query,relabel-classifier
3274,sqli_type,boolean_blind,heavy_query,relabel-classifier
3275,sqli_type,union_based,time_blind,relabel-classifier
3275,db_engine,generic,mysql,relabel-classifier
3276,sqli_type,boolean_blind,time_blind,relabel-classifier
3277,sqli_type,union_based,error_based,relabel-classifier
3277,db_engine,generic,oracle,relabel-classifier
3278,sqli_type,union_based,benign,relabel-benign-fallback
3278,db_engine,generic,unknown,relabel-benign-fallback
3279,sqli_type,boolean_blind,heavy_query,relabel-classifier
3279,db_engine,mysql,firebird,relabel-classifier
3280,sqli_type,boolean_blind,rce,critic-correction-type
3281,sqli_type,union_based,heavy_query,relabel-classifier
3281,db_engine,generic,firebird,relabel-classifier
3282,sqli_type,boolean_blind,time_blind,relabel-classifier
3282,db_engine,generic,mssql,relabel-classifier
3283,sqli_type,boolean_blind,heavy_query,critic-correction-type
3283,db_engine,mysql,firebird,critic-correction-type
3284,sqli_type,union_based,benign,relabel-benign-fallback
3284,db_engine,generic,unknown,relabel-benign-fallback
3285,sqli_type,union_based,time_blind,relabel-classifier
3285,db_engine,generic,mysql,relabel-classifier
3286,sqli_type,union_based,boolean_blind,relabel-classifier
3287,sqli_type,boolean_blind,time_blind,critic-correction-type
3288,sqli_type,boolean_blind,heavy_query,relabel-classifier
3290,sqli_type,heavy_query,boolean_blind,relabel-classifier
3290,db_engine,sqlite,generic,relabel-classifier
3291,sqli_type,heavy_query,benign,relabel-benign-fallback
3291,db_engine,sqlite,unknown,relabel-benign-fallback
3293,sqli_type,heavy_query,rce,relabel-classifier
3294,sqli_type,boolean_blind,heavy_query,relabel-classifier
