structure_cell_id,root_id,y_level,semantic_family,cell_index,cell_recipe,expected_samples,required_tokens,skeleton_reference,structure_signature,cell_contract
PG_BOOL_R025_C03,PG_BOOL_R025,Y2,membership_list,3,negated_inverse_predicate,6,IN|NOT,"NOT (STR NOT IN (STR, STR))",42fd504aeaf0c37909ba01aa,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R025_C04,PG_BOOL_R025,Y2,membership_list,4,is_true_wrapper,6,IN|IS|NOT|TRUE,"(STR NOT IN (STR, STR)) IS TRUE",650fead9e941bb5f85e647ea,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R025_C05,PG_BOOL_R025,Y2,membership_list,5,is_not_false_wrapper,6,FALSE|IN|IS|NOT,"(STR NOT IN (STR, STR)) IS NOT FALSE",76c7f2949f16ade7c42bfcaf,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R025_C06,PG_BOOL_R025,Y2,membership_list,6,case_boolean_wrapper,6,CASE|ELSE|END|FALSE|IN|NOT|THEN|TRUE|WHEN,"CASE WHEN (STR NOT IN (STR, STR)) THEN TRUE ELSE FALSE END",11c22eba37ffa70f58d52ce6,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R025_C07,PG_BOOL_R025,Y2,membership_list,7,and_true_guard,6,=|AND|IN|NOT,"(STR NOT IN (STR, STR)) AND (INT = INT)",049ac280005aee30197a9fa0,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R025_C08,PG_BOOL_R025,Y2,membership_list,8,or_false_guard,6,<|<>|>|IN|NOT|OR,"(STR NOT IN (STR, STR)) OR (INT <> INT)",742aeb6c474ca4771c23a5e2,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R025_C09,PG_BOOL_R025,Y2,membership_list,9,equals_true_wrapper,6,=|IN|NOT|TRUE,"((STR NOT IN (STR, STR)) = TRUE)",7c0c6cdfb11c839f356c4a28,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R025_C10,PG_BOOL_R025,Y2,membership_list,10,coalesce_false_wrapper,6,COALESCE|FALSE|IN|NOT,"COALESCE((STR NOT IN (STR, STR)), FALSE)",2f3d31817deefc248b4f77d6,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R026_C01,PG_BOOL_R026,Y2,any_all_array,1,base_predicate,6,=|ANY|ARRAY,"INT = ANY(ARRAY[INT, INT, INT])",5f3363b5980641eaf9ae45b1,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R026_C02,PG_BOOL_R026,Y2,any_all_array,2,parenthesized_predicate,6,=|ANY|ARRAY,"(INT = ANY(ARRAY[INT, INT, INT]))",56641254708b22559d6e0c35,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R026_C03,PG_BOOL_R026,Y2,any_all_array,3,negated_inverse_predicate,6,=|ANY|ARRAY|NOT,"NOT (INT = ANY(ARRAY[INT, INT, INT]))",8734e54a513f5cff4859896e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R026_C04,PG_BOOL_R026,Y2,any_all_array,4,is_true_wrapper,6,=|ANY|ARRAY|IS|TRUE,"(INT = ANY(ARRAY[INT, INT, INT])) IS TRUE",3eb7de6b12495b7246358bc5,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R026_C05,PG_BOOL_R026,Y2,any_all_array,5,is_not_false_wrapper,6,=|ANY|ARRAY|FALSE|IS|NOT,"(INT = ANY(ARRAY[INT, INT, INT])) IS NOT FALSE",ddee20d3b729b9266863bfb9,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R026_C06,PG_BOOL_R026,Y2,any_all_array,6,case_boolean_wrapper,6,=|ANY|ARRAY|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,"CASE WHEN (INT = ANY(ARRAY[INT, INT, INT])) THEN TRUE ELSE FALSE END",9dbb492cb621e2794eaaed72,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R026_C07,PG_BOOL_R026,Y2,any_all_array,7,and_true_guard,6,=|AND|ANY|ARRAY,"(INT = ANY(ARRAY[INT, INT, INT])) AND (INT = INT)",4582ec4b7b349c876b11bf8b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R026_C08,PG_BOOL_R026,Y2,any_all_array,8,or_false_guard,6,<|<>|=|>|ANY|ARRAY|OR,"(INT = ANY(ARRAY[INT, INT, INT])) OR (INT <> INT)",81c02b3ad78a9890646a56b8,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R026_C09,PG_BOOL_R026,Y2,any_all_array,9,equals_true_wrapper,6,=|ANY|ARRAY|TRUE,"((INT = ANY(ARRAY[INT, INT, INT])) = TRUE)",99b0cf967981e17e8e777b10,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R026_C10,PG_BOOL_R026,Y2,any_all_array,10,coalesce_false_wrapper,6,=|ANY|ARRAY|COALESCE|FALSE,"COALESCE((INT = ANY(ARRAY[INT, INT, INT])), FALSE)",202e894dc957e1238449b972,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R027_C01,PG_BOOL_R027,Y2,any_all_array,1,base_predicate,6,<|<>|>|ALL|ARRAY,"INT <> ALL(ARRAY[INT, INT, INT])",28caf6e19e64a2d6bb3a95d0,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R027_C02,PG_BOOL_R027,Y2,any_all_array,2,parenthesized_predicate,6,<|<>|>|ALL|ARRAY,"(INT <> ALL(ARRAY[INT, INT, INT]))",184188019b809cde37c53f99,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R027_C03,PG_BOOL_R027,Y2,any_all_array,3,negated_inverse_predicate,6,<|<>|>|ALL|ARRAY|NOT,"NOT (INT <> ALL(ARRAY[INT, INT, INT]))",41e33ddb4febac5d2e816359,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R027_C04,PG_BOOL_R027,Y2,any_all_array,4,is_true_wrapper,6,<|<>|>|ALL|ARRAY|IS|TRUE,"(INT <> ALL(ARRAY[INT, INT, INT])) IS TRUE",4ccf500cfc3e81104974c450,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R027_C05,PG_BOOL_R027,Y2,any_all_array,5,is_not_false_wrapper,6,<|<>|>|ALL|ARRAY|FALSE|IS|NOT,"(INT <> ALL(ARRAY[INT, INT, INT])) IS NOT FALSE",2be6afe90a98c94628d44367,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R027_C06,PG_BOOL_R027,Y2,any_all_array,6,case_boolean_wrapper,6,<|<>|>|ALL|ARRAY|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,"CASE WHEN (INT <> ALL(ARRAY[INT, INT, INT])) THEN TRUE ELSE FALSE END",b55318f30ac72536e51ca20c,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R027_C07,PG_BOOL_R027,Y2,any_all_array,7,and_true_guard,6,<|<>|=|>|ALL|AND|ARRAY,"(INT <> ALL(ARRAY[INT, INT, INT])) AND (INT = INT)",1e4381019a4637cd8d39514b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R027_C08,PG_BOOL_R027,Y2,any_all_array,8,or_false_guard,6,<|<>|>|ALL|ARRAY|OR,"(INT <> ALL(ARRAY[INT, INT, INT])) OR (INT <> INT)",62f0da38b52fddbeec835763,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R027_C09,PG_BOOL_R027,Y2,any_all_array,9,equals_true_wrapper,6,<|<>|=|>|ALL|ARRAY|TRUE,"((INT <> ALL(ARRAY[INT, INT, INT])) = TRUE)",4536b082b346be2676535248,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R027_C10,PG_BOOL_R027,Y2,any_all_array,10,coalesce_false_wrapper,6,<|<>|>|ALL|ARRAY|COALESCE|FALSE,"COALESCE((INT <> ALL(ARRAY[INT, INT, INT])), FALSE)",fd0987153976b56ec0ff36ce,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R028_C01,PG_BOOL_R028,Y2,any_all_array,1,base_predicate,6,>|ALL|ARRAY,"INT > ALL(ARRAY[INT, INT, INT])",ae4c0a314d00485b2c3d62fd,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R028_C02,PG_BOOL_R028,Y2,any_all_array,2,parenthesized_predicate,6,>|ALL|ARRAY,"(INT > ALL(ARRAY[INT, INT, INT]))",ee3717c6d9f3520e58b38f96,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R028_C03,PG_BOOL_R028,Y2,any_all_array,3,negated_inverse_predicate,6,>|ALL|ARRAY|NOT,"NOT (INT > ALL(ARRAY[INT, INT, INT]))",d432d7154a7a4a4f64a4338f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R028_C04,PG_BOOL_R028,Y2,any_all_array,4,is_true_wrapper,6,>|ALL|ARRAY|IS|TRUE,"(INT > ALL(ARRAY[INT, INT, INT])) IS TRUE",601a23bb6d93b9e8feb95bd7,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R028_C05,PG_BOOL_R028,Y2,any_all_array,5,is_not_false_wrapper,6,>|ALL|ARRAY|FALSE|IS|NOT,"(INT > ALL(ARRAY[INT, INT, INT])) IS NOT FALSE",83db038ca1ea20c63a5af830,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R028_C06,PG_BOOL_R028,Y2,any_all_array,6,case_boolean_wrapper,6,>|ALL|ARRAY|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,"CASE WHEN (INT > ALL(ARRAY[INT, INT, INT])) THEN TRUE ELSE FALSE END",eadd8dbf0dcfc727bdc91865,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R028_C07,PG_BOOL_R028,Y2,any_all_array,7,and_true_guard,6,=|>|ALL|AND|ARRAY,"(INT > ALL(ARRAY[INT, INT, INT])) AND (INT = INT)",8bb201e52818fbf531881c28,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R028_C08,PG_BOOL_R028,Y2,any_all_array,8,or_false_guard,6,<|<>|>|ALL|ARRAY|OR,"(INT > ALL(ARRAY[INT, INT, INT])) OR (INT <> INT)",3e1f367b46d9935f1c777026,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R028_C09,PG_BOOL_R028,Y2,any_all_array,9,equals_true_wrapper,6,=|>|ALL|ARRAY|TRUE,"((INT > ALL(ARRAY[INT, INT, INT])) = TRUE)",1f19255c05c500c2dd080941,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R028_C10,PG_BOOL_R028,Y2,any_all_array,10,coalesce_false_wrapper,6,>|ALL|ARRAY|COALESCE|FALSE,"COALESCE((INT > ALL(ARRAY[INT, INT, INT])), FALSE)",311f60bddff87965b754fafe,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R029_C01,PG_BOOL_R029,Y2,any_all_array,1,base_predicate,6,<|ALL|ARRAY,"INT < ALL(ARRAY[INT, INT, INT])",334e56deaad537ea5981971f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R029_C02,PG_BOOL_R029,Y2,any_all_array,2,parenthesized_predicate,6,<|ALL|ARRAY,"(INT < ALL(ARRAY[INT, INT, INT]))",43d5cb2bc813cb0cc5e6d5e5,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R029_C03,PG_BOOL_R029,Y2,any_all_array,3,negated_inverse_predicate,6,<|ALL|ARRAY|NOT,"NOT (INT < ALL(ARRAY[INT, INT, INT]))",00afd54ae2c12ba993e6ff63,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R029_C04,PG_BOOL_R029,Y2,any_all_array,4,is_true_wrapper,6,<|ALL|ARRAY|IS|TRUE,"(INT < ALL(ARRAY[INT, INT, INT])) IS TRUE",a0e66d2eae28f1ac43a777ae,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R029_C05,PG_BOOL_R029,Y2,any_all_array,5,is_not_false_wrapper,6,<|ALL|ARRAY|FALSE|IS|NOT,"(INT < ALL(ARRAY[INT, INT, INT])) IS NOT FALSE",5097f6a86ac7f46a79a30684,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R029_C06,PG_BOOL_R029,Y2,any_all_array,6,case_boolean_wrapper,6,<|ALL|ARRAY|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,"CASE WHEN (INT < ALL(ARRAY[INT, INT, INT])) THEN TRUE ELSE FALSE END",2e90004815146be669bbab5b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R029_C07,PG_BOOL_R029,Y2,any_all_array,7,and_true_guard,6,<|=|ALL|AND|ARRAY,"(INT < ALL(ARRAY[INT, INT, INT])) AND (INT = INT)",c2f5b248bdc9a693d0e40eba,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R029_C08,PG_BOOL_R029,Y2,any_all_array,8,or_false_guard,6,<|<>|>|ALL|ARRAY|OR,"(INT < ALL(ARRAY[INT, INT, INT])) OR (INT <> INT)",5c9446e0af7c8d866d5dca13,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R029_C09,PG_BOOL_R029,Y2,any_all_array,9,equals_true_wrapper,6,<|=|ALL|ARRAY|TRUE,"((INT < ALL(ARRAY[INT, INT, INT])) = TRUE)",564bc791034d02fbe76c24b6,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R029_C10,PG_BOOL_R029,Y2,any_all_array,10,coalesce_false_wrapper,6,<|ALL|ARRAY|COALESCE|FALSE,"COALESCE((INT < ALL(ARRAY[INT, INT, INT])), FALSE)",9de761bc899dd27aa780f2a2,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R030_C01,PG_BOOL_R030,Y2,any_all_array,1,base_predicate,6,<|<=|=|ANY|ARRAY,"INT <= ANY(ARRAY[INT, INT, INT])",8543bbe18296ab4f6cf73da6,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R030_C02,PG_BOOL_R030,Y2,any_all_array,2,parenthesized_predicate,6,<|<=|=|ANY|ARRAY,"(INT <= ANY(ARRAY[INT, INT, INT]))",f9116c8360846a1606d439d7,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R030_C03,PG_BOOL_R030,Y2,any_all_array,3,negated_inverse_predicate,6,<|<=|=|ANY|ARRAY|NOT,"NOT (INT <= ANY(ARRAY[INT, INT, INT]))",9cb4d51a268d605c2bc5ae52,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R030_C04,PG_BOOL_R030,Y2,any_all_array,4,is_true_wrapper,6,<|<=|=|ANY|ARRAY|IS|TRUE,"(INT <= ANY(ARRAY[INT, INT, INT])) IS TRUE",ea7d1b5b291a4d7684e5d079,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R030_C05,PG_BOOL_R030,Y2,any_all_array,5,is_not_false_wrapper,6,<|<=|=|ANY|ARRAY|FALSE|IS|NOT,"(INT <= ANY(ARRAY[INT, INT, INT])) IS NOT FALSE",e0f83283155e1e4111463266,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R030_C06,PG_BOOL_R030,Y2,any_all_array,6,case_boolean_wrapper,6,<|<=|=|ANY|ARRAY|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,"CASE WHEN (INT <= ANY(ARRAY[INT, INT, INT])) THEN TRUE ELSE FALSE END",a22d170199bfcf59bcf87fb0,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R030_C07,PG_BOOL_R030,Y2,any_all_array,7,and_true_guard,6,<|<=|=|AND|ANY|ARRAY,"(INT <= ANY(ARRAY[INT, INT, INT])) AND (INT = INT)",539335eac52a50ade1aad501,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R030_C08,PG_BOOL_R030,Y2,any_all_array,8,or_false_guard,6,<|<=|<>|=|>|ANY|ARRAY|OR,"(INT <= ANY(ARRAY[INT, INT, INT])) OR (INT <> INT)",8847184d1fbe60a8bc488c7e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R030_C09,PG_BOOL_R030,Y2,any_all_array,9,equals_true_wrapper,6,<|<=|=|ANY|ARRAY|TRUE,"((INT <= ANY(ARRAY[INT, INT, INT])) = TRUE)",1635019a03a99dde57db0f56,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R030_C10,PG_BOOL_R030,Y2,any_all_array,10,coalesce_false_wrapper,6,<|<=|=|ANY|ARRAY|COALESCE|FALSE,"COALESCE((INT <= ANY(ARRAY[INT, INT, INT])), FALSE)",c0ce0c9f8e96745c5ff1d1bd,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R031_C01,PG_BOOL_R031,Y2,like_ilike,1,base_predicate,6,LIKE,STR LIKE STR,283900b18e5a6275d8e4bede,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R031_C02,PG_BOOL_R031,Y2,like_ilike,2,parenthesized_predicate,6,LIKE,(STR LIKE STR),28aace4493946cde06f111de,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R031_C03,PG_BOOL_R031,Y2,like_ilike,3,negated_inverse_predicate,6,LIKE|NOT,NOT (STR LIKE STR),b5e059ab9f0b74659d428ff1,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R031_C04,PG_BOOL_R031,Y2,like_ilike,4,is_true_wrapper,6,IS|LIKE|TRUE,(STR LIKE STR) IS TRUE,05bb0cd85e784d5eba2d04be,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R031_C05,PG_BOOL_R031,Y2,like_ilike,5,is_not_false_wrapper,6,FALSE|IS|LIKE|NOT,(STR LIKE STR) IS NOT FALSE,d3de9b664c35d34d52697395,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R031_C06,PG_BOOL_R031,Y2,like_ilike,6,case_boolean_wrapper,6,CASE|ELSE|END|FALSE|LIKE|THEN|TRUE|WHEN,CASE WHEN (STR LIKE STR) THEN TRUE ELSE FALSE END,0fb3dbe040f89f83919cb429,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R031_C07,PG_BOOL_R031,Y2,like_ilike,7,and_true_guard,6,=|AND|LIKE,(STR LIKE STR) AND (INT = INT),3d13aa81b0f7e8ea9c063cb6,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R031_C08,PG_BOOL_R031,Y2,like_ilike,8,or_false_guard,6,<|<>|>|LIKE|OR,(STR LIKE STR) OR (INT <> INT),dcf441f4e4dcccb1a01806fe,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R031_C09,PG_BOOL_R031,Y2,like_ilike,9,equals_true_wrapper,6,=|LIKE|TRUE,((STR LIKE STR) = TRUE),d47bc0fcaa64fee2e8eb490e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R031_C10,PG_BOOL_R031,Y2,like_ilike,10,coalesce_false_wrapper,6,COALESCE|FALSE|LIKE,"COALESCE((STR LIKE STR), FALSE)",f8b5dd2b03be709f94c1f4ef,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R032_C01,PG_BOOL_R032,Y2,like_ilike,1,base_predicate,6,ILIKE,STR ILIKE STR,afd1905f9d475bfdf5aa9636,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R032_C02,PG_BOOL_R032,Y2,like_ilike,2,parenthesized_predicate,6,ILIKE,(STR ILIKE STR),a78f99b85d9ebda745814472,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R032_C03,PG_BOOL_R032,Y2,like_ilike,3,negated_inverse_predicate,6,ILIKE|NOT,NOT (STR ILIKE STR),62ca2de902d80a3046fddb6b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R032_C04,PG_BOOL_R032,Y2,like_ilike,4,is_true_wrapper,6,ILIKE|IS|TRUE,(STR ILIKE STR) IS TRUE,26c9a9f1b4acb975450a5e71,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R032_C05,PG_BOOL_R032,Y2,like_ilike,5,is_not_false_wrapper,6,FALSE|ILIKE|IS|NOT,(STR ILIKE STR) IS NOT FALSE,569483d1c58a00af96ba8411,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R032_C06,PG_BOOL_R032,Y2,like_ilike,6,case_boolean_wrapper,6,CASE|ELSE|END|FALSE|ILIKE|THEN|TRUE|WHEN,CASE WHEN (STR ILIKE STR) THEN TRUE ELSE FALSE END,90ae5eb8ec2b132933775c96,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R032_C07,PG_BOOL_R032,Y2,like_ilike,7,and_true_guard,6,=|AND|ILIKE,(STR ILIKE STR) AND (INT = INT),81931cc32db4967b9dd720d8,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R032_C08,PG_BOOL_R032,Y2,like_ilike,8,or_false_guard,6,<|<>|>|ILIKE|OR,(STR ILIKE STR) OR (INT <> INT),066358a72aad5589e466ee4e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R032_C09,PG_BOOL_R032,Y2,like_ilike,9,equals_true_wrapper,6,=|ILIKE|TRUE,((STR ILIKE STR) = TRUE),aefa591b7d780079195d7f2f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R032_C10,PG_BOOL_R032,Y2,like_ilike,10,coalesce_false_wrapper,6,COALESCE|FALSE|ILIKE,"COALESCE((STR ILIKE STR), FALSE)",325d8a9c936e1f0ca29aa918,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R033_C01,PG_BOOL_R033,Y2,like_ilike,1,base_predicate,6,LIKE|NOT,STR NOT LIKE STR,6b2170e1e72ba3f6d4913c78,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R033_C02,PG_BOOL_R033,Y2,like_ilike,2,parenthesized_predicate,6,LIKE|NOT,(STR NOT LIKE STR),9f8f45973327ae271a03cb4e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R033_C03,PG_BOOL_R033,Y2,like_ilike,3,negated_inverse_predicate,6,LIKE|NOT,NOT (STR NOT LIKE STR),aa10e845f0b7f19206033b95,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R033_C04,PG_BOOL_R033,Y2,like_ilike,4,is_true_wrapper,6,IS|LIKE|NOT|TRUE,(STR NOT LIKE STR) IS TRUE,48ab63bfb240756b8f9ce148,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R033_C05,PG_BOOL_R033,Y2,like_ilike,5,is_not_false_wrapper,6,FALSE|IS|LIKE|NOT,(STR NOT LIKE STR) IS NOT FALSE,6a04d0e75812b03488019b39,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R033_C06,PG_BOOL_R033,Y2,like_ilike,6,case_boolean_wrapper,6,CASE|ELSE|END|FALSE|LIKE|NOT|THEN|TRUE|WHEN,CASE WHEN (STR NOT LIKE STR) THEN TRUE ELSE FALSE END,af60fb4cd75085351c7e9f98,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R033_C07,PG_BOOL_R033,Y2,like_ilike,7,and_true_guard,6,=|AND|LIKE|NOT,(STR NOT LIKE STR) AND (INT = INT),b1a17287a8ac6faed720c795,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R033_C08,PG_BOOL_R033,Y2,like_ilike,8,or_false_guard,6,<|<>|>|LIKE|NOT|OR,(STR NOT LIKE STR) OR (INT <> INT),8ff517389be8b9a32ba3b3c3,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R033_C09,PG_BOOL_R033,Y2,like_ilike,9,equals_true_wrapper,6,=|LIKE|NOT|TRUE,((STR NOT LIKE STR) = TRUE),729006effa4e4b6ffde549b1,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R033_C10,PG_BOOL_R033,Y2,like_ilike,10,coalesce_false_wrapper,6,COALESCE|FALSE|LIKE|NOT,"COALESCE((STR NOT LIKE STR), FALSE)",19d6868e284006c16cf6b3f2,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R034_C01,PG_BOOL_R034,Y2,like_ilike,1,base_predicate,6,LIKE,STR LIKE STR,c0a124c5d759f2f6447f7842,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R034_C02,PG_BOOL_R034,Y2,like_ilike,2,parenthesized_predicate,6,LIKE,(STR LIKE STR),18ee59358e91279588008f03,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R034_C03,PG_BOOL_R034,Y2,like_ilike,3,negated_inverse_predicate,6,LIKE|NOT,NOT (STR LIKE STR),6af752446f48ff5bcd133601,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R034_C04,PG_BOOL_R034,Y2,like_ilike,4,is_true_wrapper,6,IS|LIKE|TRUE,(STR LIKE STR) IS TRUE,a6b3c384d69f1f5beceefe5b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R034_C05,PG_BOOL_R034,Y2,like_ilike,5,is_not_false_wrapper,6,FALSE|IS|LIKE|NOT,(STR LIKE STR) IS NOT FALSE,67ac85c9ce785652dcd9ceb9,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R034_C06,PG_BOOL_R034,Y2,like_ilike,6,case_boolean_wrapper,6,CASE|ELSE|END|FALSE|LIKE|THEN|TRUE|WHEN,CASE WHEN (STR LIKE STR) THEN TRUE ELSE FALSE END,bf28384d3f6acbbd98c53fb7,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R034_C07,PG_BOOL_R034,Y2,like_ilike,7,and_true_guard,6,=|AND|LIKE,(STR LIKE STR) AND (INT = INT),93b73ad8b2ed7b29093493e4,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R034_C08,PG_BOOL_R034,Y2,like_ilike,8,or_false_guard,6,<|<>|>|LIKE|OR,(STR LIKE STR) OR (INT <> INT),57438acb9f1ee25993d649b0,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R034_C09,PG_BOOL_R034,Y2,like_ilike,9,equals_true_wrapper,6,=|LIKE|TRUE,((STR LIKE STR) = TRUE),e192ceb4178a00f37efe6a44,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R034_C10,PG_BOOL_R034,Y2,like_ilike,10,coalesce_false_wrapper,6,COALESCE|FALSE|LIKE,"COALESCE((STR LIKE STR), FALSE)",9a66095b3f479d19e0c55cc2,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R035_C01,PG_BOOL_R035,Y2,like_ilike,1,base_predicate,6,ILIKE,STR ILIKE STR,2c3108816f5cf3394e8afde4,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
