root_id,semantic_family,root_name,abstract_grammar,slot_schema,postgres_constructs,postgres_specificity,source_reference,context_requirement,injection_family,engine_validation_status,exploit_confirmation_status,corpus_role,attack_intent
PG_BOOL_R083,range_type_predicate,pg_range_&&,<range> <range_op> <value|range>,range_op:enum; bounds:int,&&,postgresql_range,https://www.postgresql.org/docs/18/functions-range.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R084,range_type_predicate,pg_range_-|-,<range> <range_op> <value|range>,range_op:enum; bounds:int,-|-,postgresql_range,https://www.postgresql.org/docs/18/functions-range.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R085,range_type_predicate,pg_range_isempty,<range> <range_op> <value|range>,range_op:enum; bounds:int,isempty,postgresql_range,https://www.postgresql.org/docs/18/functions-range.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R086,network_predicate,inet_<<,<inet> <network_op> <inet>,network_op:enum; addresses:inet,<<,postgresql_network,https://www.postgresql.org/docs/18/functions-net.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R087,network_predicate,inet_<<=,<inet> <network_op> <inet>,network_op:enum; addresses:inet,<<=,postgresql_network,https://www.postgresql.org/docs/18/functions-net.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R088,network_predicate,inet_>>,<inet> <network_op> <inet>,network_op:enum; addresses:inet,>>,postgresql_network,https://www.postgresql.org/docs/18/functions-net.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R089,network_predicate,inet_>>=,<inet> <network_op> <inet>,network_op:enum; addresses:inet,>>=,postgresql_network,https://www.postgresql.org/docs/18/functions-net.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R090,network_predicate,inet_&&,<inet> <network_op> <inet>,network_op:enum; addresses:inet,&&,postgresql_network,https://www.postgresql.org/docs/18/functions-net.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R091,uuid_predicate,uuid_=,<uuid> <cmp> <uuid>,uuid_op:enum; lhs:uuid; rhs:uuid,=,postgresql_uuid,https://www.postgresql.org/docs/18/datatype-uuid.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R092,uuid_predicate,uuid_<>,<uuid> <cmp> <uuid>,uuid_op:enum; lhs:uuid; rhs:uuid,<>,postgresql_uuid,https://www.postgresql.org/docs/18/datatype-uuid.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R093,uuid_predicate,uuid_<,<uuid> <cmp> <uuid>,uuid_op:enum; lhs:uuid; rhs:uuid,<,postgresql_uuid,https://www.postgresql.org/docs/18/datatype-uuid.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R094,uuid_predicate,uuid_>,<uuid> <cmp> <uuid>,uuid_op:enum; lhs:uuid; rhs:uuid,>,postgresql_uuid,https://www.postgresql.org/docs/18/datatype-uuid.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R095,uuid_predicate,uuid_IS_DISTINCT_FROM,<uuid> <cmp> <uuid>,uuid_op:enum; lhs:uuid; rhs:uuid,IS DISTINCT FROM,postgresql_uuid,https://www.postgresql.org/docs/18/datatype-uuid.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R096,full_text_predicate,fts_plainto,<tsvector> @@ <tsquery> | vector predicate,textsearch_form:enum; document:text; query:text,plainto,postgresql_text_search,https://www.postgresql.org/docs/18/textsearch-controls.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R097,full_text_predicate,fts_phrase,<tsvector> @@ <tsquery> | vector predicate,textsearch_form:enum; document:text; query:text,phrase,postgresql_text_search,https://www.postgresql.org/docs/18/textsearch-controls.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R098,full_text_predicate,fts_websearch,<tsvector> @@ <tsquery> | vector predicate,textsearch_form:enum; document:text; query:text,websearch,postgresql_text_search,https://www.postgresql.org/docs/18/textsearch-controls.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R099,full_text_predicate,fts_to_tsquery,<tsvector> @@ <tsquery> | vector predicate,textsearch_form:enum; document:text; query:text,to_tsquery,postgresql_text_search,https://www.postgresql.org/docs/18/textsearch-controls.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R100,full_text_predicate,fts_vector_nonempty,<tsvector> @@ <tsquery> | vector predicate,textsearch_form:enum; document:text; query:text,vector_nonempty,postgresql_text_search,https://www.postgresql.org/docs/18/textsearch-controls.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
