structure_cell_id,root_id,complexity,database,query_language,d_category,rendering_recipe,expected_samples,cross_db_semantic_equivalence,execution_context
Y4_R09_D14,Y4_R09,Y4_Basic_Obfuscation,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R09_D15,Y4_R09,Y4_Basic_Obfuscation,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R09_D16,Y4_R09,Y4_Basic_Obfuscation,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R09_D17,Y4_R09,Y4_Basic_Obfuscation,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R09_D18,Y4_R09,Y4_Basic_Obfuscation,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D01,Y4_R10,Y4_Basic_Obfuscation,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D02,Y4_R10,Y4_Basic_Obfuscation,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D03,Y4_R10,Y4_Basic_Obfuscation,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D04,Y4_R10,Y4_Basic_Obfuscation,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D05,Y4_R10,Y4_Basic_Obfuscation,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D06,Y4_R10,Y4_Basic_Obfuscation,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D07,Y4_R10,Y4_Basic_Obfuscation,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D08,Y4_R10,Y4_Basic_Obfuscation,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D09,Y4_R10,Y4_Basic_Obfuscation,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D10,Y4_R10,Y4_Basic_Obfuscation,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D11,Y4_R10,Y4_Basic_Obfuscation,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D12,Y4_R10,Y4_Basic_Obfuscation,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D13,Y4_R10,Y4_Basic_Obfuscation,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D14,Y4_R10,Y4_Basic_Obfuscation,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D15,Y4_R10,Y4_Basic_Obfuscation,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D16,Y4_R10,Y4_Basic_Obfuscation,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D17,Y4_R10,Y4_Basic_Obfuscation,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R10_D18,Y4_R10,Y4_Basic_Obfuscation,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D01,Y4_R11,Y4_Basic_Obfuscation,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D02,Y4_R11,Y4_Basic_Obfuscation,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D03,Y4_R11,Y4_Basic_Obfuscation,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D04,Y4_R11,Y4_Basic_Obfuscation,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D05,Y4_R11,Y4_Basic_Obfuscation,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D06,Y4_R11,Y4_Basic_Obfuscation,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D07,Y4_R11,Y4_Basic_Obfuscation,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D08,Y4_R11,Y4_Basic_Obfuscation,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D09,Y4_R11,Y4_Basic_Obfuscation,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D10,Y4_R11,Y4_Basic_Obfuscation,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D11,Y4_R11,Y4_Basic_Obfuscation,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D12,Y4_R11,Y4_Basic_Obfuscation,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D13,Y4_R11,Y4_Basic_Obfuscation,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D14,Y4_R11,Y4_Basic_Obfuscation,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D15,Y4_R11,Y4_Basic_Obfuscation,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D16,Y4_R11,Y4_Basic_Obfuscation,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D17,Y4_R11,Y4_Basic_Obfuscation,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R11_D18,Y4_R11,Y4_Basic_Obfuscation,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D01,Y4_R12,Y4_Basic_Obfuscation,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D02,Y4_R12,Y4_Basic_Obfuscation,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D03,Y4_R12,Y4_Basic_Obfuscation,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D04,Y4_R12,Y4_Basic_Obfuscation,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D05,Y4_R12,Y4_Basic_Obfuscation,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D06,Y4_R12,Y4_Basic_Obfuscation,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D07,Y4_R12,Y4_Basic_Obfuscation,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D08,Y4_R12,Y4_Basic_Obfuscation,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D09,Y4_R12,Y4_Basic_Obfuscation,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D10,Y4_R12,Y4_Basic_Obfuscation,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D11,Y4_R12,Y4_Basic_Obfuscation,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D12,Y4_R12,Y4_Basic_Obfuscation,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D13,Y4_R12,Y4_Basic_Obfuscation,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D14,Y4_R12,Y4_Basic_Obfuscation,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D15,Y4_R12,Y4_Basic_Obfuscation,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D16,Y4_R12,Y4_Basic_Obfuscation,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D17,Y4_R12,Y4_Basic_Obfuscation,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R12_D18,Y4_R12,Y4_Basic_Obfuscation,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D01,Y4_R13,Y4_Basic_Obfuscation,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D02,Y4_R13,Y4_Basic_Obfuscation,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D03,Y4_R13,Y4_Basic_Obfuscation,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D04,Y4_R13,Y4_Basic_Obfuscation,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D05,Y4_R13,Y4_Basic_Obfuscation,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D06,Y4_R13,Y4_Basic_Obfuscation,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D07,Y4_R13,Y4_Basic_Obfuscation,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D08,Y4_R13,Y4_Basic_Obfuscation,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D09,Y4_R13,Y4_Basic_Obfuscation,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D10,Y4_R13,Y4_Basic_Obfuscation,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D11,Y4_R13,Y4_Basic_Obfuscation,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D12,Y4_R13,Y4_Basic_Obfuscation,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D13,Y4_R13,Y4_Basic_Obfuscation,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D14,Y4_R13,Y4_Basic_Obfuscation,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D15,Y4_R13,Y4_Basic_Obfuscation,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D16,Y4_R13,Y4_Basic_Obfuscation,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D17,Y4_R13,Y4_Basic_Obfuscation,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R13_D18,Y4_R13,Y4_Basic_Obfuscation,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D01,Y4_R14,Y4_Basic_Obfuscation,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D02,Y4_R14,Y4_Basic_Obfuscation,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D03,Y4_R14,Y4_Basic_Obfuscation,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D04,Y4_R14,Y4_Basic_Obfuscation,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D05,Y4_R14,Y4_Basic_Obfuscation,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D06,Y4_R14,Y4_Basic_Obfuscation,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D07,Y4_R14,Y4_Basic_Obfuscation,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D08,Y4_R14,Y4_Basic_Obfuscation,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D09,Y4_R14,Y4_Basic_Obfuscation,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D10,Y4_R14,Y4_Basic_Obfuscation,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D11,Y4_R14,Y4_Basic_Obfuscation,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D12,Y4_R14,Y4_Basic_Obfuscation,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D13,Y4_R14,Y4_Basic_Obfuscation,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D14,Y4_R14,Y4_Basic_Obfuscation,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D15,Y4_R14,Y4_Basic_Obfuscation,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D16,Y4_R14,Y4_Basic_Obfuscation,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D17,Y4_R14,Y4_Basic_Obfuscation,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R14_D18,Y4_R14,Y4_Basic_Obfuscation,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D01,Y4_R15,Y4_Basic_Obfuscation,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D02,Y4_R15,Y4_Basic_Obfuscation,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D03,Y4_R15,Y4_Basic_Obfuscation,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D04,Y4_R15,Y4_Basic_Obfuscation,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D05,Y4_R15,Y4_Basic_Obfuscation,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D06,Y4_R15,Y4_Basic_Obfuscation,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D07,Y4_R15,Y4_Basic_Obfuscation,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D08,Y4_R15,Y4_Basic_Obfuscation,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D09,Y4_R15,Y4_Basic_Obfuscation,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D10,Y4_R15,Y4_Basic_Obfuscation,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D11,Y4_R15,Y4_Basic_Obfuscation,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D12,Y4_R15,Y4_Basic_Obfuscation,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D13,Y4_R15,Y4_Basic_Obfuscation,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D14,Y4_R15,Y4_Basic_Obfuscation,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D15,Y4_R15,Y4_Basic_Obfuscation,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D16,Y4_R15,Y4_Basic_Obfuscation,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D17,Y4_R15,Y4_Basic_Obfuscation,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R15_D18,Y4_R15,Y4_Basic_Obfuscation,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D01,Y4_R16,Y4_Basic_Obfuscation,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D02,Y4_R16,Y4_Basic_Obfuscation,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D03,Y4_R16,Y4_Basic_Obfuscation,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D04,Y4_R16,Y4_Basic_Obfuscation,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D05,Y4_R16,Y4_Basic_Obfuscation,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D06,Y4_R16,Y4_Basic_Obfuscation,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D07,Y4_R16,Y4_Basic_Obfuscation,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D08,Y4_R16,Y4_Basic_Obfuscation,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D09,Y4_R16,Y4_Basic_Obfuscation,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D10,Y4_R16,Y4_Basic_Obfuscation,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D11,Y4_R16,Y4_Basic_Obfuscation,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D12,Y4_R16,Y4_Basic_Obfuscation,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D13,Y4_R16,Y4_Basic_Obfuscation,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D14,Y4_R16,Y4_Basic_Obfuscation,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D15,Y4_R16,Y4_Basic_Obfuscation,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D16,Y4_R16,Y4_Basic_Obfuscation,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D17,Y4_R16,Y4_Basic_Obfuscation,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R16_D18,Y4_R16,Y4_Basic_Obfuscation,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D01,Y4_R17,Y4_Basic_Obfuscation,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D02,Y4_R17,Y4_Basic_Obfuscation,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D03,Y4_R17,Y4_Basic_Obfuscation,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D04,Y4_R17,Y4_Basic_Obfuscation,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D05,Y4_R17,Y4_Basic_Obfuscation,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D06,Y4_R17,Y4_Basic_Obfuscation,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D07,Y4_R17,Y4_Basic_Obfuscation,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D08,Y4_R17,Y4_Basic_Obfuscation,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D09,Y4_R17,Y4_Basic_Obfuscation,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D10,Y4_R17,Y4_Basic_Obfuscation,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D11,Y4_R17,Y4_Basic_Obfuscation,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D12,Y4_R17,Y4_Basic_Obfuscation,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D13,Y4_R17,Y4_Basic_Obfuscation,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D14,Y4_R17,Y4_Basic_Obfuscation,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D15,Y4_R17,Y4_Basic_Obfuscation,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D16,Y4_R17,Y4_Basic_Obfuscation,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D17,Y4_R17,Y4_Basic_Obfuscation,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R17_D18,Y4_R17,Y4_Basic_Obfuscation,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R18_D01,Y4_R18,Y4_Basic_Obfuscation,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R18_D02,Y4_R18,Y4_Basic_Obfuscation,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R18_D03,Y4_R18,Y4_Basic_Obfuscation,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R18_D04,Y4_R18,Y4_Basic_Obfuscation,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R18_D05,Y4_R18,Y4_Basic_Obfuscation,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R18_D06,Y4_R18,Y4_Basic_Obfuscation,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R18_D07,Y4_R18,Y4_Basic_Obfuscation,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y4_R18_D08,Y4_R18,Y4_Basic_Obfuscation,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
