structure_cell_id,root_id,y_level,semantic_family,cell_index,cell_recipe,expected_samples,required_tokens,skeleton_reference,structure_signature,cell_contract,module_id,module_short,ruleset_version
PG_BOOL_R098_C01,PG_BOOL_R098,Y1,logical_composition,1,base_predicate,6,=|NOT,NOT (INT = INT),e3174ba72bb1f8f25d89f77b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R098_C02,PG_BOOL_R098,Y1,logical_composition,2,parenthesized_predicate,6,=|NOT,(NOT (INT = INT)),71a61e15e56af5828cdb48ad,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R098_C03,PG_BOOL_R098,Y1,logical_composition,3,negated_inverse_predicate,6,=|NOT,NOT (NOT (INT = INT)),7987bffc947c49e254307eff,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R098_C04,PG_BOOL_R098,Y1,logical_composition,4,is_true_wrapper,6,=|IS|NOT|TRUE,(NOT (INT = INT)) IS TRUE,7493a23b364524e8d1bec536,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R098_C05,PG_BOOL_R098,Y1,logical_composition,5,is_not_false_wrapper,6,=|FALSE|IS|NOT,(NOT (INT = INT)) IS NOT FALSE,d1f92109e7a3c8b296325911,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R098_C06,PG_BOOL_R098,Y1,logical_composition,6,case_boolean_wrapper,6,=|CASE|ELSE|END|FALSE|NOT|THEN|TRUE|WHEN,CASE WHEN (NOT (INT = INT)) THEN TRUE ELSE FALSE END,1c246413a1eae9856d989a29,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R098_C07,PG_BOOL_R098,Y1,logical_composition,7,and_true_guard,6,=|AND|NOT,(NOT (INT = INT)) AND (INT = INT),c7254c6bf8145c8c7fcd3e1f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R098_C08,PG_BOOL_R098,Y1,logical_composition,8,or_false_guard,6,<|<>|=|>|NOT|OR,(NOT (INT = INT)) OR (INT <> INT),c18d78812131b01fa639dffd,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R098_C09,PG_BOOL_R098,Y1,logical_composition,9,equals_true_wrapper,6,=|NOT|TRUE,((NOT (INT = INT)) = TRUE),e94d1e77570a183fa10a4375,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R098_C10,PG_BOOL_R098,Y1,logical_composition,10,coalesce_false_wrapper,6,=|COALESCE|FALSE|NOT,"COALESCE((NOT (INT = INT)), FALSE)",861c58e960cea4b32410750c,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R099_C01,PG_BOOL_R099,Y1,logical_composition,1,base_predicate,6,=|AND|IS|TRUE,((INT = INT) AND (INT = INT)) IS TRUE,0f0ad74aee9d8fa6084f56e3,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R099_C02,PG_BOOL_R099,Y1,logical_composition,2,parenthesized_predicate,6,=|AND|IS|TRUE,(((INT = INT) AND (INT = INT)) IS TRUE),15a7c6457f9a6fa5e01f6f4b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R099_C03,PG_BOOL_R099,Y1,logical_composition,3,negated_inverse_predicate,6,=|AND|FALSE|IS|NOT,NOT (((INT = INT) AND (INT = INT)) IS FALSE),072ad2ab31b9a2b094f7d235,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R099_C04,PG_BOOL_R099,Y1,logical_composition,4,is_true_wrapper,6,=|AND|IS|TRUE,(((INT = INT) AND (INT = INT)) IS TRUE) IS TRUE,985a317c3547fefe097fd568,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R099_C05,PG_BOOL_R099,Y1,logical_composition,5,is_not_false_wrapper,6,=|AND|FALSE|IS|NOT|TRUE,(((INT = INT) AND (INT = INT)) IS TRUE) IS NOT FALSE,21191feeeeb569e1cd6ce384,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R099_C06,PG_BOOL_R099,Y1,logical_composition,6,case_boolean_wrapper,6,=|AND|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,CASE WHEN (((INT = INT) AND (INT = INT)) IS TRUE) THEN TRUE ELSE FALSE END,af6e39c703aa6e4cfa029610,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R099_C07,PG_BOOL_R099,Y1,logical_composition,7,and_true_guard,6,=|AND|IS|TRUE,(((INT = INT) AND (INT = INT)) IS TRUE) AND (INT = INT),541443ffe1563012ae5d23d8,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R099_C08,PG_BOOL_R099,Y1,logical_composition,8,or_false_guard,6,<|<>|=|>|AND|IS|OR|TRUE,(((INT = INT) AND (INT = INT)) IS TRUE) OR (INT <> INT),0d13f56c39452d0aec065f25,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R099_C09,PG_BOOL_R099,Y1,logical_composition,9,equals_true_wrapper,6,=|AND|IS|TRUE,((((INT = INT) AND (INT = INT)) IS TRUE) = TRUE),45d50a9341e2e14d97f98865,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R099_C10,PG_BOOL_R099,Y1,logical_composition,10,coalesce_false_wrapper,6,=|AND|COALESCE|FALSE|IS|TRUE,"COALESCE((((INT = INT) AND (INT = INT)) IS TRUE), FALSE)",20d6c15a8a9efc49d59dfd89,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R100_C01,PG_BOOL_R100,Y1,logical_composition,1,base_predicate,6,=|AND|OR,((INT = INT) OR (INT = INT)) AND (INT = INT),094808807e9991bcebc03864,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R100_C02,PG_BOOL_R100,Y1,logical_composition,2,parenthesized_predicate,6,=|AND|OR,(((INT = INT) OR (INT = INT)) AND (INT = INT)),c1abcab1ccb5eba65bb8f152,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R100_C03,PG_BOOL_R100,Y1,logical_composition,3,negated_inverse_predicate,6,=|AND|NOT|OR,NOT (((INT = INT) OR (INT = INT)) AND (INT = INT)),7ac0c81e499ce9bbec38ea5f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R100_C04,PG_BOOL_R100,Y1,logical_composition,4,is_true_wrapper,6,=|AND|IS|OR|TRUE,(((INT = INT) OR (INT = INT)) AND (INT = INT)) IS TRUE,84598017421cbb44e3f14f0f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R100_C05,PG_BOOL_R100,Y1,logical_composition,5,is_not_false_wrapper,6,=|AND|FALSE|IS|NOT|OR,(((INT = INT) OR (INT = INT)) AND (INT = INT)) IS NOT FALSE,65aaa970919151b13d56a713,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R100_C06,PG_BOOL_R100,Y1,logical_composition,6,case_boolean_wrapper,6,=|AND|CASE|ELSE|END|FALSE|OR|THEN|TRUE|WHEN,CASE WHEN (((INT = INT) OR (INT = INT)) AND (INT = INT)) THEN TRUE ELSE FALSE END,c185c3cc98e542187ca9c99f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R100_C07,PG_BOOL_R100,Y1,logical_composition,7,and_true_guard,6,=|AND|OR,(((INT = INT) OR (INT = INT)) AND (INT = INT)) AND (INT = INT),95c6767872cde613f18e6e09,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R100_C08,PG_BOOL_R100,Y1,logical_composition,8,or_false_guard,6,<|<>|=|>|AND|OR,(((INT = INT) OR (INT = INT)) AND (INT = INT)) OR (INT <> INT),f3a320289e5ef558afbefa94,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R100_C09,PG_BOOL_R100,Y1,logical_composition,9,equals_true_wrapper,6,=|AND|OR|TRUE,((((INT = INT) OR (INT = INT)) AND (INT = INT)) = TRUE),274e73c90c35a32eac9d1e32,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R100_C10,PG_BOOL_R100,Y1,logical_composition,10,coalesce_false_wrapper,6,=|AND|COALESCE|FALSE|OR,"COALESCE((((INT = INT) OR (INT = INT)) AND (INT = INT)), FALSE)",c2fde6071476b7ca2e084148,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y1_basic_boolean,Y1,v5
PG_BOOL_R001_C01,PG_BOOL_R001,Y2,comparison_numeric,1,base_predicate,6,=,INT = INT,6755654b2fba539b07353c1a,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R001_C02,PG_BOOL_R001,Y2,comparison_numeric,2,parenthesized_predicate,6,=,(INT = INT),0714f315616c14dc63e30f5e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R001_C03,PG_BOOL_R001,Y2,comparison_numeric,3,negated_inverse_predicate,6,=|NOT,NOT (INT = INT),fbadceab1ea85ed3720142c2,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R001_C04,PG_BOOL_R001,Y2,comparison_numeric,4,is_true_wrapper,6,=|IS|TRUE,(INT = INT) IS TRUE,7d16609043eb636e022fe58c,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R001_C05,PG_BOOL_R001,Y2,comparison_numeric,5,is_not_false_wrapper,6,=|FALSE|IS|NOT,(INT = INT) IS NOT FALSE,23c28b3877d9eec20fbb01a8,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R001_C06,PG_BOOL_R001,Y2,comparison_numeric,6,case_boolean_wrapper,6,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (INT = INT) THEN TRUE ELSE FALSE END,249979b5837e78c3a479cb3f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R001_C07,PG_BOOL_R001,Y2,comparison_numeric,7,and_true_guard,6,=|AND,(INT = INT) AND (INT = INT),9b4904058ad628ae6622fa62,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R001_C08,PG_BOOL_R001,Y2,comparison_numeric,8,or_false_guard,6,<|<>|=|>|OR,(INT = INT) OR (INT <> INT),6ed6034cc0077855bd4b7dd6,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R001_C09,PG_BOOL_R001,Y2,comparison_numeric,9,equals_true_wrapper,6,=|TRUE,((INT = INT) = TRUE),39ea4a31046babbf291041d6,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R001_C10,PG_BOOL_R001,Y2,comparison_numeric,10,coalesce_false_wrapper,6,=|COALESCE|FALSE,"COALESCE((INT = INT), FALSE)",8a1a6d1e2be3e2585e9c8ae8,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R002_C01,PG_BOOL_R002,Y2,comparison_numeric,1,base_predicate,6,<|<>|>,INT <> INT,805cc0cc64949cf77f091ae0,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R002_C02,PG_BOOL_R002,Y2,comparison_numeric,2,parenthesized_predicate,6,<|<>|>,(INT <> INT),9c4cd6972322d2ac2ad97722,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R002_C03,PG_BOOL_R002,Y2,comparison_numeric,3,negated_inverse_predicate,6,<|<>|>|NOT,NOT (INT <> INT),624f1699cd69648f4195eb4e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R002_C04,PG_BOOL_R002,Y2,comparison_numeric,4,is_true_wrapper,6,<|<>|>|IS|TRUE,(INT <> INT) IS TRUE,f4d3683cb29dc3b49c6f91c7,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R002_C05,PG_BOOL_R002,Y2,comparison_numeric,5,is_not_false_wrapper,6,<|<>|>|FALSE|IS|NOT,(INT <> INT) IS NOT FALSE,8f37a914db1f21f4f9f1a0fd,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R002_C06,PG_BOOL_R002,Y2,comparison_numeric,6,case_boolean_wrapper,6,<|<>|>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (INT <> INT) THEN TRUE ELSE FALSE END,553cd3c00b3bd2106ff7aaaa,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R002_C07,PG_BOOL_R002,Y2,comparison_numeric,7,and_true_guard,6,<|<>|=|>|AND,(INT <> INT) AND (INT = INT),00e444d0f28e13baf1a39127,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R002_C08,PG_BOOL_R002,Y2,comparison_numeric,8,or_false_guard,6,<|<>|>|OR,(INT <> INT) OR (INT <> INT),c73de67594fb9331a586b977,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R002_C09,PG_BOOL_R002,Y2,comparison_numeric,9,equals_true_wrapper,6,<|<>|=|>|TRUE,((INT <> INT) = TRUE),2c5981d4add454f484f1bd06,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R002_C10,PG_BOOL_R002,Y2,comparison_numeric,10,coalesce_false_wrapper,6,<|<>|>|COALESCE|FALSE,"COALESCE((INT <> INT), FALSE)",40866d3b11113c53e84a8724,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R003_C01,PG_BOOL_R003,Y2,comparison_numeric,1,base_predicate,6,>,INT > INT,c93ab66a52abbb6a88313038,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R003_C02,PG_BOOL_R003,Y2,comparison_numeric,2,parenthesized_predicate,6,>,(INT > INT),8a0a1fc9acce7d27ad554e37,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R003_C03,PG_BOOL_R003,Y2,comparison_numeric,3,negated_inverse_predicate,6,>|NOT,NOT (INT > INT),74e969e24bfc20601f071dda,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R003_C04,PG_BOOL_R003,Y2,comparison_numeric,4,is_true_wrapper,6,>|IS|TRUE,(INT > INT) IS TRUE,b24120a3078f9700bd0c1d1c,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R003_C05,PG_BOOL_R003,Y2,comparison_numeric,5,is_not_false_wrapper,6,>|FALSE|IS|NOT,(INT > INT) IS NOT FALSE,c5dcf4713ef7867737bea519,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R003_C06,PG_BOOL_R003,Y2,comparison_numeric,6,case_boolean_wrapper,6,>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (INT > INT) THEN TRUE ELSE FALSE END,1de30ad53090bf2f9357f5cf,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R003_C07,PG_BOOL_R003,Y2,comparison_numeric,7,and_true_guard,6,=|>|AND,(INT > INT) AND (INT = INT),ba00d1e11cf972f123c29885,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R003_C08,PG_BOOL_R003,Y2,comparison_numeric,8,or_false_guard,6,<|<>|>|OR,(INT > INT) OR (INT <> INT),1ffc611af0d98ff117004725,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R003_C09,PG_BOOL_R003,Y2,comparison_numeric,9,equals_true_wrapper,6,=|>|TRUE,((INT > INT) = TRUE),e0beb876538593b516edeaa4,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R003_C10,PG_BOOL_R003,Y2,comparison_numeric,10,coalesce_false_wrapper,6,>|COALESCE|FALSE,"COALESCE((INT > INT), FALSE)",377b8c58ca5b08de1951ca13,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R004_C01,PG_BOOL_R004,Y2,comparison_numeric,1,base_predicate,6,<|<=|=,INT <= INT,2e51fc7d425ebdd54091fc68,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R004_C02,PG_BOOL_R004,Y2,comparison_numeric,2,parenthesized_predicate,6,<|<=|=,(INT <= INT),030c2b49f4cb791676c6645a,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R004_C03,PG_BOOL_R004,Y2,comparison_numeric,3,negated_inverse_predicate,6,<|<=|=|NOT,NOT (INT <= INT),16d3d60d88a7a8b745ee6a33,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R004_C04,PG_BOOL_R004,Y2,comparison_numeric,4,is_true_wrapper,6,<|<=|=|IS|TRUE,(INT <= INT) IS TRUE,8bec26df9400368f7aadad83,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R004_C05,PG_BOOL_R004,Y2,comparison_numeric,5,is_not_false_wrapper,6,<|<=|=|FALSE|IS|NOT,(INT <= INT) IS NOT FALSE,26b8d894e24e43ca04f3bf9b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R004_C06,PG_BOOL_R004,Y2,comparison_numeric,6,case_boolean_wrapper,6,<|<=|=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (INT <= INT) THEN TRUE ELSE FALSE END,75de4677f4f4088c7440233b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R004_C07,PG_BOOL_R004,Y2,comparison_numeric,7,and_true_guard,6,<|<=|=|AND,(INT <= INT) AND (INT = INT),252f1fdf39c80a363be42f07,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R004_C08,PG_BOOL_R004,Y2,comparison_numeric,8,or_false_guard,6,<|<=|<>|=|>|OR,(INT <= INT) OR (INT <> INT),1d35e78d8e4bd35a2868a5dd,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R004_C09,PG_BOOL_R004,Y2,comparison_numeric,9,equals_true_wrapper,6,<|<=|=|TRUE,((INT <= INT) = TRUE),9ac8b77a8ff79182b54e4230,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R004_C10,PG_BOOL_R004,Y2,comparison_numeric,10,coalesce_false_wrapper,6,<|<=|=|COALESCE|FALSE,"COALESCE((INT <= INT), FALSE)",fa4875c0ec78e25f20854a7b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R005_C01,PG_BOOL_R005,Y2,comparison_numeric,1,base_predicate,6,=,(INT + INT) = INT,a7f4f750118400b1353a75d6,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R005_C02,PG_BOOL_R005,Y2,comparison_numeric,2,parenthesized_predicate,6,=,((INT + INT) = INT),017af7cdf98ffe1e034d40b1,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R005_C03,PG_BOOL_R005,Y2,comparison_numeric,3,negated_inverse_predicate,6,=|NOT,NOT ((INT + INT) = INT),2ab31711f76f8bb3df7590a2,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R005_C04,PG_BOOL_R005,Y2,comparison_numeric,4,is_true_wrapper,6,=|IS|TRUE,((INT + INT) = INT) IS TRUE,6703649be46970ed9df6bcd2,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R005_C05,PG_BOOL_R005,Y2,comparison_numeric,5,is_not_false_wrapper,6,=|FALSE|IS|NOT,((INT + INT) = INT) IS NOT FALSE,1bf95c8928fe1a89d2595129,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R005_C06,PG_BOOL_R005,Y2,comparison_numeric,6,case_boolean_wrapper,6,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN ((INT + INT) = INT) THEN TRUE ELSE FALSE END,de54578e9ab79b59c4e63b68,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R005_C07,PG_BOOL_R005,Y2,comparison_numeric,7,and_true_guard,6,=|AND,((INT + INT) = INT) AND (INT = INT),f3579a2195c44412374b1444,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R005_C08,PG_BOOL_R005,Y2,comparison_numeric,8,or_false_guard,6,<|<>|=|>|OR,((INT + INT) = INT) OR (INT <> INT),4bd75437619811434f998259,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R005_C09,PG_BOOL_R005,Y2,comparison_numeric,9,equals_true_wrapper,6,=|TRUE,(((INT + INT) = INT) = TRUE),a6be2df7cd21db4275c6dc48,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R005_C10,PG_BOOL_R005,Y2,comparison_numeric,10,coalesce_false_wrapper,6,=|COALESCE|FALSE,"COALESCE(((INT + INT) = INT), FALSE)",2bb86918e1180282ad720864,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R006_C01,PG_BOOL_R006,Y2,comparison_text,1,base_predicate,6,=,STR = STR,d9a864d3d9046f421aa08372,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R006_C02,PG_BOOL_R006,Y2,comparison_text,2,parenthesized_predicate,6,=,(STR = STR),9a9d650dcdb2afcd4d09f5ed,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R006_C03,PG_BOOL_R006,Y2,comparison_text,3,negated_inverse_predicate,6,=|NOT,NOT (STR = STR),abb6a62a88c76f6f385764a0,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R006_C04,PG_BOOL_R006,Y2,comparison_text,4,is_true_wrapper,6,=|IS|TRUE,(STR = STR) IS TRUE,ea9c8444bda72936222c2688,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R006_C05,PG_BOOL_R006,Y2,comparison_text,5,is_not_false_wrapper,6,=|FALSE|IS|NOT,(STR = STR) IS NOT FALSE,2bf11cd507b3b7dd91c161bb,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R006_C06,PG_BOOL_R006,Y2,comparison_text,6,case_boolean_wrapper,6,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (STR = STR) THEN TRUE ELSE FALSE END,6dd9fa549da92cb4830528a6,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R006_C07,PG_BOOL_R006,Y2,comparison_text,7,and_true_guard,6,=|AND,(STR = STR) AND (INT = INT),74d9d35f7e8f5a5b1021f5e7,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R006_C08,PG_BOOL_R006,Y2,comparison_text,8,or_false_guard,6,<|<>|=|>|OR,(STR = STR) OR (INT <> INT),d809746c0e1982a611449c52,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R006_C09,PG_BOOL_R006,Y2,comparison_text,9,equals_true_wrapper,6,=|TRUE,((STR = STR) = TRUE),7787787518329bb4da166aa2,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R006_C10,PG_BOOL_R006,Y2,comparison_text,10,coalesce_false_wrapper,6,=|COALESCE|FALSE,"COALESCE((STR = STR), FALSE)",bf5b75718745aa983a570d91,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R007_C01,PG_BOOL_R007,Y2,comparison_text,1,base_predicate,6,<|<>|>,STR <> STR,e962edb178333627ce3839f8,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R007_C02,PG_BOOL_R007,Y2,comparison_text,2,parenthesized_predicate,6,<|<>|>,(STR <> STR),fc1c1aa84211a4ef5c487ca0,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R007_C03,PG_BOOL_R007,Y2,comparison_text,3,negated_inverse_predicate,6,<|<>|>|NOT,NOT (STR <> STR),4707623a6fff0340e675b6b7,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R007_C04,PG_BOOL_R007,Y2,comparison_text,4,is_true_wrapper,6,<|<>|>|IS|TRUE,(STR <> STR) IS TRUE,4430d5571f693204f170fec5,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
PG_BOOL_R007_C05,PG_BOOL_R007,Y2,comparison_text,5,is_not_false_wrapper,6,<|<>|>|FALSE|IS|NOT,(STR <> STR) IS NOT FALSE,9a371611a842fda36dd76889,required_tokens + skeleton_family + delimiter_integrity + boolean_signal,Y2_boolean_variation,Y2,v5
