sample_id,text,payload_raw,prefix,ruleset_id,root_id,structure_cell_id,module_id,y_level,semantic_family,ruleset_family,skeleton_reference,required_tokens,slot_schema_id,source_split,source_view,raw_payload_hash,postgres_runtime_valid,semantic_behavior_valid,usable_for_mle,usable_for_reward_positive,training_role,minimal_seed_reason,schema_version
Y1_R013_C10_S01,"<RULE=RS_Y1_R013_C10><CELL=PG_BOOL_R013_C10><FAMILY=null_boolean> COALESCE((FALSE IS FALSE), FALSE)","COALESCE((FALSE IS FALSE), FALSE)",<RULE=RS_Y1_R013_C10><CELL=PG_BOOL_R013_C10><FAMILY=null_boolean>,RS_Y1_R013_C10,PG_BOOL_R013,PG_BOOL_R013_C10,Y1_basic_boolean,Y1,null_boolean,null_boolean,"COALESCE((FALSE IS FALSE), FALSE)",COALESCE|FALSE|IS,SLOT_Y1_R013_C10,train,accepted_static_v4_1,sha256:8c34d37f17491e4b2ded00884ec7bf2d21901bab38e8ab7f9def31d031b3ff05,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R013_C10_S02,"<RULE=RS_Y1_R013_C10><CELL=PG_BOOL_R013_C10><FAMILY=null_boolean> COALESCE((FALSE IS FALSE), FALSE)","COALESCE((FALSE IS FALSE), FALSE)",<RULE=RS_Y1_R013_C10><CELL=PG_BOOL_R013_C10><FAMILY=null_boolean>,RS_Y1_R013_C10,PG_BOOL_R013,PG_BOOL_R013_C10,Y1_basic_boolean,Y1,null_boolean,null_boolean,"COALESCE((FALSE IS FALSE), FALSE)",COALESCE|FALSE|IS,SLOT_Y1_R013_C10,train,accepted_static_v4_1,sha256:8c34d37f17491e4b2ded00884ec7bf2d21901bab38e8ab7f9def31d031b3ff05,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R013_C10_S03,"<RULE=RS_Y1_R013_C10><CELL=PG_BOOL_R013_C10><FAMILY=null_boolean> COALESCE((FALSE IS FALSE), FALSE)","COALESCE((FALSE IS FALSE), FALSE)",<RULE=RS_Y1_R013_C10><CELL=PG_BOOL_R013_C10><FAMILY=null_boolean>,RS_Y1_R013_C10,PG_BOOL_R013,PG_BOOL_R013_C10,Y1_basic_boolean,Y1,null_boolean,null_boolean,"COALESCE((FALSE IS FALSE), FALSE)",COALESCE|FALSE|IS,SLOT_Y1_R013_C10,train,accepted_static_v4_1,sha256:8c34d37f17491e4b2ded00884ec7bf2d21901bab38e8ab7f9def31d031b3ff05,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R013_C10_S04,"<RULE=RS_Y1_R013_C10><CELL=PG_BOOL_R013_C10><FAMILY=null_boolean> COALESCE((FALSE IS TRUE), FALSE)","COALESCE((FALSE IS TRUE), FALSE)",<RULE=RS_Y1_R013_C10><CELL=PG_BOOL_R013_C10><FAMILY=null_boolean>,RS_Y1_R013_C10,PG_BOOL_R013,PG_BOOL_R013_C10,Y1_basic_boolean,Y1,null_boolean,null_boolean,"COALESCE((FALSE IS FALSE), FALSE)",COALESCE|FALSE|IS,SLOT_Y1_R013_C10,train,accepted_static_v4_1,sha256:4d7205b873d97cf075a7f1201e63e23a3fbe3d439b84ca965f035786fabc4775,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R013_C10_S05,"<RULE=RS_Y1_R013_C10><CELL=PG_BOOL_R013_C10><FAMILY=null_boolean> COALESCE((FALSE IS TRUE), FALSE)","COALESCE((FALSE IS TRUE), FALSE)",<RULE=RS_Y1_R013_C10><CELL=PG_BOOL_R013_C10><FAMILY=null_boolean>,RS_Y1_R013_C10,PG_BOOL_R013,PG_BOOL_R013_C10,Y1_basic_boolean,Y1,null_boolean,null_boolean,"COALESCE((FALSE IS FALSE), FALSE)",COALESCE|FALSE|IS,SLOT_Y1_R013_C10,train,accepted_static_v4_1,sha256:4d7205b873d97cf075a7f1201e63e23a3fbe3d439b84ca965f035786fabc4775,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R013_C10_S06,"<RULE=RS_Y1_R013_C10><CELL=PG_BOOL_R013_C10><FAMILY=null_boolean> COALESCE((FALSE IS TRUE), FALSE)","COALESCE((FALSE IS TRUE), FALSE)",<RULE=RS_Y1_R013_C10><CELL=PG_BOOL_R013_C10><FAMILY=null_boolean>,RS_Y1_R013_C10,PG_BOOL_R013,PG_BOOL_R013_C10,Y1_basic_boolean,Y1,null_boolean,null_boolean,"COALESCE((FALSE IS FALSE), FALSE)",COALESCE|FALSE|IS,SLOT_Y1_R013_C10,dev,accepted_static_v4_1,sha256:4d7205b873d97cf075a7f1201e63e23a3fbe3d439b84ca965f035786fabc4775,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C01_S01,"<RULE=RS_Y1_R014_C01><CELL=PG_BOOL_R014_C01><FAMILY=null_boolean> COALESCE(NULL, 26) = 26","COALESCE(NULL, 26) = 26",<RULE=RS_Y1_R014_C01><CELL=PG_BOOL_R014_C01><FAMILY=null_boolean>,RS_Y1_R014_C01,PG_BOOL_R014,PG_BOOL_R014_C01,Y1_basic_boolean,Y1,null_boolean,null_boolean,"COALESCE(NULL, INT) = INT",=|COALESCE|NULL,SLOT_Y1_R014_C01,train,accepted_static_v4_1,sha256:b05f476865c8b61897874d7a9d812e5b45a69497e2814c64ce8b1803330f2216,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C01_S02,"<RULE=RS_Y1_R014_C01><CELL=PG_BOOL_R014_C01><FAMILY=null_boolean> COALESCE(NULL, 39) = 39","COALESCE(NULL, 39) = 39",<RULE=RS_Y1_R014_C01><CELL=PG_BOOL_R014_C01><FAMILY=null_boolean>,RS_Y1_R014_C01,PG_BOOL_R014,PG_BOOL_R014_C01,Y1_basic_boolean,Y1,null_boolean,null_boolean,"COALESCE(NULL, INT) = INT",=|COALESCE|NULL,SLOT_Y1_R014_C01,train,accepted_static_v4_1,sha256:618da3b151b52bf9b9d2c53f9f6d9ff7a15518b40de199fca2030a28160a888f,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C01_S03,"<RULE=RS_Y1_R014_C01><CELL=PG_BOOL_R014_C01><FAMILY=null_boolean> COALESCE(NULL, 52) = 52","COALESCE(NULL, 52) = 52",<RULE=RS_Y1_R014_C01><CELL=PG_BOOL_R014_C01><FAMILY=null_boolean>,RS_Y1_R014_C01,PG_BOOL_R014,PG_BOOL_R014_C01,Y1_basic_boolean,Y1,null_boolean,null_boolean,"COALESCE(NULL, INT) = INT",=|COALESCE|NULL,SLOT_Y1_R014_C01,train,accepted_static_v4_1,sha256:e9d6768c74eb468475a564dc39cc543558d94e81e9af9cc6e16a761126337d25,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C01_S04,"<RULE=RS_Y1_R014_C01><CELL=PG_BOOL_R014_C01><FAMILY=null_boolean> COALESCE(NULL, 65) = 66","COALESCE(NULL, 65) = 66",<RULE=RS_Y1_R014_C01><CELL=PG_BOOL_R014_C01><FAMILY=null_boolean>,RS_Y1_R014_C01,PG_BOOL_R014,PG_BOOL_R014_C01,Y1_basic_boolean,Y1,null_boolean,null_boolean,"COALESCE(NULL, INT) = INT",=|COALESCE|NULL,SLOT_Y1_R014_C01,train,accepted_static_v4_1,sha256:e758f2ad5332825705d499375e4af656f3362ac712b394fdf634bee562ada0e9,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C01_S05,"<RULE=RS_Y1_R014_C01><CELL=PG_BOOL_R014_C01><FAMILY=null_boolean> COALESCE(NULL, 78) = 79","COALESCE(NULL, 78) = 79",<RULE=RS_Y1_R014_C01><CELL=PG_BOOL_R014_C01><FAMILY=null_boolean>,RS_Y1_R014_C01,PG_BOOL_R014,PG_BOOL_R014_C01,Y1_basic_boolean,Y1,null_boolean,null_boolean,"COALESCE(NULL, INT) = INT",=|COALESCE|NULL,SLOT_Y1_R014_C01,train,accepted_static_v4_1,sha256:0ca5a15d1fe04201b566f4b1f3f250144c1d32107333a5017ea1f2f882176072,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C01_S06,"<RULE=RS_Y1_R014_C01><CELL=PG_BOOL_R014_C01><FAMILY=null_boolean> COALESCE(NULL, 91) = 92","COALESCE(NULL, 91) = 92",<RULE=RS_Y1_R014_C01><CELL=PG_BOOL_R014_C01><FAMILY=null_boolean>,RS_Y1_R014_C01,PG_BOOL_R014,PG_BOOL_R014_C01,Y1_basic_boolean,Y1,null_boolean,null_boolean,"COALESCE(NULL, INT) = INT",=|COALESCE|NULL,SLOT_Y1_R014_C01,train,accepted_static_v4_1,sha256:de8ea0e0cc4f8cd1425fd73a0a1e5f82a5db406228a2a2ff89af68e1500b7f64,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C02_S01,"<RULE=RS_Y1_R014_C02><CELL=PG_BOOL_R014_C02><FAMILY=null_boolean> (COALESCE(NULL, 37) = 37)","(COALESCE(NULL, 37) = 37)",<RULE=RS_Y1_R014_C02><CELL=PG_BOOL_R014_C02><FAMILY=null_boolean>,RS_Y1_R014_C02,PG_BOOL_R014,PG_BOOL_R014_C02,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT)",=|COALESCE|NULL,SLOT_Y1_R014_C02,train,accepted_static_v4_1,sha256:b94c673d9ebd7065ad01684c922b1311e425e3298561b129ce681ac04abf0ea9,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C02_S02,"<RULE=RS_Y1_R014_C02><CELL=PG_BOOL_R014_C02><FAMILY=null_boolean> (COALESCE(NULL, 50) = 50)","(COALESCE(NULL, 50) = 50)",<RULE=RS_Y1_R014_C02><CELL=PG_BOOL_R014_C02><FAMILY=null_boolean>,RS_Y1_R014_C02,PG_BOOL_R014,PG_BOOL_R014_C02,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT)",=|COALESCE|NULL,SLOT_Y1_R014_C02,train,accepted_static_v4_1,sha256:f352d87c937b7f0c604dd937748a47a6322530e9b438019112ee1e5928d9164b,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C02_S03,"<RULE=RS_Y1_R014_C02><CELL=PG_BOOL_R014_C02><FAMILY=null_boolean> (COALESCE(NULL, 63) = 63)","(COALESCE(NULL, 63) = 63)",<RULE=RS_Y1_R014_C02><CELL=PG_BOOL_R014_C02><FAMILY=null_boolean>,RS_Y1_R014_C02,PG_BOOL_R014,PG_BOOL_R014_C02,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT)",=|COALESCE|NULL,SLOT_Y1_R014_C02,train,accepted_static_v4_1,sha256:708991e4e60f85b0d31be4fbca2794cffad281275bc708d48fae5953fae0710b,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C02_S04,"<RULE=RS_Y1_R014_C02><CELL=PG_BOOL_R014_C02><FAMILY=null_boolean> (COALESCE(NULL, 76) = 77)","(COALESCE(NULL, 76) = 77)",<RULE=RS_Y1_R014_C02><CELL=PG_BOOL_R014_C02><FAMILY=null_boolean>,RS_Y1_R014_C02,PG_BOOL_R014,PG_BOOL_R014_C02,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT)",=|COALESCE|NULL,SLOT_Y1_R014_C02,train,accepted_static_v4_1,sha256:57cce979a7b5e937eceae2de247d121020cc57a517656418b5dcc133c76824e9,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C02_S05,"<RULE=RS_Y1_R014_C02><CELL=PG_BOOL_R014_C02><FAMILY=null_boolean> (COALESCE(NULL, 89) = 90)","(COALESCE(NULL, 89) = 90)",<RULE=RS_Y1_R014_C02><CELL=PG_BOOL_R014_C02><FAMILY=null_boolean>,RS_Y1_R014_C02,PG_BOOL_R014,PG_BOOL_R014_C02,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT)",=|COALESCE|NULL,SLOT_Y1_R014_C02,train,accepted_static_v4_1,sha256:b56aba9d80a75565ff02bf630bfab16fb93c2e9a5cd8b1ecf467ce7030f31450,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C02_S06,"<RULE=RS_Y1_R014_C02><CELL=PG_BOOL_R014_C02><FAMILY=null_boolean> (COALESCE(NULL, 5) = 6)","(COALESCE(NULL, 5) = 6)",<RULE=RS_Y1_R014_C02><CELL=PG_BOOL_R014_C02><FAMILY=null_boolean>,RS_Y1_R014_C02,PG_BOOL_R014,PG_BOOL_R014_C02,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT)",=|COALESCE|NULL,SLOT_Y1_R014_C02,train,accepted_static_v4_1,sha256:d4369a4f51c5f0ced8164dd6a197b0acb9da9a62db657c95858b0c94b7dad4f5,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C03_S01,"<RULE=RS_Y1_R014_C03><CELL=PG_BOOL_R014_C03><FAMILY=null_boolean> NOT (COALESCE(NULL, 48) = 49)","NOT (COALESCE(NULL, 48) = 49)",<RULE=RS_Y1_R014_C03><CELL=PG_BOOL_R014_C03><FAMILY=null_boolean>,RS_Y1_R014_C03,PG_BOOL_R014,PG_BOOL_R014_C03,Y1_basic_boolean,Y1,null_boolean,null_boolean,"NOT (COALESCE(NULL, INT) = INT)",=|COALESCE|NOT|NULL,SLOT_Y1_R014_C03,train,accepted_static_v4_1,sha256:7c0471d08ea65704a6f0119175e45b8702c96442a2ab13efb73dac3f3c2783f9,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C03_S02,"<RULE=RS_Y1_R014_C03><CELL=PG_BOOL_R014_C03><FAMILY=null_boolean> NOT (COALESCE(NULL, 61) = 62)","NOT (COALESCE(NULL, 61) = 62)",<RULE=RS_Y1_R014_C03><CELL=PG_BOOL_R014_C03><FAMILY=null_boolean>,RS_Y1_R014_C03,PG_BOOL_R014,PG_BOOL_R014_C03,Y1_basic_boolean,Y1,null_boolean,null_boolean,"NOT (COALESCE(NULL, INT) = INT)",=|COALESCE|NOT|NULL,SLOT_Y1_R014_C03,dev,accepted_static_v4_1,sha256:02cd296914fe53ecade0f6b5ce779d87e62e6894dcdd309c97030e1b259fe945,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C03_S03,"<RULE=RS_Y1_R014_C03><CELL=PG_BOOL_R014_C03><FAMILY=null_boolean> NOT (COALESCE(NULL, 74) = 75)","NOT (COALESCE(NULL, 74) = 75)",<RULE=RS_Y1_R014_C03><CELL=PG_BOOL_R014_C03><FAMILY=null_boolean>,RS_Y1_R014_C03,PG_BOOL_R014,PG_BOOL_R014_C03,Y1_basic_boolean,Y1,null_boolean,null_boolean,"NOT (COALESCE(NULL, INT) = INT)",=|COALESCE|NOT|NULL,SLOT_Y1_R014_C03,train,accepted_static_v4_1,sha256:021174bb6aac38e323f64fadbef9ea926480adda6134facc575749c2c5038d2f,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C03_S04,"<RULE=RS_Y1_R014_C03><CELL=PG_BOOL_R014_C03><FAMILY=null_boolean> NOT (COALESCE(NULL, 87) = 87)","NOT (COALESCE(NULL, 87) = 87)",<RULE=RS_Y1_R014_C03><CELL=PG_BOOL_R014_C03><FAMILY=null_boolean>,RS_Y1_R014_C03,PG_BOOL_R014,PG_BOOL_R014_C03,Y1_basic_boolean,Y1,null_boolean,null_boolean,"NOT (COALESCE(NULL, INT) = INT)",=|COALESCE|NOT|NULL,SLOT_Y1_R014_C03,train,accepted_static_v4_1,sha256:53774381839e7e284fb668b1f796365928c58242cf5224447168dcc2a258b40b,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C03_S05,"<RULE=RS_Y1_R014_C03><CELL=PG_BOOL_R014_C03><FAMILY=null_boolean> NOT (COALESCE(NULL, 3) = 3)","NOT (COALESCE(NULL, 3) = 3)",<RULE=RS_Y1_R014_C03><CELL=PG_BOOL_R014_C03><FAMILY=null_boolean>,RS_Y1_R014_C03,PG_BOOL_R014,PG_BOOL_R014_C03,Y1_basic_boolean,Y1,null_boolean,null_boolean,"NOT (COALESCE(NULL, INT) = INT)",=|COALESCE|NOT|NULL,SLOT_Y1_R014_C03,train,accepted_static_v4_1,sha256:baca01762a0ea48bea30dc90686971ccd567186324df1c757d39e486c82f99a8,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C03_S06,"<RULE=RS_Y1_R014_C03><CELL=PG_BOOL_R014_C03><FAMILY=null_boolean> NOT (COALESCE(NULL, 16) = 16)","NOT (COALESCE(NULL, 16) = 16)",<RULE=RS_Y1_R014_C03><CELL=PG_BOOL_R014_C03><FAMILY=null_boolean>,RS_Y1_R014_C03,PG_BOOL_R014,PG_BOOL_R014_C03,Y1_basic_boolean,Y1,null_boolean,null_boolean,"NOT (COALESCE(NULL, INT) = INT)",=|COALESCE|NOT|NULL,SLOT_Y1_R014_C03,train,accepted_static_v4_1,sha256:81306fd2c1ae88d0dc642ada3d9c52e819842fc97c3caa87d37ea59856b38d19,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C04_S01,"<RULE=RS_Y1_R014_C04><CELL=PG_BOOL_R014_C04><FAMILY=null_boolean> (COALESCE(NULL, 59) = 59) IS TRUE","(COALESCE(NULL, 59) = 59) IS TRUE",<RULE=RS_Y1_R014_C04><CELL=PG_BOOL_R014_C04><FAMILY=null_boolean>,RS_Y1_R014_C04,PG_BOOL_R014,PG_BOOL_R014_C04,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT) IS TRUE",=|COALESCE|IS|NULL|TRUE,SLOT_Y1_R014_C04,train,accepted_static_v4_1,sha256:f3b117fe415fe24928f80c507c800aa288b218a0fc1ccffd27efde6de6744d24,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C04_S02,"<RULE=RS_Y1_R014_C04><CELL=PG_BOOL_R014_C04><FAMILY=null_boolean> (COALESCE(NULL, 72) = 72) IS TRUE","(COALESCE(NULL, 72) = 72) IS TRUE",<RULE=RS_Y1_R014_C04><CELL=PG_BOOL_R014_C04><FAMILY=null_boolean>,RS_Y1_R014_C04,PG_BOOL_R014,PG_BOOL_R014_C04,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT) IS TRUE",=|COALESCE|IS|NULL|TRUE,SLOT_Y1_R014_C04,train,accepted_static_v4_1,sha256:bdd043bfe527f803a55e7cdda54bf106a9caf803ef39b215e034b4cc605807c8,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C04_S03,"<RULE=RS_Y1_R014_C04><CELL=PG_BOOL_R014_C04><FAMILY=null_boolean> (COALESCE(NULL, 85) = 85) IS TRUE","(COALESCE(NULL, 85) = 85) IS TRUE",<RULE=RS_Y1_R014_C04><CELL=PG_BOOL_R014_C04><FAMILY=null_boolean>,RS_Y1_R014_C04,PG_BOOL_R014,PG_BOOL_R014_C04,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT) IS TRUE",=|COALESCE|IS|NULL|TRUE,SLOT_Y1_R014_C04,train,accepted_static_v4_1,sha256:0f97eeb9db557e90e4187779586cd3cbffea184f5908b0293d60f4ad13cb990e,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C04_S04,"<RULE=RS_Y1_R014_C04><CELL=PG_BOOL_R014_C04><FAMILY=null_boolean> (COALESCE(NULL, 1) = 2) IS TRUE","(COALESCE(NULL, 1) = 2) IS TRUE",<RULE=RS_Y1_R014_C04><CELL=PG_BOOL_R014_C04><FAMILY=null_boolean>,RS_Y1_R014_C04,PG_BOOL_R014,PG_BOOL_R014_C04,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT) IS TRUE",=|COALESCE|IS|NULL|TRUE,SLOT_Y1_R014_C04,dev,accepted_static_v4_1,sha256:e5d61afda07a872acc8df8f70f4ecdc62ec13d24ded174b0a59698e59a38c146,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C04_S05,"<RULE=RS_Y1_R014_C04><CELL=PG_BOOL_R014_C04><FAMILY=null_boolean> (COALESCE(NULL, 14) = 15) IS TRUE","(COALESCE(NULL, 14) = 15) IS TRUE",<RULE=RS_Y1_R014_C04><CELL=PG_BOOL_R014_C04><FAMILY=null_boolean>,RS_Y1_R014_C04,PG_BOOL_R014,PG_BOOL_R014_C04,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT) IS TRUE",=|COALESCE|IS|NULL|TRUE,SLOT_Y1_R014_C04,dev,accepted_static_v4_1,sha256:578f491dea8823bcf8c7b399188cda9cfde7f58e1302882105e44bbbbc9c42ea,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C04_S06,"<RULE=RS_Y1_R014_C04><CELL=PG_BOOL_R014_C04><FAMILY=null_boolean> (COALESCE(NULL, 27) = 28) IS TRUE","(COALESCE(NULL, 27) = 28) IS TRUE",<RULE=RS_Y1_R014_C04><CELL=PG_BOOL_R014_C04><FAMILY=null_boolean>,RS_Y1_R014_C04,PG_BOOL_R014,PG_BOOL_R014_C04,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT) IS TRUE",=|COALESCE|IS|NULL|TRUE,SLOT_Y1_R014_C04,test,accepted_static_v4_1,sha256:9aea9b971eeada17e9a5ba05f70952839ec08b961f00587941f2c48cc70a7f66,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C05_S01,"<RULE=RS_Y1_R014_C05><CELL=PG_BOOL_R014_C05><FAMILY=null_boolean> (COALESCE(NULL, 70) = 70) IS NOT FALSE","(COALESCE(NULL, 70) = 70) IS NOT FALSE",<RULE=RS_Y1_R014_C05><CELL=PG_BOOL_R014_C05><FAMILY=null_boolean>,RS_Y1_R014_C05,PG_BOOL_R014,PG_BOOL_R014_C05,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT) IS NOT FALSE",=|COALESCE|FALSE|IS|NOT|NULL,SLOT_Y1_R014_C05,train,accepted_static_v4_1,sha256:5c3f5a447c9b4358935ff3cdd1d9c0b60debd3789bb300baff0d23e3cc6f4184,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C05_S02,"<RULE=RS_Y1_R014_C05><CELL=PG_BOOL_R014_C05><FAMILY=null_boolean> (COALESCE(NULL, 83) = 83) IS NOT FALSE","(COALESCE(NULL, 83) = 83) IS NOT FALSE",<RULE=RS_Y1_R014_C05><CELL=PG_BOOL_R014_C05><FAMILY=null_boolean>,RS_Y1_R014_C05,PG_BOOL_R014,PG_BOOL_R014_C05,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT) IS NOT FALSE",=|COALESCE|FALSE|IS|NOT|NULL,SLOT_Y1_R014_C05,train,accepted_static_v4_1,sha256:8af48a76625385ff789ba43a30c23057ba4ab257ddd2feaa44325949a74e19fa,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C05_S03,"<RULE=RS_Y1_R014_C05><CELL=PG_BOOL_R014_C05><FAMILY=null_boolean> (COALESCE(NULL, 96) = 96) IS NOT FALSE","(COALESCE(NULL, 96) = 96) IS NOT FALSE",<RULE=RS_Y1_R014_C05><CELL=PG_BOOL_R014_C05><FAMILY=null_boolean>,RS_Y1_R014_C05,PG_BOOL_R014,PG_BOOL_R014_C05,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT) IS NOT FALSE",=|COALESCE|FALSE|IS|NOT|NULL,SLOT_Y1_R014_C05,train,accepted_static_v4_1,sha256:dfc64f7000446edb5452a21346158d82faa71b4a24895b69500839c3259aa632,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C05_S04,"<RULE=RS_Y1_R014_C05><CELL=PG_BOOL_R014_C05><FAMILY=null_boolean> (COALESCE(NULL, 12) = 13) IS NOT FALSE","(COALESCE(NULL, 12) = 13) IS NOT FALSE",<RULE=RS_Y1_R014_C05><CELL=PG_BOOL_R014_C05><FAMILY=null_boolean>,RS_Y1_R014_C05,PG_BOOL_R014,PG_BOOL_R014_C05,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT) IS NOT FALSE",=|COALESCE|FALSE|IS|NOT|NULL,SLOT_Y1_R014_C05,dev,accepted_static_v4_1,sha256:c487a5fa4b09dc24e6db7139bb9d03ccd3a300fe9318ad9698b8996af0ab3a4b,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C05_S05,"<RULE=RS_Y1_R014_C05><CELL=PG_BOOL_R014_C05><FAMILY=null_boolean> (COALESCE(NULL, 25) = 26) IS NOT FALSE","(COALESCE(NULL, 25) = 26) IS NOT FALSE",<RULE=RS_Y1_R014_C05><CELL=PG_BOOL_R014_C05><FAMILY=null_boolean>,RS_Y1_R014_C05,PG_BOOL_R014,PG_BOOL_R014_C05,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT) IS NOT FALSE",=|COALESCE|FALSE|IS|NOT|NULL,SLOT_Y1_R014_C05,train,accepted_static_v4_1,sha256:7ca89d46d293200299c743ae8c82f76a452c5ededbfd25d5b981585e6c1d593c,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C05_S06,"<RULE=RS_Y1_R014_C05><CELL=PG_BOOL_R014_C05><FAMILY=null_boolean> (COALESCE(NULL, 38) = 39) IS NOT FALSE","(COALESCE(NULL, 38) = 39) IS NOT FALSE",<RULE=RS_Y1_R014_C05><CELL=PG_BOOL_R014_C05><FAMILY=null_boolean>,RS_Y1_R014_C05,PG_BOOL_R014,PG_BOOL_R014_C05,Y1_basic_boolean,Y1,null_boolean,null_boolean,"(COALESCE(NULL, INT) = INT) IS NOT FALSE",=|COALESCE|FALSE|IS|NOT|NULL,SLOT_Y1_R014_C05,train,accepted_static_v4_1,sha256:575502b638e79ba6fe42607a206d0199597e6f9d4f1dbb7204a96d794dc8b35e,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R014_C06_S01,"<RULE=RS_Y1_R014_C06><CELL=PG_BOOL_R014_C06><FAMILY=null_boolean> CASE WHEN (COALESCE(NULL, 81) = 81) THEN TRUE ELSE FALSE END","CASE WHEN (COALESCE(NULL, 81) = 81) THEN TRUE ELSE FALSE END",<RULE=RS_Y1_R014_C06><CELL=PG_BOOL_R014_C06><FAMILY=null_boolean>,RS_Y1_R014_C06,PG_BOOL_R014,PG_BOOL_R014_C06,Y1_basic_boolean,Y1,null_boolean,null_boolean,"CASE WHEN (COALESCE(NULL, INT) = INT) THEN TRUE ELSE FALSE END",=|CASE|COALESCE|ELSE|END|FALSE|NULL|THEN|TRUE|WHEN,SLOT_Y1_R014_C06,train,accepted_static_v4_1,sha256:e549f783dd4080f8f562f2db31bb9ae18aa7b03f0b6717face0e996f064d5b37,not_run,not_run,True,True,accepted_static_positive,,v5.1
