rendered_sample_id,parent_sample_id,parent_ruleset_id,parent_module_id,target_module_id,payload_before_transform,payload_after_transform,transform_recipe_id,transform_family,roundtrip_valid,structure_preserved,semantic_preserved,parent_reward_total,render_reward_total,accepted_for_next_stage,runtime_validation_required,runtime_claim_allowed,lineage_source
Y3_R005_C08_S03,Y2_R005_C08_S03,RS_Y2_R005_C08,Y2_boolean_variation,Y3_encoded_boolean,((66 + 3) = 69) OR (37 <> 37),%28%2866%20+%203%29%20=%2069%29%20OR%20%2837%20<>%2037%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C08_S04,Y1_R005_C08_S04,RS_Y1_R005_C08,Y1_basic_boolean,Y3_encoded_boolean,((79 + 16) = 96) OR (50 <> 50),((79%20+%2016)%20%3D%2096)%20OR%20(50%20%3C%3E%2050),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C08_S05,Y1_R005_C08_S05,RS_Y1_R005_C08,Y1_basic_boolean,Y3_encoded_boolean,((92 + 29) = 122) OR (63 <> 63),%28%2892%20%2B%2029%29%20%3D%20122%29%20OR%20%2863%20%3C%3E%2063%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C08_S06,Y2_R005_C08_S06,RS_Y2_R005_C08,Y2_boolean_variation,Y3_encoded_boolean,((8 + 42) = 51) OR (76 <> 76),%28%288%20+%2042%29%20=%2051%29%20OR%20%2876%20<>%2076%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C09_S01,Y1_R005_C09_S01,RS_Y1_R005_C09,Y1_basic_boolean,Y3_encoded_boolean,(((51 + 85) = 136) = TRUE),%28%28%2851%20%2B%2085%29%20%3D%20136%29%20%3D%20TRUE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C09_S02,Y2_R005_C09_S02,RS_Y2_R005_C09,Y2_boolean_variation,Y3_encoded_boolean,(((64 + 1) = 65) = TRUE),%28%28%2864%20+%201%29%20=%2065%29%20=%20TRUE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C09_S03,Y1_R005_C09_S03,RS_Y1_R005_C09,Y1_basic_boolean,Y3_encoded_boolean,(((77 + 14) = 91) = TRUE),(((77%20+%2014)%20%3D%2091)%20%3D%20TRUE),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C09_S04,Y1_R005_C09_S04,RS_Y1_R005_C09,Y1_basic_boolean,Y3_encoded_boolean,(((90 + 27) = 118) = TRUE),%28%28%2890%20%2B%2027%29%20%3D%20118%29%20%3D%20TRUE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C09_S05,Y2_R005_C09_S05,RS_Y2_R005_C09,Y2_boolean_variation,Y3_encoded_boolean,(((6 + 40) = 47) = TRUE),%28%28%286%20+%2040%29%20=%2047%29%20=%20TRUE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C09_S06,Y1_R005_C09_S06,RS_Y1_R005_C09,Y1_basic_boolean,Y3_encoded_boolean,(((19 + 53) = 73) = TRUE),(((19%20+%2053)%20%3D%2073)%20%3D%20TRUE),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C10_S01,Y2_R005_C10_S01,RS_Y2_R005_C10,Y2_boolean_variation,Y3_encoded_boolean,"COALESCE(((62 + 96) = 158), FALSE)",COALESCE%28%28%2862%20+%2096%29%20=%20158%29%2C%20FALSE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C10_S02,Y1_R005_C10_S02,RS_Y1_R005_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE(((75 + 12) = 87), FALSE)","COALESCE(((75%20+%2012)%20%3D%2087),%20FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C10_S03,Y1_R005_C10_S03,RS_Y1_R005_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE(((88 + 25) = 113), FALSE)",COALESCE%28%28%2888%20%2B%2025%29%20%3D%20113%29%2C%20FALSE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C10_S04,Y2_R005_C10_S04,RS_Y2_R005_C10,Y2_boolean_variation,Y3_encoded_boolean,"COALESCE(((4 + 38) = 43), FALSE)",COALESCE%28%28%284%20+%2038%29%20=%2043%29%2C%20FALSE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C10_S05,Y1_R005_C10_S05,RS_Y1_R005_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE(((17 + 51) = 69), FALSE)","COALESCE(((17%20+%2051)%20%3D%2069),%20FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R005_C10_S06,Y1_R005_C10_S06,RS_Y1_R005_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE(((30 + 64) = 95), FALSE)",COALESCE%28%28%2830%20%2B%2064%29%20%3D%2095%29%2C%20FALSE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C01_S01,Y1_R006_C01_S01,RS_Y1_R006_C01,Y1_basic_boolean,Y3_encoded_boolean,'member7' = 'member7',%27member7%27%20%3D%20%27member7%27,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C01_S02,Y1_R006_C01_S02,RS_Y1_R006_C01,Y1_basic_boolean,Y3_encoded_boolean,'stone8' = 'stone8',%27stone8%27%20%3D%20%27stone8%27,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C01_S03,Y2_R006_C01_S03,RS_Y2_R006_C01,Y2_boolean_variation,Y3_encoded_boolean,'north0' = 'north0','north0'%20=%20'north0',T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C01_S04,Y1_R006_C01_S04,RS_Y1_R006_C01,Y1_basic_boolean,Y3_encoded_boolean,'south1' = 'east2',%27south1%27%20%3D%20%27east2%27,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C01_S05,Y1_R006_C01_S05,RS_Y1_R006_C01,Y1_basic_boolean,Y3_encoded_boolean,'east2' = 'west3',%27east2%27%20%3D%20%27west3%27,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C01_S06,Y2_R006_C01_S06,RS_Y2_R006_C01,Y2_boolean_variation,Y3_encoded_boolean,'west3' = 'prime4','west3'%20=%20'prime4',T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C02_S01,Y1_R006_C02_S01,RS_Y1_R006_C02,Y1_basic_boolean,Y3_encoded_boolean,('stone7' = 'stone7'),%28%27stone7%27%20%3D%20%27stone7%27%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C02_S02,Y2_R006_C02_S02,RS_Y2_R006_C02,Y2_boolean_variation,Y3_encoded_boolean,('north8' = 'north8'),%28'north8'%20=%20'north8'%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C02_S03,Y1_R006_C02_S03,RS_Y1_R006_C02,Y1_basic_boolean,Y3_encoded_boolean,('south0' = 'south0'),(%27south0%27%20%3D%20%27south0%27),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C02_S04,Y1_R006_C02_S04,RS_Y1_R006_C02,Y1_basic_boolean,Y3_encoded_boolean,('east1' = 'west2'),%28%27east1%27%20%3D%20%27west2%27%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C02_S05,Y2_R006_C02_S05,RS_Y2_R006_C02,Y2_boolean_variation,Y3_encoded_boolean,('west2' = 'prime3'),%28'west2'%20=%20'prime3'%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C02_S06,Y1_R006_C02_S06,RS_Y1_R006_C02,Y1_basic_boolean,Y3_encoded_boolean,('prime3' = 'core4'),(%27prime3%27%20%3D%20%27core4%27),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C03_S01,Y2_R006_C03_S01,RS_Y2_R006_C03,Y2_boolean_variation,Y3_encoded_boolean,NOT ('north7' = 'south8'),NOT%20%28'north7'%20=%20'south8'%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C03_S02,Y1_R006_C03_S02,RS_Y1_R006_C03,Y1_basic_boolean,Y3_encoded_boolean,NOT ('south8' = 'east0'),NOT%20(%27south8%27%20%3D%20%27east0%27),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C03_S03,Y1_R006_C03_S03,RS_Y1_R006_C03,Y1_basic_boolean,Y3_encoded_boolean,NOT ('east0' = 'west1'),NOT%20%28%27east0%27%20%3D%20%27west1%27%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C03_S04,Y2_R006_C03_S04,RS_Y2_R006_C03,Y2_boolean_variation,Y3_encoded_boolean,NOT ('west1' = 'west1'),NOT%20%28'west1'%20=%20'west1'%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C03_S05,Y1_R006_C03_S05,RS_Y1_R006_C03,Y1_basic_boolean,Y3_encoded_boolean,NOT ('prime2' = 'prime2'),NOT%20(%27prime2%27%20%3D%20%27prime2%27),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C03_S06,Y1_R006_C03_S06,RS_Y1_R006_C03,Y1_basic_boolean,Y3_encoded_boolean,NOT ('core3' = 'core3'),NOT%20%28%27core3%27%20%3D%20%27core3%27%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C04_S01,Y1_R006_C04_S01,RS_Y1_R006_C04,Y1_basic_boolean,Y3_encoded_boolean,('south7' = 'south7') IS TRUE,(%27south7%27%20%3D%20%27south7%27)%20IS%20TRUE,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C04_S02,Y1_R006_C04_S02,RS_Y1_R006_C04,Y1_basic_boolean,Y3_encoded_boolean,('east8' = 'east8') IS TRUE,%28%27east8%27%20%3D%20%27east8%27%29%20IS%20TRUE,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C04_S03,Y2_R006_C04_S03,RS_Y2_R006_C04,Y2_boolean_variation,Y3_encoded_boolean,('west0' = 'west0') IS TRUE,%28'west0'%20=%20'west0'%29%20IS%20TRUE,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C04_S04,Y1_R006_C04_S04,RS_Y1_R006_C04,Y1_basic_boolean,Y3_encoded_boolean,('prime1' = 'core2') IS TRUE,(%27prime1%27%20%3D%20%27core2%27)%20IS%20TRUE,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C04_S05,Y1_R006_C04_S05,RS_Y1_R006_C04,Y1_basic_boolean,Y3_encoded_boolean,('core2' = 'safe3') IS TRUE,%28%27core2%27%20%3D%20%27safe3%27%29%20IS%20TRUE,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C04_S06,Y2_R006_C04_S06,RS_Y2_R006_C04,Y2_boolean_variation,Y3_encoded_boolean,('safe3' = 'audit4') IS TRUE,%28'safe3'%20=%20'audit4'%29%20IS%20TRUE,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C05_S01,Y1_R006_C05_S01,RS_Y1_R006_C05,Y1_basic_boolean,Y3_encoded_boolean,('east7' = 'east7') IS NOT FALSE,%28%27east7%27%20%3D%20%27east7%27%29%20IS%20NOT%20FALSE,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C05_S02,Y2_R006_C05_S02,RS_Y2_R006_C05,Y2_boolean_variation,Y3_encoded_boolean,('west8' = 'west8') IS NOT FALSE,%28'west8'%20=%20'west8'%29%20IS%20NOT%20FALSE,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C05_S03,Y1_R006_C05_S03,RS_Y1_R006_C05,Y1_basic_boolean,Y3_encoded_boolean,('prime0' = 'prime0') IS NOT FALSE,(%27prime0%27%20%3D%20%27prime0%27)%20IS%20NOT%20FALSE,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C05_S04,Y1_R006_C05_S04,RS_Y1_R006_C05,Y1_basic_boolean,Y3_encoded_boolean,('core1' = 'safe2') IS NOT FALSE,%28%27core1%27%20%3D%20%27safe2%27%29%20IS%20NOT%20FALSE,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C05_S05,Y2_R006_C05_S05,RS_Y2_R006_C05,Y2_boolean_variation,Y3_encoded_boolean,('safe2' = 'audit3') IS NOT FALSE,%28'safe2'%20=%20'audit3'%29%20IS%20NOT%20FALSE,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C05_S06,Y1_R006_C05_S06,RS_Y1_R006_C05,Y1_basic_boolean,Y3_encoded_boolean,('audit3' = 'trace4') IS NOT FALSE,(%27audit3%27%20%3D%20%27trace4%27)%20IS%20NOT%20FALSE,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C06_S01,Y2_R006_C06_S01,RS_Y2_R006_C06,Y2_boolean_variation,Y3_encoded_boolean,CASE WHEN ('west7' = 'west7') THEN TRUE ELSE FALSE END,CASE%20WHEN%20%28'west7'%20=%20'west7'%29%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C06_S02,Y1_R006_C06_S02,RS_Y1_R006_C06,Y1_basic_boolean,Y3_encoded_boolean,CASE WHEN ('prime8' = 'prime8') THEN TRUE ELSE FALSE END,CASE%20WHEN%20(%27prime8%27%20%3D%20%27prime8%27)%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C06_S03,Y1_R006_C06_S03,RS_Y1_R006_C06,Y1_basic_boolean,Y3_encoded_boolean,CASE WHEN ('core0' = 'core0') THEN TRUE ELSE FALSE END,CASE%20WHEN%20%28%27core0%27%20%3D%20%27core0%27%29%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C06_S04,Y2_R006_C06_S04,RS_Y2_R006_C06,Y2_boolean_variation,Y3_encoded_boolean,CASE WHEN ('safe1' = 'audit2') THEN TRUE ELSE FALSE END,CASE%20WHEN%20%28'safe1'%20=%20'audit2'%29%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C06_S05,Y1_R006_C06_S05,RS_Y1_R006_C06,Y1_basic_boolean,Y3_encoded_boolean,CASE WHEN ('audit2' = 'trace3') THEN TRUE ELSE FALSE END,CASE%20WHEN%20(%27audit2%27%20%3D%20%27trace3%27)%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C06_S06,Y1_R006_C06_S06,RS_Y1_R006_C06,Y1_basic_boolean,Y3_encoded_boolean,CASE WHEN ('trace3' = 'signal4') THEN TRUE ELSE FALSE END,CASE%20WHEN%20%28%27trace3%27%20%3D%20%27signal4%27%29%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C07_S01,Y1_R006_C07_S01,RS_Y1_R006_C07,Y1_basic_boolean,Y3_encoded_boolean,('prime7' = 'prime7') AND (87 = 87),(%27prime7%27%20%3D%20%27prime7%27)%20AND%20(87%20%3D%2087),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C07_S02,Y1_R006_C07_S02,RS_Y1_R006_C07,Y1_basic_boolean,Y3_encoded_boolean,('core8' = 'core8') AND (3 = 3),%28%27core8%27%20%3D%20%27core8%27%29%20AND%20%283%20%3D%203%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C07_S03,Y2_R006_C07_S03,RS_Y2_R006_C07,Y2_boolean_variation,Y3_encoded_boolean,('safe0' = 'safe0') AND (16 = 16),%28'safe0'%20=%20'safe0'%29%20AND%20%2816%20=%2016%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C07_S04,Y1_R006_C07_S04,RS_Y1_R006_C07,Y1_basic_boolean,Y3_encoded_boolean,('audit1' = 'trace2') AND (29 = 29),(%27audit1%27%20%3D%20%27trace2%27)%20AND%20(29%20%3D%2029),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C07_S05,Y1_R006_C07_S05,RS_Y1_R006_C07,Y1_basic_boolean,Y3_encoded_boolean,('trace2' = 'signal3') AND (42 = 42),%28%27trace2%27%20%3D%20%27signal3%27%29%20AND%20%2842%20%3D%2042%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C07_S06,Y2_R006_C07_S06,RS_Y2_R006_C07,Y2_boolean_variation,Y3_encoded_boolean,('signal3' = 'alpha4') AND (55 = 55),%28'signal3'%20=%20'alpha4'%29%20AND%20%2855%20=%2055%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C08_S01,Y1_R006_C08_S01,RS_Y1_R006_C08,Y1_basic_boolean,Y3_encoded_boolean,('core7' = 'core7') OR (18 <> 18),%28%27core7%27%20%3D%20%27core7%27%29%20OR%20%2818%20%3C%3E%2018%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C08_S02,Y2_R006_C08_S02,RS_Y2_R006_C08,Y2_boolean_variation,Y3_encoded_boolean,('safe8' = 'safe8') OR (31 <> 31),%28'safe8'%20=%20'safe8'%29%20OR%20%2831%20<>%2031%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C08_S03,Y1_R006_C08_S03,RS_Y1_R006_C08,Y1_basic_boolean,Y3_encoded_boolean,('audit0' = 'audit0') OR (44 <> 44),(%27audit0%27%20%3D%20%27audit0%27)%20OR%20(44%20%3C%3E%2044),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C08_S04,Y1_R006_C08_S04,RS_Y1_R006_C08,Y1_basic_boolean,Y3_encoded_boolean,('trace1' = 'signal2') OR (57 <> 57),%28%27trace1%27%20%3D%20%27signal2%27%29%20OR%20%2857%20%3C%3E%2057%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C08_S05,Y2_R006_C08_S05,RS_Y2_R006_C08,Y2_boolean_variation,Y3_encoded_boolean,('signal2' = 'alpha3') OR (70 <> 70),%28'signal2'%20=%20'alpha3'%29%20OR%20%2870%20<>%2070%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C08_S06,Y1_R006_C08_S06,RS_Y1_R006_C08,Y1_basic_boolean,Y3_encoded_boolean,('alpha3' = 'beta4') OR (83 <> 83),(%27alpha3%27%20%3D%20%27beta4%27)%20OR%20(83%20%3C%3E%2083),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C09_S01,Y2_R006_C09_S01,RS_Y2_R006_C09,Y2_boolean_variation,Y3_encoded_boolean,(('safe7' = 'safe7') = TRUE),%28%28'safe7'%20=%20'safe7'%29%20=%20TRUE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C09_S02,Y1_R006_C09_S02,RS_Y1_R006_C09,Y1_basic_boolean,Y3_encoded_boolean,(('audit8' = 'audit8') = TRUE),((%27audit8%27%20%3D%20%27audit8%27)%20%3D%20TRUE),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C09_S03,Y1_R006_C09_S03,RS_Y1_R006_C09,Y1_basic_boolean,Y3_encoded_boolean,(('trace0' = 'trace0') = TRUE),%28%28%27trace0%27%20%3D%20%27trace0%27%29%20%3D%20TRUE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C09_S04,Y2_R006_C09_S04,RS_Y2_R006_C09,Y2_boolean_variation,Y3_encoded_boolean,(('signal1' = 'alpha2') = TRUE),%28%28'signal1'%20=%20'alpha2'%29%20=%20TRUE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C09_S05,Y1_R006_C09_S05,RS_Y1_R006_C09,Y1_basic_boolean,Y3_encoded_boolean,(('alpha2' = 'beta3') = TRUE),((%27alpha2%27%20%3D%20%27beta3%27)%20%3D%20TRUE),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C09_S06,Y1_R006_C09_S06,RS_Y1_R006_C09,Y1_basic_boolean,Y3_encoded_boolean,(('beta3' = 'gamma4') = TRUE),%28%28%27beta3%27%20%3D%20%27gamma4%27%29%20%3D%20TRUE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C10_S01,Y1_R006_C10_S01,RS_Y1_R006_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE(('audit7' = 'audit7'), FALSE)","COALESCE((%27audit7%27%20%3D%20%27audit7%27),%20FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C10_S02,Y1_R006_C10_S02,RS_Y1_R006_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE(('trace8' = 'trace8'), FALSE)",COALESCE%28%28%27trace8%27%20%3D%20%27trace8%27%29%2C%20FALSE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C10_S03,Y2_R006_C10_S03,RS_Y2_R006_C10,Y2_boolean_variation,Y3_encoded_boolean,"COALESCE(('signal0' = 'signal0'), FALSE)",COALESCE%28%28'signal0'%20=%20'signal0'%29%2C%20FALSE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C10_S04,Y1_R006_C10_S04,RS_Y1_R006_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE(('alpha1' = 'beta2'), FALSE)","COALESCE((%27alpha1%27%20%3D%20%27beta2%27),%20FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R006_C10_S05,Y1_R006_C10_S05,RS_Y1_R006_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE(('beta2' = 'gamma3'), FALSE)",COALESCE%28%28%27beta2%27%20%3D%20%27gamma3%27%29%2C%20FALSE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
