sample_id,module_id,y_level,label_attack,payload_raw,payload_canonical,length,token_count,quote_count,paren_count,parenthesis_depth,operator_count,boolean_keyword_count,has_comment,has_encoding,has_cast,has_postgres_function,literal_count,max_number_digits,avg_number_digits,string_literal_count,special_char_ratio,whitespace_ratio,keyword_density,static_valid_score,postgres_parse_valid,runtime_valid,slot_sanity_score,module_contract_valid_score,payload_family,accepted_for_rf_feature_v4,feature_dataset_version,postgres_runtime_valid,parent_sample_id,parent_module_level,transform_recipe_id,roundtrip_valid,structure_preserved,semantic_preserved,training_gate_v4_1
Y1_R032_C10_S05,Y1_basic_boolean,Y1,1,"COALESCE(('PUBLIC1' ILIKE 'zz%'), FALSE)","COALESCE(('PUBLIC1' ILIKE 'zz%'), FALSE)",40,15,4,4,2.0,1,1,0,1,0,1,2,0,0.0,2,0.25,0.075,1.0,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R032_C10_S06,Y1_basic_boolean,Y1,1,"COALESCE(('MEMBER2' ILIKE 'zz%'), FALSE)","COALESCE(('MEMBER2' ILIKE 'zz%'), FALSE)",40,15,4,4,2.0,1,1,0,1,0,1,2,0,0.0,2,0.25,0.075,1.0,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C01_S01,Y1_basic_boolean,Y1,1,'core7' NOT LIKE 'zz%','core7' NOT LIKE 'zz%',22,9,4,0,0.0,2,2,0,1,0,0,2,0,0.0,2,0.2273,0.1364,0.75,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C01_S02,Y1_basic_boolean,Y1,1,'safe8' NOT LIKE 'zz%','safe8' NOT LIKE 'zz%',22,9,4,0,0.0,2,2,0,1,0,0,2,0,0.0,2,0.2273,0.1364,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C01_S03,Y1_basic_boolean,Y1,1,'audit0' NOT LIKE 'zz%','audit0' NOT LIKE 'zz%',23,9,4,0,0.0,2,2,0,1,0,0,2,0,0.0,2,0.2174,0.1304,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C01_S04,Y1_basic_boolean,Y1,1,'trace1' NOT LIKE 'tr%','trace1' NOT LIKE 'tr%',23,9,4,0,0.0,2,2,0,1,0,0,2,0,0.0,2,0.2174,0.1304,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C01_S05,Y1_basic_boolean,Y1,1,'signal2' NOT LIKE 'si%','signal2' NOT LIKE 'si%',24,9,4,0,0.0,2,2,0,1,0,0,2,0,0.0,2,0.2083,0.125,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C01_S06,Y1_basic_boolean,Y1,1,'alpha3' NOT LIKE 'al%','alpha3' NOT LIKE 'al%',23,9,4,0,0.0,2,2,0,1,0,0,2,0,0.0,2,0.2174,0.1304,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C02_S01,Y1_basic_boolean,Y1,1,('safe7' NOT LIKE 'zz%'),('safe7' NOT LIKE 'zz%'),24,11,4,2,1.0,2,2,0,1,0,0,2,0,0.0,2,0.2917,0.125,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C02_S02,Y1_basic_boolean,Y1,1,('audit8' NOT LIKE 'zz%'),('audit8' NOT LIKE 'zz%'),25,11,4,2,1.0,2,2,0,1,0,0,2,0,0.0,2,0.28,0.12,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C02_S03,Y1_basic_boolean,Y1,1,('trace0' NOT LIKE 'zz%'),('trace0' NOT LIKE 'zz%'),25,11,4,2,1.0,2,2,0,1,0,0,2,0,0.0,2,0.28,0.12,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C02_S04,Y1_basic_boolean,Y1,1,('signal1' NOT LIKE 'si%'),('signal1' NOT LIKE 'si%'),26,11,4,2,1.0,2,2,0,1,0,0,2,0,0.0,2,0.2692,0.1154,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C02_S05,Y1_basic_boolean,Y1,1,('alpha2' NOT LIKE 'al%'),('alpha2' NOT LIKE 'al%'),25,11,4,2,1.0,2,2,0,1,0,0,2,0,0.0,2,0.28,0.12,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C02_S06,Y1_basic_boolean,Y1,1,('beta3' NOT LIKE 'be%'),('beta3' NOT LIKE 'be%'),24,11,4,2,1.0,2,2,0,1,0,0,2,0,0.0,2,0.2917,0.125,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C03_S01,Y1_basic_boolean,Y1,1,NOT ('audit7' NOT LIKE 'au%'),NOT ('audit7' NOT LIKE 'au%'),29,12,4,2,1.0,3,2,0,1,0,0,2,0,0.0,2,0.2414,0.1379,0.6,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C03_S02,Y1_basic_boolean,Y1,1,NOT ('trace8' NOT LIKE 'tr%'),NOT ('trace8' NOT LIKE 'tr%'),29,12,4,2,1.0,3,2,0,1,0,0,2,0,0.0,2,0.2414,0.1379,0.6,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C03_S03,Y1_basic_boolean,Y1,1,NOT ('signal0' NOT LIKE 'si%'),NOT ('signal0' NOT LIKE 'si%'),30,12,4,2,1.0,3,2,0,1,0,0,2,0,0.0,2,0.2333,0.1333,0.6,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C03_S04,Y1_basic_boolean,Y1,1,NOT ('alpha1' NOT LIKE 'zz%'),NOT ('alpha1' NOT LIKE 'zz%'),29,12,4,2,1.0,3,2,0,1,0,0,2,0,0.0,2,0.2414,0.1379,0.6,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C03_S05,Y1_basic_boolean,Y1,1,NOT ('beta2' NOT LIKE 'zz%'),NOT ('beta2' NOT LIKE 'zz%'),28,12,4,2,1.0,3,2,0,1,0,0,2,0,0.0,2,0.25,0.1429,0.6,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C03_S06,Y1_basic_boolean,Y1,1,NOT ('gamma3' NOT LIKE 'zz%'),NOT ('gamma3' NOT LIKE 'zz%'),29,12,4,2,1.0,3,2,0,1,0,0,2,0,0.0,2,0.2414,0.1379,0.6,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C04_S01,Y1_basic_boolean,Y1,1,('trace7' NOT LIKE 'zz%') IS TRUE,('trace7' NOT LIKE 'zz%') IS TRUE,33,13,4,2,1.0,2,3,0,1,0,0,2,0,0.0,2,0.2121,0.1515,0.6667,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C04_S02,Y1_basic_boolean,Y1,1,('signal8' NOT LIKE 'zz%') IS TRUE,('signal8' NOT LIKE 'zz%') IS TRUE,34,13,4,2,1.0,2,3,0,1,0,0,2,0,0.0,2,0.2059,0.1471,0.6667,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C04_S03,Y1_basic_boolean,Y1,1,('alpha0' NOT LIKE 'zz%') IS TRUE,('alpha0' NOT LIKE 'zz%') IS TRUE,33,13,4,2,1.0,2,3,0,1,0,0,2,0,0.0,2,0.2121,0.1515,0.6667,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C04_S04,Y1_basic_boolean,Y1,1,('beta1' NOT LIKE 'be%') IS TRUE,('beta1' NOT LIKE 'be%') IS TRUE,32,13,4,2,1.0,2,3,0,1,0,0,2,0,0.0,2,0.2188,0.1562,0.6667,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C04_S05,Y1_basic_boolean,Y1,1,('gamma2' NOT LIKE 'ga%') IS TRUE,('gamma2' NOT LIKE 'ga%') IS TRUE,33,13,4,2,1.0,2,3,0,1,0,0,2,0,0.0,2,0.2121,0.1515,0.6667,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C04_S06,Y1_basic_boolean,Y1,1,('delta3' NOT LIKE 'de%') IS TRUE,('delta3' NOT LIKE 'de%') IS TRUE,33,13,4,2,1.0,2,3,0,1,0,0,2,0,0.0,2,0.2121,0.1515,0.6667,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C05_S01,Y1_basic_boolean,Y1,1,('signal7' NOT LIKE 'zz%') IS NOT FALSE,('signal7' NOT LIKE 'zz%') IS NOT FALSE,39,14,4,2,1.0,3,4,0,1,0,0,2,0,0.0,2,0.1795,0.1538,0.7143,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C05_S02,Y1_basic_boolean,Y1,1,('alpha8' NOT LIKE 'zz%') IS NOT FALSE,('alpha8' NOT LIKE 'zz%') IS NOT FALSE,38,14,4,2,1.0,3,4,0,1,0,0,2,0,0.0,2,0.1842,0.1579,0.7143,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C05_S03,Y1_basic_boolean,Y1,1,('beta0' NOT LIKE 'zz%') IS NOT FALSE,('beta0' NOT LIKE 'zz%') IS NOT FALSE,37,14,4,2,1.0,3,4,0,1,0,0,2,0,0.0,2,0.1892,0.1622,0.7143,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C05_S04,Y1_basic_boolean,Y1,1,('gamma1' NOT LIKE 'ga%') IS NOT FALSE,('gamma1' NOT LIKE 'ga%') IS NOT FALSE,38,14,4,2,1.0,3,4,0,1,0,0,2,0,0.0,2,0.1842,0.1579,0.7143,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C05_S05,Y1_basic_boolean,Y1,1,('delta2' NOT LIKE 'de%') IS NOT FALSE,('delta2' NOT LIKE 'de%') IS NOT FALSE,38,14,4,2,1.0,3,4,0,1,0,0,2,0,0.0,2,0.1842,0.1579,0.7143,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C05_S06,Y1_basic_boolean,Y1,1,('omega3' NOT LIKE 'om%') IS NOT FALSE,('omega3' NOT LIKE 'om%') IS NOT FALSE,38,14,4,2,1.0,3,4,0,1,0,0,2,0,0.0,2,0.1842,0.1579,0.7143,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C06_S01,Y1_basic_boolean,Y1,1,CASE WHEN ('alpha7' NOT LIKE 'zz%') THEN TRUE ELSE FALSE END,CASE WHEN ('alpha7' NOT LIKE 'zz%') THEN TRUE ELSE FALSE END,60,18,4,2,1.0,2,2,0,1,0,0,2,0,0.0,2,0.1167,0.1667,0.3636,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C06_S02,Y1_basic_boolean,Y1,1,CASE WHEN ('beta8' NOT LIKE 'zz%') THEN TRUE ELSE FALSE END,CASE WHEN ('beta8' NOT LIKE 'zz%') THEN TRUE ELSE FALSE END,59,18,4,2,1.0,2,2,0,1,0,0,2,0,0.0,2,0.1186,0.1695,0.3636,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C06_S03,Y1_basic_boolean,Y1,1,CASE WHEN ('gamma0' NOT LIKE 'zz%') THEN TRUE ELSE FALSE END,CASE WHEN ('gamma0' NOT LIKE 'zz%') THEN TRUE ELSE FALSE END,60,18,4,2,1.0,2,2,0,1,0,0,2,0,0.0,2,0.1167,0.1667,0.3636,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C06_S04,Y1_basic_boolean,Y1,1,CASE WHEN ('delta1' NOT LIKE 'de%') THEN TRUE ELSE FALSE END,CASE WHEN ('delta1' NOT LIKE 'de%') THEN TRUE ELSE FALSE END,60,18,4,2,1.0,2,2,0,1,0,0,2,0,0.0,2,0.1167,0.1667,0.3636,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C06_S05,Y1_basic_boolean,Y1,1,CASE WHEN ('omega2' NOT LIKE 'om%') THEN TRUE ELSE FALSE END,CASE WHEN ('omega2' NOT LIKE 'om%') THEN TRUE ELSE FALSE END,60,18,4,2,1.0,2,2,0,1,0,0,2,0,0.0,2,0.1167,0.1667,0.3636,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C06_S06,Y1_basic_boolean,Y1,1,CASE WHEN ('active3' NOT LIKE 'ac%') THEN TRUE ELSE FALSE END,CASE WHEN ('active3' NOT LIKE 'ac%') THEN TRUE ELSE FALSE END,61,18,4,2,1.0,2,2,0,1,0,0,2,0,0.0,2,0.1148,0.1639,0.3636,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C07_S01,Y1_basic_boolean,Y1,1,('beta7' NOT LIKE 'zz%') AND (82 = 82),('beta7' NOT LIKE 'zz%') AND (82 = 82),38,17,4,4,1.0,4,3,0,1,0,0,4,2,2.0,2,0.2632,0.1842,0.375,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C07_S02,Y1_basic_boolean,Y1,1,('gamma8' NOT LIKE 'zz%') AND (95 = 95),('gamma8' NOT LIKE 'zz%') AND (95 = 95),39,17,4,4,1.0,4,3,0,1,0,0,4,2,2.0,2,0.2564,0.1795,0.375,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C07_S03,Y1_basic_boolean,Y1,1,('delta0' NOT LIKE 'zz%') AND (11 = 11),('delta0' NOT LIKE 'zz%') AND (11 = 11),39,17,4,4,1.0,4,3,0,1,0,0,4,2,2.0,2,0.2564,0.1795,0.375,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C07_S04,Y1_basic_boolean,Y1,1,('omega1' NOT LIKE 'om%') AND (24 = 24),('omega1' NOT LIKE 'om%') AND (24 = 24),39,17,4,4,1.0,4,3,0,1,0,0,4,2,2.0,2,0.2564,0.1795,0.375,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C07_S05,Y1_basic_boolean,Y1,1,('active2' NOT LIKE 'ac%') AND (37 = 37),('active2' NOT LIKE 'ac%') AND (37 = 37),40,17,4,4,1.0,4,3,0,1,0,0,4,2,2.0,2,0.25,0.175,0.375,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C07_S06,Y1_basic_boolean,Y1,1,('pending3' NOT LIKE 'pe%') AND (50 = 50),('pending3' NOT LIKE 'pe%') AND (50 = 50),41,17,4,4,1.0,4,3,0,1,0,0,4,2,2.0,2,0.2439,0.1707,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C08_S01,Y1_basic_boolean,Y1,1,('gamma7' NOT LIKE 'zz%') OR (13 <> 13),('gamma7' NOT LIKE 'zz%') OR (13 <> 13),39,17,4,4,1.0,6,3,0,1,0,0,4,2,2.0,2,0.2821,0.1795,0.375,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C08_S02,Y1_basic_boolean,Y1,1,('delta8' NOT LIKE 'zz%') OR (26 <> 26),('delta8' NOT LIKE 'zz%') OR (26 <> 26),39,17,4,4,1.0,6,3,0,1,0,0,4,2,2.0,2,0.2821,0.1795,0.375,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C08_S03,Y1_basic_boolean,Y1,1,('omega0' NOT LIKE 'zz%') OR (39 <> 39),('omega0' NOT LIKE 'zz%') OR (39 <> 39),39,17,4,4,1.0,6,3,0,1,0,0,4,2,2.0,2,0.2821,0.1795,0.375,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C08_S04,Y1_basic_boolean,Y1,1,('active1' NOT LIKE 'ac%') OR (52 <> 52),('active1' NOT LIKE 'ac%') OR (52 <> 52),40,17,4,4,1.0,6,3,0,1,0,0,4,2,2.0,2,0.275,0.175,0.375,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C08_S05,Y1_basic_boolean,Y1,1,('pending2' NOT LIKE 'pe%') OR (65 <> 65),('pending2' NOT LIKE 'pe%') OR (65 <> 65),41,17,4,4,1.0,6,3,0,1,0,0,4,2,2.0,2,0.2683,0.1707,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C08_S06,Y1_basic_boolean,Y1,1,('public3' NOT LIKE 'pu%') OR (78 <> 78),('public3' NOT LIKE 'pu%') OR (78 <> 78),40,17,4,4,1.0,6,3,0,1,0,0,4,2,2.0,2,0.275,0.175,0.375,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C09_S01,Y1_basic_boolean,Y1,1,(('delta7' NOT LIKE 'zz%') = TRUE),(('delta7' NOT LIKE 'zz%') = TRUE),34,15,4,4,2.0,3,2,0,1,0,0,2,0,0.0,2,0.2941,0.1471,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C09_S02,Y1_basic_boolean,Y1,1,(('omega8' NOT LIKE 'zz%') = TRUE),(('omega8' NOT LIKE 'zz%') = TRUE),34,15,4,4,2.0,3,2,0,1,0,0,2,0,0.0,2,0.2941,0.1471,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C09_S03,Y1_basic_boolean,Y1,1,(('active0' NOT LIKE 'zz%') = TRUE),(('active0' NOT LIKE 'zz%') = TRUE),35,15,4,4,2.0,3,2,0,1,0,0,2,0,0.0,2,0.2857,0.1429,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C09_S04,Y1_basic_boolean,Y1,1,(('pending1' NOT LIKE 'pe%') = TRUE),(('pending1' NOT LIKE 'pe%') = TRUE),36,15,4,4,2.0,3,2,0,1,0,0,2,0,0.0,2,0.2778,0.1389,0.6667,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C09_S05,Y1_basic_boolean,Y1,1,(('public2' NOT LIKE 'pu%') = TRUE),(('public2' NOT LIKE 'pu%') = TRUE),35,15,4,4,2.0,3,2,0,1,0,0,2,0,0.0,2,0.2857,0.1429,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C09_S06,Y1_basic_boolean,Y1,1,(('member3' NOT LIKE 'me%') = TRUE),(('member3' NOT LIKE 'me%') = TRUE),35,15,4,4,2.0,3,2,0,1,0,0,2,0,0.0,2,0.2857,0.1429,0.5,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C10_S01,Y1_basic_boolean,Y1,1,"COALESCE(('omega7' NOT LIKE 'zz%'), FALSE)","COALESCE(('omega7' NOT LIKE 'zz%'), FALSE)",42,16,4,4,2.0,2,2,0,1,0,1,2,0,0.0,2,0.2381,0.0952,0.8,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C10_S02,Y1_basic_boolean,Y1,1,"COALESCE(('active8' NOT LIKE 'zz%'), FALSE)","COALESCE(('active8' NOT LIKE 'zz%'), FALSE)",43,16,4,4,2.0,2,2,0,1,0,1,2,0,0.0,2,0.2326,0.093,0.8,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C10_S03,Y1_basic_boolean,Y1,1,"COALESCE(('pending0' NOT LIKE 'zz%'), FALSE)","COALESCE(('pending0' NOT LIKE 'zz%'), FALSE)",44,16,4,4,2.0,2,2,0,1,0,1,2,0,0.0,2,0.2273,0.0909,1.0,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C10_S04,Y1_basic_boolean,Y1,1,"COALESCE(('public1' NOT LIKE 'pu%'), FALSE)","COALESCE(('public1' NOT LIKE 'pu%'), FALSE)",43,16,4,4,2.0,2,2,0,1,0,1,2,0,0.0,2,0.2326,0.093,0.8,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C10_S05,Y1_basic_boolean,Y1,1,"COALESCE(('member2' NOT LIKE 'me%'), FALSE)","COALESCE(('member2' NOT LIKE 'me%'), FALSE)",43,16,4,4,2.0,2,2,0,1,0,1,2,0,0.0,2,0.2326,0.093,0.8,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R033_C10_S06,Y1_basic_boolean,Y1,1,"COALESCE(('stone3' NOT LIKE 'st%'), FALSE)","COALESCE(('stone3' NOT LIKE 'st%'), FALSE)",42,16,4,4,2.0,2,2,0,1,0,1,2,0,0.0,2,0.2381,0.0952,0.8,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R034_C01_S01,Y1_basic_boolean,Y1,1,'safe8' LIKE '%e8','safe8' LIKE '%e8',18,8,4,0,0.0,1,1,0,1,0,0,2,0,0.0,2,0.2778,0.1111,0.3333,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R034_C01_S02,Y1_basic_boolean,Y1,1,'audit0' LIKE '%t0','audit0' LIKE '%t0',19,8,4,0,0.0,1,1,0,1,0,0,2,0,0.0,2,0.2632,0.1053,0.3333,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R034_C01_S03,Y1_basic_boolean,Y1,1,'trace1' LIKE '%e1','trace1' LIKE '%e1',19,8,4,0,0.0,1,1,0,1,0,0,2,0,0.0,2,0.2632,0.1053,0.3333,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
Y1_R034_C01_S04,Y1_basic_boolean,Y1,1,'signal2' LIKE '%zz','signal2' LIKE '%zz',20,8,4,0,0.0,1,1,0,1,0,0,2,0,0.0,2,0.25,0.1,0.3333,0.85,not_run,not_run,1.0,0.8,like_ilike,0,V4.1_static_feature_table,not_run,,,NONE_BASE,1,0,1,excluded_from_seqgan_training_static_gate
