sample_id,module_id,y_level,label_attack,payload_raw,payload_canonical,length,token_count,quote_count,paren_count,parenthesis_depth,operator_count,boolean_keyword_count,has_comment,has_encoding,has_cast,has_postgres_function,literal_count,max_number_digits,avg_number_digits,string_literal_count,special_char_ratio,whitespace_ratio,keyword_density,static_valid_score,postgres_parse_valid,runtime_valid,slot_sanity_score,module_contract_valid_score,payload_family,accepted_for_rf_feature_v4,feature_dataset_version,postgres_runtime_valid,parent_sample_id,parent_module_level,transform_recipe_id,roundtrip_valid,structure_preserved,semantic_preserved,training_gate_v4_1
Y1_R014_C08_S01,Y1_basic_boolean,Y1,1,"(COALESCE(NULL, 6) = 6) OR (74 <> 74)","(COALESCE(NULL, 6) = 6) OR (74 <> 74)",37,16,0,6,2.0,5,1,0,0,0,1,4,2,1.5,0,0.2703,0.1892,0.375,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C08_S02,Y1_basic_boolean,Y1,1,"(COALESCE(NULL, 19) = 19) OR (87 <> 87)","(COALESCE(NULL, 19) = 19) OR (87 <> 87)",39,16,0,6,2.0,5,1,0,0,0,1,4,2,2.0,0,0.2564,0.1795,0.375,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C08_S03,Y1_basic_boolean,Y1,1,"(COALESCE(NULL, 32) = 32) OR (3 <> 3)","(COALESCE(NULL, 32) = 32) OR (3 <> 3)",37,16,0,6,2.0,5,1,0,0,0,1,4,2,1.5,0,0.2703,0.1892,0.375,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C08_S04,Y1_basic_boolean,Y1,1,"(COALESCE(NULL, 45) = 46) OR (16 <> 16)","(COALESCE(NULL, 45) = 46) OR (16 <> 16)",39,16,0,6,2.0,5,1,0,0,0,1,4,2,2.0,0,0.2564,0.1795,0.375,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C08_S05,Y1_basic_boolean,Y1,1,"(COALESCE(NULL, 58) = 59) OR (29 <> 29)","(COALESCE(NULL, 58) = 59) OR (29 <> 29)",39,16,0,6,2.0,5,1,0,0,0,1,4,2,2.0,0,0.2564,0.1795,0.375,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C08_S06,Y1_basic_boolean,Y1,1,"(COALESCE(NULL, 71) = 72) OR (42 <> 42)","(COALESCE(NULL, 71) = 72) OR (42 <> 42)",39,16,0,6,2.0,5,1,0,0,0,1,4,2,2.0,0,0.2564,0.1795,0.375,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C09_S01,Y1_basic_boolean,Y1,1,"((COALESCE(NULL, 17) = 17) = TRUE)","((COALESCE(NULL, 17) = 17) = TRUE)",34,14,0,6,3.0,2,0,0,0,0,1,2,2,2.0,0,0.2647,0.1471,0.5,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C09_S02,Y1_basic_boolean,Y1,1,"((COALESCE(NULL, 30) = 30) = TRUE)","((COALESCE(NULL, 30) = 30) = TRUE)",34,14,0,6,3.0,2,0,0,0,0,1,2,2,2.0,0,0.2647,0.1471,0.5,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C09_S03,Y1_basic_boolean,Y1,1,"((COALESCE(NULL, 43) = 43) = TRUE)","((COALESCE(NULL, 43) = 43) = TRUE)",34,14,0,6,3.0,2,0,0,0,0,1,2,2,2.0,0,0.2647,0.1471,0.5,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C09_S04,Y1_basic_boolean,Y1,1,"((COALESCE(NULL, 56) = 57) = TRUE)","((COALESCE(NULL, 56) = 57) = TRUE)",34,14,0,6,3.0,2,0,0,0,0,1,2,2,2.0,0,0.2647,0.1471,0.5,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C09_S05,Y1_basic_boolean,Y1,1,"((COALESCE(NULL, 69) = 70) = TRUE)","((COALESCE(NULL, 69) = 70) = TRUE)",34,14,0,6,3.0,2,0,0,0,0,1,2,2,2.0,0,0.2647,0.1471,0.5,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C09_S06,Y1_basic_boolean,Y1,1,"((COALESCE(NULL, 82) = 83) = TRUE)","((COALESCE(NULL, 82) = 83) = TRUE)",34,14,0,6,3.0,2,0,0,0,0,1,2,2,2.0,0,0.2647,0.1471,0.5,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C10_S01,Y1_basic_boolean,Y1,1,"COALESCE((COALESCE(NULL, 28) = 28), FALSE)","COALESCE((COALESCE(NULL, 28) = 28), FALSE)",42,15,0,6,3.0,1,0,0,0,0,1,2,2,2.0,0,0.2143,0.0952,0.8,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C10_S02,Y1_basic_boolean,Y1,1,"COALESCE((COALESCE(NULL, 41) = 41), FALSE)","COALESCE((COALESCE(NULL, 41) = 41), FALSE)",42,15,0,6,3.0,1,0,0,0,0,1,2,2,2.0,0,0.2143,0.0952,0.8,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C10_S03,Y1_basic_boolean,Y1,1,"COALESCE((COALESCE(NULL, 54) = 54), FALSE)","COALESCE((COALESCE(NULL, 54) = 54), FALSE)",42,15,0,6,3.0,1,0,0,0,0,1,2,2,2.0,0,0.2143,0.0952,0.8,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C10_S04,Y1_basic_boolean,Y1,1,"COALESCE((COALESCE(NULL, 67) = 68), FALSE)","COALESCE((COALESCE(NULL, 67) = 68), FALSE)",42,15,0,6,3.0,1,0,0,0,0,1,2,2,2.0,0,0.2143,0.0952,0.8,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C10_S05,Y1_basic_boolean,Y1,1,"COALESCE((COALESCE(NULL, 80) = 81), FALSE)","COALESCE((COALESCE(NULL, 80) = 81), FALSE)",42,15,0,6,3.0,1,0,0,0,0,1,2,2,2.0,0,0.2143,0.0952,0.8,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R014_C10_S06,Y1_basic_boolean,Y1,1,"COALESCE((COALESCE(NULL, 93) = 94), FALSE)","COALESCE((COALESCE(NULL, 93) = 94), FALSE)",42,15,0,6,3.0,1,0,0,0,0,1,2,2,2.0,0,0.2143,0.0952,0.8,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C01_S01,Y1_basic_boolean,Y1,1,(33 = 33) IS TRUE,(33 = 33) IS TRUE,17,7,0,2,1.0,1,1,0,0,0,0,2,2,2.0,0,0.1765,0.2353,0.4,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C01_S02,Y1_basic_boolean,Y1,1,(46 = 46) IS TRUE,(46 = 46) IS TRUE,17,7,0,2,1.0,1,1,0,0,0,0,2,2,2.0,0,0.1765,0.2353,0.4,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C01_S03,Y1_basic_boolean,Y1,1,(59 = 59) IS TRUE,(59 = 59) IS TRUE,17,7,0,2,1.0,1,1,0,0,0,0,2,2,2.0,0,0.1765,0.2353,0.4,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C01_S04,Y1_basic_boolean,Y1,1,(72 = 72) IS FALSE,(72 = 72) IS FALSE,18,7,0,2,1.0,1,1,0,0,0,0,2,2,2.0,0,0.1667,0.2222,0.4,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C01_S05,Y1_basic_boolean,Y1,1,(85 = 85) IS FALSE,(85 = 85) IS FALSE,18,7,0,2,1.0,1,1,0,0,0,0,2,2,2.0,0,0.1667,0.2222,0.4,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C01_S06,Y1_basic_boolean,Y1,1,(1 = 1) IS FALSE,(1 = 1) IS FALSE,16,7,0,2,1.0,1,1,0,0,0,0,2,1,1.0,0,0.1875,0.25,0.4,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C02_S01,Y1_basic_boolean,Y1,1,((44 = 44) IS TRUE),((44 = 44) IS TRUE),19,9,0,4,2.0,1,1,0,0,0,0,2,2,2.0,0,0.2632,0.2105,0.4,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C02_S02,Y1_basic_boolean,Y1,1,((57 = 57) IS TRUE),((57 = 57) IS TRUE),19,9,0,4,2.0,1,1,0,0,0,0,2,2,2.0,0,0.2632,0.2105,0.4,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C02_S03,Y1_basic_boolean,Y1,1,((70 = 70) IS TRUE),((70 = 70) IS TRUE),19,9,0,4,2.0,1,1,0,0,0,0,2,2,2.0,0,0.2632,0.2105,0.4,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C02_S04,Y1_basic_boolean,Y1,1,((83 = 83) IS FALSE),((83 = 83) IS FALSE),20,9,0,4,2.0,1,1,0,0,0,0,2,2,2.0,0,0.25,0.2,0.4,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C02_S05,Y1_basic_boolean,Y1,1,((96 = 96) IS FALSE),((96 = 96) IS FALSE),20,9,0,4,2.0,1,1,0,0,0,0,2,2,2.0,0,0.25,0.2,0.4,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C02_S06,Y1_basic_boolean,Y1,1,((12 = 12) IS FALSE),((12 = 12) IS FALSE),20,9,0,4,2.0,1,1,0,0,0,0,2,2,2.0,0,0.25,0.2,0.4,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C03_S01,Y1_basic_boolean,Y1,1,NOT ((55 = 55) IS FALSE),NOT ((55 = 55) IS FALSE),24,10,0,4,2.0,2,1,0,0,0,0,2,2,2.0,0,0.2083,0.2083,0.5,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C03_S02,Y1_basic_boolean,Y1,1,NOT ((68 = 68) IS FALSE),NOT ((68 = 68) IS FALSE),24,10,0,4,2.0,2,1,0,0,0,0,2,2,2.0,0,0.2083,0.2083,0.5,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C03_S03,Y1_basic_boolean,Y1,1,NOT ((81 = 81) IS FALSE),NOT ((81 = 81) IS FALSE),24,10,0,4,2.0,2,1,0,0,0,0,2,2,2.0,0,0.2083,0.2083,0.5,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C03_S04,Y1_basic_boolean,Y1,1,NOT ((94 = 94) IS TRUE),NOT ((94 = 94) IS TRUE),23,10,0,4,2.0,2,1,0,0,0,0,2,2,2.0,0,0.2174,0.2174,0.5,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C03_S05,Y1_basic_boolean,Y1,1,NOT ((10 = 10) IS TRUE),NOT ((10 = 10) IS TRUE),23,10,0,4,2.0,2,1,0,0,0,0,2,2,2.0,0,0.2174,0.2174,0.5,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C03_S06,Y1_basic_boolean,Y1,1,NOT ((23 = 23) IS TRUE),NOT ((23 = 23) IS TRUE),23,10,0,4,2.0,2,1,0,0,0,0,2,2,2.0,0,0.2174,0.2174,0.5,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C04_S01,Y1_basic_boolean,Y1,1,((66 = 66) IS TRUE) IS TRUE,((66 = 66) IS TRUE) IS TRUE,27,11,0,4,2.0,1,2,0,0,0,0,2,2,2.0,0,0.1852,0.2222,0.5714,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C04_S02,Y1_basic_boolean,Y1,1,((79 = 79) IS TRUE) IS TRUE,((79 = 79) IS TRUE) IS TRUE,27,11,0,4,2.0,1,2,0,0,0,0,2,2,2.0,0,0.1852,0.2222,0.5714,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C04_S03,Y1_basic_boolean,Y1,1,((92 = 92) IS TRUE) IS TRUE,((92 = 92) IS TRUE) IS TRUE,27,11,0,4,2.0,1,2,0,0,0,0,2,2,2.0,0,0.1852,0.2222,0.5714,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C04_S04,Y1_basic_boolean,Y1,1,((8 = 8) IS FALSE) IS TRUE,((8 = 8) IS FALSE) IS TRUE,26,11,0,4,2.0,1,2,0,0,0,0,2,1,1.0,0,0.1923,0.2308,0.5714,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C04_S05,Y1_basic_boolean,Y1,1,((21 = 21) IS FALSE) IS TRUE,((21 = 21) IS FALSE) IS TRUE,28,11,0,4,2.0,1,2,0,0,0,0,2,2,2.0,0,0.1786,0.2143,0.5714,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C04_S06,Y1_basic_boolean,Y1,1,((34 = 34) IS FALSE) IS TRUE,((34 = 34) IS FALSE) IS TRUE,28,11,0,4,2.0,1,2,0,0,0,0,2,2,2.0,0,0.1786,0.2143,0.5714,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C05_S01,Y1_basic_boolean,Y1,1,((77 = 77) IS TRUE) IS NOT FALSE,((77 = 77) IS TRUE) IS NOT FALSE,32,12,0,4,2.0,2,3,0,0,0,0,2,2,2.0,0,0.1562,0.2188,0.625,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C05_S02,Y1_basic_boolean,Y1,1,((90 = 90) IS TRUE) IS NOT FALSE,((90 = 90) IS TRUE) IS NOT FALSE,32,12,0,4,2.0,2,3,0,0,0,0,2,2,2.0,0,0.1562,0.2188,0.625,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C05_S03,Y1_basic_boolean,Y1,1,((6 = 6) IS TRUE) IS NOT FALSE,((6 = 6) IS TRUE) IS NOT FALSE,30,12,0,4,2.0,2,3,0,0,0,0,2,1,1.0,0,0.1667,0.2333,0.625,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C05_S04,Y1_basic_boolean,Y1,1,((19 = 19) IS FALSE) IS NOT FALSE,((19 = 19) IS FALSE) IS NOT FALSE,33,12,0,4,2.0,2,3,0,0,0,0,2,2,2.0,0,0.1515,0.2121,0.625,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C05_S05,Y1_basic_boolean,Y1,1,((32 = 32) IS FALSE) IS NOT FALSE,((32 = 32) IS FALSE) IS NOT FALSE,33,12,0,4,2.0,2,3,0,0,0,0,2,2,2.0,0,0.1515,0.2121,0.625,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C05_S06,Y1_basic_boolean,Y1,1,((45 = 45) IS FALSE) IS NOT FALSE,((45 = 45) IS FALSE) IS NOT FALSE,33,12,0,4,2.0,2,3,0,0,0,0,2,2,2.0,0,0.1515,0.2121,0.625,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C06_S01,Y1_basic_boolean,Y1,1,CASE WHEN ((88 = 88) IS TRUE) THEN TRUE ELSE FALSE END,CASE WHEN ((88 = 88) IS TRUE) THEN TRUE ELSE FALSE END,54,16,0,4,2.0,1,1,0,0,0,0,2,2,2.0,0,0.0926,0.2037,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C06_S02,Y1_basic_boolean,Y1,1,CASE WHEN ((4 = 4) IS TRUE) THEN TRUE ELSE FALSE END,CASE WHEN ((4 = 4) IS TRUE) THEN TRUE ELSE FALSE END,52,16,0,4,2.0,1,1,0,0,0,0,2,1,1.0,0,0.0962,0.2115,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C06_S03,Y1_basic_boolean,Y1,1,CASE WHEN ((17 = 17) IS TRUE) THEN TRUE ELSE FALSE END,CASE WHEN ((17 = 17) IS TRUE) THEN TRUE ELSE FALSE END,54,16,0,4,2.0,1,1,0,0,0,0,2,2,2.0,0,0.0926,0.2037,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C06_S04,Y1_basic_boolean,Y1,1,CASE WHEN ((30 = 30) IS FALSE) THEN TRUE ELSE FALSE END,CASE WHEN ((30 = 30) IS FALSE) THEN TRUE ELSE FALSE END,55,16,0,4,2.0,1,1,0,0,0,0,2,2,2.0,0,0.0909,0.2,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C06_S05,Y1_basic_boolean,Y1,1,CASE WHEN ((43 = 43) IS FALSE) THEN TRUE ELSE FALSE END,CASE WHEN ((43 = 43) IS FALSE) THEN TRUE ELSE FALSE END,55,16,0,4,2.0,1,1,0,0,0,0,2,2,2.0,0,0.0909,0.2,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C06_S06,Y1_basic_boolean,Y1,1,CASE WHEN ((56 = 56) IS FALSE) THEN TRUE ELSE FALSE END,CASE WHEN ((56 = 56) IS FALSE) THEN TRUE ELSE FALSE END,55,16,0,4,2.0,1,1,0,0,0,0,2,2,2.0,0,0.0909,0.2,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C07_S01,Y1_basic_boolean,Y1,1,((2 = 2) IS TRUE) AND (53 = 53),((2 = 2) IS TRUE) AND (53 = 53),31,15,0,6,2.0,3,2,0,0,0,0,4,2,1.5,0,0.2581,0.2581,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C07_S02,Y1_basic_boolean,Y1,1,((15 = 15) IS TRUE) AND (66 = 66),((15 = 15) IS TRUE) AND (66 = 66),33,15,0,6,2.0,3,2,0,0,0,0,4,2,2.0,0,0.2424,0.2424,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C07_S03,Y1_basic_boolean,Y1,1,((28 = 28) IS TRUE) AND (79 = 79),((28 = 28) IS TRUE) AND (79 = 79),33,15,0,6,2.0,3,2,0,0,0,0,4,2,2.0,0,0.2424,0.2424,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C07_S04,Y1_basic_boolean,Y1,1,((41 = 41) IS FALSE) AND (92 = 92),((41 = 41) IS FALSE) AND (92 = 92),34,15,0,6,2.0,3,2,0,0,0,0,4,2,2.0,0,0.2353,0.2353,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C07_S05,Y1_basic_boolean,Y1,1,((54 = 54) IS FALSE) AND (8 = 8),((54 = 54) IS FALSE) AND (8 = 8),32,15,0,6,2.0,3,2,0,0,0,0,4,2,1.5,0,0.25,0.25,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C07_S06,Y1_basic_boolean,Y1,1,((67 = 67) IS FALSE) AND (21 = 21),((67 = 67) IS FALSE) AND (21 = 21),34,15,0,6,2.0,3,2,0,0,0,0,4,2,2.0,0,0.2353,0.2353,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C08_S01,Y1_basic_boolean,Y1,1,((13 = 13) IS TRUE) OR (81 <> 81),((13 = 13) IS TRUE) OR (81 <> 81),33,15,0,6,2.0,5,2,0,0,0,0,4,2,2.0,0,0.2727,0.2424,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C08_S02,Y1_basic_boolean,Y1,1,((26 = 26) IS TRUE) OR (94 <> 94),((26 = 26) IS TRUE) OR (94 <> 94),33,15,0,6,2.0,5,2,0,0,0,0,4,2,2.0,0,0.2727,0.2424,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C08_S03,Y1_basic_boolean,Y1,1,((39 = 39) IS TRUE) OR (10 <> 10),((39 = 39) IS TRUE) OR (10 <> 10),33,15,0,6,2.0,5,2,0,0,0,0,4,2,2.0,0,0.2727,0.2424,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C08_S04,Y1_basic_boolean,Y1,1,((52 = 52) IS FALSE) OR (23 <> 23),((52 = 52) IS FALSE) OR (23 <> 23),34,15,0,6,2.0,5,2,0,0,0,0,4,2,2.0,0,0.2647,0.2353,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C08_S05,Y1_basic_boolean,Y1,1,((65 = 65) IS FALSE) OR (36 <> 36),((65 = 65) IS FALSE) OR (36 <> 36),34,15,0,6,2.0,5,2,0,0,0,0,4,2,2.0,0,0.2647,0.2353,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C08_S06,Y1_basic_boolean,Y1,1,((78 = 78) IS FALSE) OR (49 <> 49),((78 = 78) IS FALSE) OR (49 <> 49),34,15,0,6,2.0,5,2,0,0,0,0,4,2,2.0,0,0.2647,0.2353,0.3333,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C09_S01,Y1_basic_boolean,Y1,1,(((24 = 24) IS TRUE) = TRUE),(((24 = 24) IS TRUE) = TRUE),28,13,0,6,3.0,2,1,0,0,0,0,2,2,2.0,0,0.2857,0.2143,0.4286,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y1_R015_C09_S02,Y1_basic_boolean,Y1,1,(((37 = 37) IS TRUE) = TRUE),(((37 = 37) IS TRUE) = TRUE),28,13,0,6,3.0,2,1,0,0,0,0,2,2,2.0,0,0.2857,0.2143,0.4286,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
