sample_id,module_id,y_level,label_attack,payload_raw,payload_canonical,length,token_count,quote_count,paren_count,parenthesis_depth,operator_count,boolean_keyword_count,has_comment,has_encoding,has_cast,has_postgres_function,literal_count,max_number_digits,avg_number_digits,string_literal_count,special_char_ratio,whitespace_ratio,keyword_density,static_valid_score,postgres_parse_valid,runtime_valid,slot_sanity_score,module_contract_valid_score,payload_family,accepted_for_rf_feature_v4,feature_dataset_version,postgres_runtime_valid,parent_sample_id,parent_module_level,transform_recipe_id,roundtrip_valid,structure_preserved,semantic_preserved,training_gate_v4_1
Y2_R010_C04_S05,Y2_boolean_variation,Y2,1,(position('si'  IN  'signal6')  >  2)  IS  TRUE,(position('si' in 'signal6') > 2) IS TRUE,41,16,4,4,2.0,2,2,0,0,0,1,3,1,1.0,2,0.2195,0.1463,0.4286,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C04_S06,Y2_boolean_variation,Y2,1,( (position('al' in 'alpha7') > 2) is true ),(position('al' in 'alpha7') > 2) IS TRUE,44,18,4,6,3.0,2,2,0,0,0,1,3,1,1.0,2,0.25,0.1818,0.3333,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C05_S01,Y2_boolean_variation,Y2,1,( (position('sa' IN 'safe2') > 0) IS not false ),(position('sa' in 'safe2') > 0) IS NOT FALSE,48,19,4,6,3.0,3,3,0,0,0,1,3,1,1.0,2,0.2292,0.1875,0.4,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C05_S02,Y2_boolean_variation,Y2,1,(position('au'  in  'audit3')  >  0)  is  NOT  FALSE,(position('au' in 'audit3') > 0) IS NOT FALSE,45,17,4,4,2.0,3,3,0,0,0,1,3,1,1.0,2,0.2,0.1556,0.5,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C05_S03,Y2_boolean_variation,Y2,1,( (position('tr' IN 'trace4') > 0) IS not false ),(position('tr' in 'trace4') > 0) IS NOT FALSE,49,19,4,6,3.0,3,3,0,0,0,1,3,1,1.0,2,0.2245,0.1837,0.4,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C05_S04,Y2_boolean_variation,Y2,1,(position('si' in 'signal5') > 2) is NOT FALSE,(position('si' in 'signal5') > 2) IS NOT FALSE,46,17,4,4,2.0,3,3,0,0,0,1,3,1,1.0,2,0.1957,0.1522,0.5,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C05_S05,Y2_boolean_variation,Y2,1,(  (position('al'  IN  'alpha6')  >  2)  IS  not  false  ),(position('al' in 'alpha6') > 2) IS NOT FALSE,49,19,4,6,3.0,3,3,0,0,0,1,3,1,1.0,2,0.2245,0.1837,0.4,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C05_S06,Y2_boolean_variation,Y2,1,(position('be' in 'beta7') > 2) is NOT FALSE,(position('be' in 'beta7') > 2) IS NOT FALSE,44,17,4,4,2.0,3,3,0,0,0,1,3,1,1.0,2,0.2045,0.1591,0.5,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C06_S01,Y2_boolean_variation,Y2,1,CASE WHEN (position('au' IN 'audit2') > 0) THEN TRUE ELSE false end,CASE WHEN (position('au' in 'audit2') > 0) THEN TRUE ELSE FALSE END,67,21,4,4,2.0,2,1,0,0,0,1,3,1,1.0,2,0.1343,0.1642,0.25,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C06_S02,Y2_boolean_variation,Y2,1,(  case  when  (position('tr'  in  'trace3')  >  0)  then  true  else  FALSE  END  ),CASE WHEN (position('tr' in 'trace3') > 0) THEN TRUE ELSE FALSE END,71,23,4,6,3.0,2,1,0,0,0,1,3,1,1.0,2,0.1549,0.1831,0.2143,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C06_S03,Y2_boolean_variation,Y2,1,CASE WHEN (position('si' IN 'signal4') > 0) THEN TRUE ELSE false end,CASE WHEN (position('si' in 'signal4') > 0) THEN TRUE ELSE FALSE END,68,21,4,4,2.0,2,1,0,0,0,1,3,1,1.0,2,0.1324,0.1618,0.25,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C06_S04,Y2_boolean_variation,Y2,1,( case when (position('al' in 'alpha5') > 2) then true else FALSE END ),CASE WHEN (position('al' in 'alpha5') > 2) THEN TRUE ELSE FALSE END,71,23,4,6,3.0,2,1,0,0,0,1,3,1,1.0,2,0.1549,0.1831,0.2143,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C06_S05,Y2_boolean_variation,Y2,1,CASE  WHEN  (position('be'  IN  'beta6')  >  2)  THEN  TRUE  ELSE  false  end,CASE WHEN (position('be' in 'beta6') > 2) THEN TRUE ELSE FALSE END,66,21,4,4,2.0,2,1,0,0,0,1,3,1,1.0,2,0.1364,0.1667,0.25,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C06_S06,Y2_boolean_variation,Y2,1,( case when (position('ga' in 'gamma7') > 2) then true else FALSE END ),CASE WHEN (position('ga' in 'gamma7') > 2) THEN TRUE ELSE FALSE END,71,23,4,6,3.0,2,1,0,0,0,1,3,1,1.0,2,0.1549,0.1831,0.2143,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C07_S01,Y2_boolean_variation,Y2,1,( (position('tr' IN 'trace2') > 0) and (18 = 18) ),(position('tr' in 'trace2') > 0) AND (18 = 18),50,22,4,8,3.0,4,2,0,0,0,1,5,2,1.667,2,0.28,0.2,0.1818,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C07_S02,Y2_boolean_variation,Y2,1,(position('si'  in  'signal3')  >  0)  AND  (31  =  31),(position('si' in 'signal3') > 0) AND (31 = 31),47,20,4,6,2.0,4,2,0,0,0,1,5,2,1.667,2,0.2553,0.1702,0.2222,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R010_C07_S03,Y2_boolean_variation,Y2,1,( (position('al' IN 'alpha4') > 0) and (44 = 44) ),(position('al' in 'alpha4') > 0) AND (44 = 44),50,22,4,8,3.0,4,2,0,0,0,1,5,2,1.667,2,0.28,0.2,0.1818,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C07_S04,Y2_boolean_variation,Y2,1,(position('be' in 'beta5') > 2) AND (57 = 57),(position('be' in 'beta5') > 2) AND (57 = 57),45,20,4,6,2.0,4,2,0,0,0,1,5,2,1.667,2,0.2667,0.1778,0.2222,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R010_C07_S05,Y2_boolean_variation,Y2,1,(  (position('ga'  IN  'gamma6')  >  2)  and  (70  =  70)  ),(position('ga' in 'gamma6') > 2) AND (70 = 70),50,22,4,8,3.0,4,2,0,0,0,1,5,2,1.667,2,0.28,0.2,0.1818,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C07_S06,Y2_boolean_variation,Y2,1,(position('de' in 'delta7') > 2) AND (83 = 83),(position('de' in 'delta7') > 2) AND (83 = 83),46,20,4,6,2.0,4,2,0,0,0,1,5,2,1.667,2,0.2609,0.1739,0.2222,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R010_C08_S01,Y2_boolean_variation,Y2,1,(position('si' IN 'signal2') > 0) OR (46 <> 46),(position('si' in 'signal2') > 0) OR (46 <> 46),47,20,4,6,2.0,6,2,0,0,0,1,5,2,1.667,2,0.2766,0.1702,0.2222,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C08_S02,Y2_boolean_variation,Y2,1,(  (position('al'  in  'alpha3')  >  0)  or  (59  <>  59)  ),(position('al' in 'alpha3') > 0) OR (59 <> 59),50,22,4,8,3.0,6,2,0,0,0,1,5,2,1.667,2,0.3,0.2,0.1818,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C08_S03,Y2_boolean_variation,Y2,1,(position('be' IN 'beta4') > 0) OR (72 <> 72),(position('be' in 'beta4') > 0) OR (72 <> 72),45,20,4,6,2.0,6,2,0,0,0,1,5,2,1.667,2,0.2889,0.1778,0.2222,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C08_S04,Y2_boolean_variation,Y2,1,( (position('ga' in 'gamma5') > 2) or (85 <> 85) ),(position('ga' in 'gamma5') > 2) OR (85 <> 85),50,22,4,8,3.0,6,2,0,0,0,1,5,2,1.667,2,0.3,0.2,0.1818,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C08_S05,Y2_boolean_variation,Y2,1,(position('de'  IN  'delta6')  >  2)  OR  (1  <>  1),(position('de' in 'delta6') > 2) OR (1 <> 1),44,20,4,6,2.0,6,2,0,0,0,1,5,1,1.0,2,0.2955,0.1818,0.2222,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C08_S06,Y2_boolean_variation,Y2,1,( (position('om' in 'omega7') > 2) or (14 <> 14) ),(position('om' in 'omega7') > 2) OR (14 <> 14),50,22,4,8,3.0,6,2,0,0,0,1,5,2,1.667,2,0.3,0.2,0.1818,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C09_S01,Y2_boolean_variation,Y2,1,( ((position('al' IN 'alpha2') > 0) = TRUE) ),((position('al' in 'alpha2') > 0) = TRUE),45,20,4,8,4.0,3,1,0,0,0,1,3,1,1.0,2,0.3111,0.1778,0.2222,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C09_S02,Y2_boolean_variation,Y2,1,((position('be'  in  'beta3')  >  0)  =  true),((position('be' in 'beta3') > 0) = TRUE),40,18,4,6,3.0,3,1,0,0,0,1,3,1,1.0,2,0.3,0.15,0.2857,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C09_S03,Y2_boolean_variation,Y2,1,( ((position('ga' IN 'gamma4') > 0) = TRUE) ),((position('ga' in 'gamma4') > 0) = TRUE),45,20,4,8,4.0,3,1,0,0,0,1,3,1,1.0,2,0.3111,0.1778,0.2222,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C09_S04,Y2_boolean_variation,Y2,1,((position('de' in 'delta5') > 2) = true),((position('de' in 'delta5') > 2) = TRUE),41,18,4,6,3.0,3,1,0,0,0,1,3,1,1.0,2,0.2927,0.1463,0.2857,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C09_S05,Y2_boolean_variation,Y2,1,(  ((position('om'  IN  'omega6')  >  2)  =  TRUE)  ),((position('om' in 'omega6') > 2) = TRUE),45,20,4,8,4.0,3,1,0,0,0,1,3,1,1.0,2,0.3111,0.1778,0.2222,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C09_S06,Y2_boolean_variation,Y2,1,((position('ac' in 'active7') > 2) = true),((position('ac' in 'active7') > 2) = TRUE),42,18,4,6,3.0,3,1,0,0,0,1,3,1,1.0,2,0.2857,0.1429,0.2857,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C10_S01,Y2_boolean_variation,Y2,1,"COALESCE((position('be' IN 'beta2') > 0), false)","COALESCE((position('be' in 'beta2') > 0), FALSE)",48,19,4,6,3.0,2,1,0,0,0,1,3,1,1.0,2,0.25,0.1042,0.5,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C10_S02,Y2_boolean_variation,Y2,1,"(  coalesce((position('ga'  in  'gamma3')  >  0),  FALSE)  )","COALESCE((position('ga' in 'gamma3') > 0), FALSE)",53,21,4,8,4.0,2,1,0,0,0,1,3,1,1.0,2,0.2642,0.1321,0.375,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C10_S03,Y2_boolean_variation,Y2,1,"COALESCE((position('de' IN 'delta4') > 0), false)","COALESCE((position('de' in 'delta4') > 0), FALSE)",49,19,4,6,3.0,2,1,0,0,0,1,3,1,1.0,2,0.2449,0.102,0.5,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C10_S04,Y2_boolean_variation,Y2,1,"( coalesce((position('om' in 'omega5') > 2), FALSE) )","COALESCE((position('om' in 'omega5') > 2), FALSE)",53,21,4,8,4.0,2,1,0,0,0,1,3,1,1.0,2,0.2642,0.1321,0.375,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C10_S05,Y2_boolean_variation,Y2,1,"COALESCE((position('ac'  IN  'active6')  >  2),  false)","COALESCE((position('ac' in 'active6') > 2), FALSE)",50,19,4,6,3.0,2,1,0,0,0,1,3,1,1.0,2,0.24,0.1,0.5,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R010_C10_S06,Y2_boolean_variation,Y2,1,"( coalesce((position('pe' in 'pending7') > 2), FALSE) )","COALESCE((position('pe' in 'pending7') > 2), FALSE)",55,21,4,8,4.0,2,1,0,0,0,1,3,1,1.0,2,0.2545,0.1273,0.5,1.0,not_run,not_run,1.0,1.0,comparison_text,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C01_S01,Y2_boolean_variation,Y2,1,null  is  null,NULL IS NULL,12,3,0,0,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.1667,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C01_S02,Y2_boolean_variation,Y2,1,( NULL IS NULL ),NULL IS NULL,16,5,0,2,1.0,0,1,0,0,0,0,0,0,0.0,0,0.125,0.25,0.6,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R011_C01_S03,Y2_boolean_variation,Y2,1,null is null,NULL IS NULL,12,3,0,0,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.1667,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C01_S04,Y2_boolean_variation,Y2,1,(  NULL  IS  not  NULL  ),NULL IS NOT NULL,20,6,0,2,1.0,1,2,0,0,0,0,0,0,0.0,0,0.1,0.25,0.6667,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C01_S05,Y2_boolean_variation,Y2,1,null is NOT null,NULL IS NOT NULL,16,4,0,0,0.0,1,2,0,0,0,0,0,0,0.0,0,0.0,0.1875,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C01_S06,Y2_boolean_variation,Y2,1,( NULL IS not NULL ),NULL IS NOT NULL,20,6,0,2,1.0,1,2,0,0,0,0,0,0,0.0,0,0.1,0.25,0.6667,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C02_S01,Y2_boolean_variation,Y2,1,(  (null  is  null)  ),(NULL IS NULL),18,7,0,4,2.0,0,1,0,0,0,0,0,0,0.0,0,0.2222,0.2222,0.6,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C02_S02,Y2_boolean_variation,Y2,1,(NULL IS NULL),(NULL IS NULL),14,5,0,2,1.0,0,1,0,0,0,0,0,0,0.0,0,0.1429,0.1429,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R011_C02_S03,Y2_boolean_variation,Y2,1,( (null is null) ),(NULL IS NULL),18,7,0,4,2.0,0,1,0,0,0,0,0,0,0.0,0,0.2222,0.2222,0.6,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C02_S04,Y2_boolean_variation,Y2,1,(NULL  IS  not  NULL),(NULL IS NOT NULL),18,6,0,2,1.0,1,2,0,0,0,0,0,0,0.0,0,0.1111,0.1667,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C02_S05,Y2_boolean_variation,Y2,1,( (null is NOT null) ),(NULL IS NOT NULL),22,8,0,4,2.0,1,2,0,0,0,0,0,0,0.0,0,0.1818,0.2273,0.6667,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C02_S06,Y2_boolean_variation,Y2,1,(NULL IS not NULL),(NULL IS NOT NULL),18,6,0,2,1.0,1,2,0,0,0,0,0,0,0.0,0,0.1111,0.1667,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C03_S01,Y2_boolean_variation,Y2,1,NOT  (null  is  NOT  null),NOT (NULL IS NOT NULL),22,7,0,2,1.0,2,2,0,0,0,0,0,0,0.0,0,0.0909,0.1818,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C03_S02,Y2_boolean_variation,Y2,1,( not (NULL IS not NULL) ),NOT (NULL IS NOT NULL),26,9,0,4,2.0,2,3,0,0,0,0,0,0,0.0,0,0.1538,0.2308,0.7143,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C03_S03,Y2_boolean_variation,Y2,1,NOT (null is NOT null),NOT (NULL IS NOT NULL),22,7,0,2,1.0,2,2,0,0,0,0,0,0,0.0,0,0.0909,0.1818,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C03_S04,Y2_boolean_variation,Y2,1,(  not  (NULL  IS  NULL)  ),NOT (NULL IS NULL),22,8,0,4,2.0,1,2,0,0,0,0,0,0,0.0,0,0.1818,0.2273,0.6667,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C03_S05,Y2_boolean_variation,Y2,1,NOT (null is null),NOT (NULL IS NULL),18,6,0,2,1.0,1,1,0,0,0,0,0,0,0.0,0,0.1111,0.1667,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C03_S06,Y2_boolean_variation,Y2,1,( not (NULL IS NULL) ),NOT (NULL IS NULL),22,8,0,4,2.0,1,2,0,0,0,0,0,0,0.0,0,0.1818,0.2273,0.6667,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C04_S01,Y2_boolean_variation,Y2,1,(  (null  is  null)  is  true  ),(NULL IS NULL) IS TRUE,26,9,0,4,2.0,0,2,0,0,0,0,0,0,0.0,0,0.1538,0.2308,0.7143,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C04_S02,Y2_boolean_variation,Y2,1,(NULL IS NULL) IS TRUE,(NULL IS NULL) IS TRUE,22,7,0,2,1.0,0,2,0,0,0,0,0,0,0.0,0,0.0909,0.1818,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R011_C04_S03,Y2_boolean_variation,Y2,1,( (null is null) is true ),(NULL IS NULL) IS TRUE,26,9,0,4,2.0,0,2,0,0,0,0,0,0,0.0,0,0.1538,0.2308,0.7143,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C04_S04,Y2_boolean_variation,Y2,1,(NULL  IS  not  NULL)  IS  TRUE,(NULL IS NOT NULL) IS TRUE,26,8,0,2,1.0,1,3,0,0,0,0,0,0,0.0,0,0.0769,0.1923,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C04_S05,Y2_boolean_variation,Y2,1,( (null is NOT null) is true ),(NULL IS NOT NULL) IS TRUE,30,10,0,4,2.0,1,3,0,0,0,0,0,0,0.0,0,0.1333,0.2333,0.75,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C04_S06,Y2_boolean_variation,Y2,1,(NULL IS not NULL) IS TRUE,(NULL IS NOT NULL) IS TRUE,26,8,0,2,1.0,1,3,0,0,0,0,0,0,0.0,0,0.0769,0.1923,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C05_S01,Y2_boolean_variation,Y2,1,(null  is  null)  is  NOT  FALSE,(NULL IS NULL) IS NOT FALSE,27,8,0,2,1.0,1,3,0,0,0,0,0,0,0.0,0,0.0741,0.1852,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C05_S02,Y2_boolean_variation,Y2,1,( (NULL IS NULL) IS not false ),(NULL IS NULL) IS NOT FALSE,31,10,0,4,2.0,1,3,0,0,0,0,0,0,0.0,0,0.129,0.2258,0.75,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C05_S03,Y2_boolean_variation,Y2,1,(null is null) is NOT FALSE,(NULL IS NULL) IS NOT FALSE,27,8,0,2,1.0,1,3,0,0,0,0,0,0,0.0,0,0.0741,0.1852,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C05_S04,Y2_boolean_variation,Y2,1,(  (NULL  IS  not  NULL)  IS  not  false  ),(NULL IS NOT NULL) IS NOT FALSE,35,11,0,4,2.0,2,4,0,0,0,0,0,0,0.0,0,0.1143,0.2286,0.7778,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C05_S05,Y2_boolean_variation,Y2,1,(null is NOT null) is NOT FALSE,(NULL IS NOT NULL) IS NOT FALSE,31,9,0,2,1.0,2,4,0,0,0,0,0,0,0.0,0,0.0645,0.1935,1.0,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C05_S06,Y2_boolean_variation,Y2,1,( (NULL IS not NULL) IS not false ),(NULL IS NOT NULL) IS NOT FALSE,35,11,0,4,2.0,2,4,0,0,0,0,0,0,0.0,0,0.1143,0.2286,0.7778,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R011_C06_S01,Y2_boolean_variation,Y2,1,(  case  when  (null  is  null)  then  true  else  FALSE  END  ),CASE WHEN (NULL IS NULL) THEN TRUE ELSE FALSE END,53,14,0,4,2.0,0,1,0,0,0,0,0,0,0.0,0,0.0755,0.2075,0.4167,1.0,not_run,not_run,1.0,1.0,null_boolean,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
