structure_cell_id,root_id,y_level,complexity_label,cell_index,cell_recipe,representation_contract,semantic_equivalence_group,decode_layers,requires_decode,corpus_role
Y1_PG_BOOL_R001_C01,PG_BOOL_R001,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R001,0,False,seqgan_attack_source
Y1_PG_BOOL_R023_C09,PG_BOOL_R023,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R023,0,False,seqgan_attack_source
Y1_PG_BOOL_R023_C10,PG_BOOL_R023,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R023,0,False,seqgan_attack_source
Y1_PG_BOOL_R024_C01,PG_BOOL_R024,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R024,0,False,seqgan_attack_source
Y1_PG_BOOL_R024_C02,PG_BOOL_R024,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R024,0,False,seqgan_attack_source
Y1_PG_BOOL_R024_C03,PG_BOOL_R024,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R024,0,False,seqgan_attack_source
Y1_PG_BOOL_R024_C04,PG_BOOL_R024,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R024,0,False,seqgan_attack_source
Y1_PG_BOOL_R024_C05,PG_BOOL_R024,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R024,0,False,seqgan_attack_source
Y1_PG_BOOL_R024_C06,PG_BOOL_R024,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R024,0,False,seqgan_attack_source
Y1_PG_BOOL_R024_C07,PG_BOOL_R024,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R024,0,False,seqgan_attack_source
Y1_PG_BOOL_R024_C08,PG_BOOL_R024,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R024,0,False,seqgan_attack_source
Y1_PG_BOOL_R024_C09,PG_BOOL_R024,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R024,0,False,seqgan_attack_source
Y1_PG_BOOL_R024_C10,PG_BOOL_R024,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R024,0,False,seqgan_attack_source
Y1_PG_BOOL_R025_C01,PG_BOOL_R025,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R025,0,False,seqgan_attack_source
Y1_PG_BOOL_R025_C02,PG_BOOL_R025,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R025,0,False,seqgan_attack_source
Y1_PG_BOOL_R025_C03,PG_BOOL_R025,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R025,0,False,seqgan_attack_source
Y1_PG_BOOL_R025_C04,PG_BOOL_R025,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R025,0,False,seqgan_attack_source
Y1_PG_BOOL_R025_C05,PG_BOOL_R025,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R025,0,False,seqgan_attack_source
Y1_PG_BOOL_R025_C06,PG_BOOL_R025,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R025,0,False,seqgan_attack_source
Y1_PG_BOOL_R025_C07,PG_BOOL_R025,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R025,0,False,seqgan_attack_source
Y1_PG_BOOL_R025_C08,PG_BOOL_R025,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R025,0,False,seqgan_attack_source
Y1_PG_BOOL_R025_C09,PG_BOOL_R025,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R025,0,False,seqgan_attack_source
Y1_PG_BOOL_R025_C10,PG_BOOL_R025,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R025,0,False,seqgan_attack_source
Y1_PG_BOOL_R026_C01,PG_BOOL_R026,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R026,0,False,seqgan_attack_source
Y1_PG_BOOL_R026_C02,PG_BOOL_R026,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R026,0,False,seqgan_attack_source
Y1_PG_BOOL_R026_C03,PG_BOOL_R026,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R026,0,False,seqgan_attack_source
Y1_PG_BOOL_R026_C04,PG_BOOL_R026,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R026,0,False,seqgan_attack_source
Y1_PG_BOOL_R026_C05,PG_BOOL_R026,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R026,0,False,seqgan_attack_source
Y1_PG_BOOL_R026_C06,PG_BOOL_R026,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R026,0,False,seqgan_attack_source
Y1_PG_BOOL_R026_C07,PG_BOOL_R026,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R026,0,False,seqgan_attack_source
Y1_PG_BOOL_R026_C08,PG_BOOL_R026,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R026,0,False,seqgan_attack_source
Y1_PG_BOOL_R026_C09,PG_BOOL_R026,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R026,0,False,seqgan_attack_source
Y1_PG_BOOL_R026_C10,PG_BOOL_R026,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R026,0,False,seqgan_attack_source
Y1_PG_BOOL_R027_C01,PG_BOOL_R027,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R027,0,False,seqgan_attack_source
Y1_PG_BOOL_R027_C02,PG_BOOL_R027,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R027,0,False,seqgan_attack_source
Y1_PG_BOOL_R027_C03,PG_BOOL_R027,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R027,0,False,seqgan_attack_source
Y1_PG_BOOL_R027_C04,PG_BOOL_R027,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R027,0,False,seqgan_attack_source
Y1_PG_BOOL_R027_C05,PG_BOOL_R027,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R027,0,False,seqgan_attack_source
Y1_PG_BOOL_R027_C06,PG_BOOL_R027,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R027,0,False,seqgan_attack_source
Y1_PG_BOOL_R027_C07,PG_BOOL_R027,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R027,0,False,seqgan_attack_source
Y1_PG_BOOL_R027_C08,PG_BOOL_R027,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R027,0,False,seqgan_attack_source
Y1_PG_BOOL_R027_C09,PG_BOOL_R027,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R027,0,False,seqgan_attack_source
Y1_PG_BOOL_R027_C10,PG_BOOL_R027,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R027,0,False,seqgan_attack_source
Y1_PG_BOOL_R028_C01,PG_BOOL_R028,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R028,0,False,seqgan_attack_source
Y1_PG_BOOL_R028_C02,PG_BOOL_R028,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R028,0,False,seqgan_attack_source
Y1_PG_BOOL_R028_C03,PG_BOOL_R028,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R028,0,False,seqgan_attack_source
Y1_PG_BOOL_R028_C04,PG_BOOL_R028,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R028,0,False,seqgan_attack_source
Y1_PG_BOOL_R028_C05,PG_BOOL_R028,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R028,0,False,seqgan_attack_source
Y1_PG_BOOL_R028_C06,PG_BOOL_R028,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R028,0,False,seqgan_attack_source
Y1_PG_BOOL_R028_C07,PG_BOOL_R028,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R028,0,False,seqgan_attack_source
Y1_PG_BOOL_R028_C08,PG_BOOL_R028,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R028,0,False,seqgan_attack_source
Y1_PG_BOOL_R028_C09,PG_BOOL_R028,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R028,0,False,seqgan_attack_source
Y1_PG_BOOL_R028_C10,PG_BOOL_R028,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R028,0,False,seqgan_attack_source
Y1_PG_BOOL_R029_C01,PG_BOOL_R029,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R029,0,False,seqgan_attack_source
Y1_PG_BOOL_R029_C02,PG_BOOL_R029,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R029,0,False,seqgan_attack_source
Y1_PG_BOOL_R029_C03,PG_BOOL_R029,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R029,0,False,seqgan_attack_source
Y1_PG_BOOL_R029_C04,PG_BOOL_R029,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R029,0,False,seqgan_attack_source
Y1_PG_BOOL_R029_C05,PG_BOOL_R029,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R029,0,False,seqgan_attack_source
Y1_PG_BOOL_R029_C06,PG_BOOL_R029,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R029,0,False,seqgan_attack_source
Y1_PG_BOOL_R029_C07,PG_BOOL_R029,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R029,0,False,seqgan_attack_source
Y1_PG_BOOL_R029_C08,PG_BOOL_R029,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R029,0,False,seqgan_attack_source
Y1_PG_BOOL_R029_C09,PG_BOOL_R029,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R029,0,False,seqgan_attack_source
Y1_PG_BOOL_R029_C10,PG_BOOL_R029,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R029,0,False,seqgan_attack_source
Y1_PG_BOOL_R030_C01,PG_BOOL_R030,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R030,0,False,seqgan_attack_source
Y1_PG_BOOL_R030_C02,PG_BOOL_R030,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R030,0,False,seqgan_attack_source
Y1_PG_BOOL_R030_C03,PG_BOOL_R030,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R030,0,False,seqgan_attack_source
Y1_PG_BOOL_R030_C04,PG_BOOL_R030,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R030,0,False,seqgan_attack_source
Y1_PG_BOOL_R030_C05,PG_BOOL_R030,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R030,0,False,seqgan_attack_source
Y1_PG_BOOL_R030_C06,PG_BOOL_R030,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R030,0,False,seqgan_attack_source
Y1_PG_BOOL_R030_C07,PG_BOOL_R030,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R030,0,False,seqgan_attack_source
Y1_PG_BOOL_R030_C08,PG_BOOL_R030,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R030,0,False,seqgan_attack_source
Y1_PG_BOOL_R030_C09,PG_BOOL_R030,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R030,0,False,seqgan_attack_source
Y1_PG_BOOL_R030_C10,PG_BOOL_R030,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R030,0,False,seqgan_attack_source
Y1_PG_BOOL_R031_C01,PG_BOOL_R031,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R031,0,False,seqgan_attack_source
Y1_PG_BOOL_R031_C02,PG_BOOL_R031,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R031,0,False,seqgan_attack_source
Y1_PG_BOOL_R031_C03,PG_BOOL_R031,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R031,0,False,seqgan_attack_source
Y1_PG_BOOL_R031_C04,PG_BOOL_R031,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R031,0,False,seqgan_attack_source
Y1_PG_BOOL_R031_C05,PG_BOOL_R031,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R031,0,False,seqgan_attack_source
Y1_PG_BOOL_R031_C06,PG_BOOL_R031,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R031,0,False,seqgan_attack_source
Y1_PG_BOOL_R031_C07,PG_BOOL_R031,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R031,0,False,seqgan_attack_source
Y1_PG_BOOL_R031_C08,PG_BOOL_R031,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R031,0,False,seqgan_attack_source
Y1_PG_BOOL_R031_C09,PG_BOOL_R031,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R031,0,False,seqgan_attack_source
Y1_PG_BOOL_R031_C10,PG_BOOL_R031,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R031,0,False,seqgan_attack_source
Y1_PG_BOOL_R032_C01,PG_BOOL_R032,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R032,0,False,seqgan_attack_source
Y1_PG_BOOL_R032_C02,PG_BOOL_R032,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R032,0,False,seqgan_attack_source
Y1_PG_BOOL_R032_C03,PG_BOOL_R032,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R032,0,False,seqgan_attack_source
Y1_PG_BOOL_R032_C04,PG_BOOL_R032,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R032,0,False,seqgan_attack_source
Y1_PG_BOOL_R032_C05,PG_BOOL_R032,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R032,0,False,seqgan_attack_source
Y1_PG_BOOL_R032_C06,PG_BOOL_R032,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R032,0,False,seqgan_attack_source
Y1_PG_BOOL_R032_C07,PG_BOOL_R032,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R032,0,False,seqgan_attack_source
Y1_PG_BOOL_R032_C08,PG_BOOL_R032,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R032,0,False,seqgan_attack_source
Y1_PG_BOOL_R032_C09,PG_BOOL_R032,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R032,0,False,seqgan_attack_source
Y1_PG_BOOL_R032_C10,PG_BOOL_R032,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R032,0,False,seqgan_attack_source
Y1_PG_BOOL_R033_C01,PG_BOOL_R033,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R033,0,False,seqgan_attack_source
Y1_PG_BOOL_R033_C02,PG_BOOL_R033,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R033,0,False,seqgan_attack_source
Y1_PG_BOOL_R033_C03,PG_BOOL_R033,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R033,0,False,seqgan_attack_source
Y1_PG_BOOL_R033_C04,PG_BOOL_R033,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R033,0,False,seqgan_attack_source
Y1_PG_BOOL_R033_C05,PG_BOOL_R033,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R033,0,False,seqgan_attack_source
Y1_PG_BOOL_R033_C06,PG_BOOL_R033,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R033,0,False,seqgan_attack_source
Y1_PG_BOOL_R033_C07,PG_BOOL_R033,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R033,0,False,seqgan_attack_source
Y1_PG_BOOL_R033_C08,PG_BOOL_R033,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R033,0,False,seqgan_attack_source
Y1_PG_BOOL_R033_C09,PG_BOOL_R033,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R033,0,False,seqgan_attack_source
Y1_PG_BOOL_R033_C10,PG_BOOL_R033,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R033,0,False,seqgan_attack_source
Y1_PG_BOOL_R034_C01,PG_BOOL_R034,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R034,0,False,seqgan_attack_source
Y1_PG_BOOL_R034_C02,PG_BOOL_R034,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R034,0,False,seqgan_attack_source
Y1_PG_BOOL_R034_C03,PG_BOOL_R034,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R034,0,False,seqgan_attack_source
Y1_PG_BOOL_R034_C04,PG_BOOL_R034,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R034,0,False,seqgan_attack_source
Y1_PG_BOOL_R034_C05,PG_BOOL_R034,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R034,0,False,seqgan_attack_source
Y1_PG_BOOL_R034_C06,PG_BOOL_R034,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R034,0,False,seqgan_attack_source
Y1_PG_BOOL_R034_C07,PG_BOOL_R034,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R034,0,False,seqgan_attack_source
Y1_PG_BOOL_R034_C08,PG_BOOL_R034,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R034,0,False,seqgan_attack_source
Y1_PG_BOOL_R034_C09,PG_BOOL_R034,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R034,0,False,seqgan_attack_source
Y1_PG_BOOL_R034_C10,PG_BOOL_R034,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R034,0,False,seqgan_attack_source
Y1_PG_BOOL_R035_C01,PG_BOOL_R035,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R035,0,False,seqgan_attack_source
Y1_PG_BOOL_R035_C02,PG_BOOL_R035,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R035,0,False,seqgan_attack_source
Y1_PG_BOOL_R035_C03,PG_BOOL_R035,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R035,0,False,seqgan_attack_source
Y1_PG_BOOL_R035_C04,PG_BOOL_R035,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R035,0,False,seqgan_attack_source
Y1_PG_BOOL_R035_C05,PG_BOOL_R035,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R035,0,False,seqgan_attack_source
Y1_PG_BOOL_R035_C06,PG_BOOL_R035,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R035,0,False,seqgan_attack_source
Y1_PG_BOOL_R035_C07,PG_BOOL_R035,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R035,0,False,seqgan_attack_source
Y1_PG_BOOL_R035_C08,PG_BOOL_R035,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R035,0,False,seqgan_attack_source
Y1_PG_BOOL_R035_C09,PG_BOOL_R035,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R035,0,False,seqgan_attack_source
Y1_PG_BOOL_R035_C10,PG_BOOL_R035,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R035,0,False,seqgan_attack_source
Y1_PG_BOOL_R036_C01,PG_BOOL_R036,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R036,0,False,seqgan_attack_source
