structure_cell_id,root_id,complexity,database,query_language,d_category,rendering_recipe,expected_samples,cross_db_semantic_equivalence,execution_context
Y1_R10_D09,Y1_R10,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D10,Y1_R10,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D11,Y1_R10,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D12,Y1_R10,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D13,Y1_R10,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D14,Y1_R10,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D15,Y1_R10,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D16,Y1_R10,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D17,Y1_R10,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D18,Y1_R10,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D01,Y1_R11,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D02,Y1_R11,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D03,Y1_R11,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D04,Y1_R11,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D05,Y1_R11,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D06,Y1_R11,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D07,Y1_R11,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D08,Y1_R11,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D09,Y1_R11,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D10,Y1_R11,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D11,Y1_R11,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D12,Y1_R11,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D13,Y1_R11,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D14,Y1_R11,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D15,Y1_R11,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D16,Y1_R11,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D17,Y1_R11,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R11_D18,Y1_R11,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D01,Y1_R12,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D02,Y1_R12,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D03,Y1_R12,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D04,Y1_R12,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D05,Y1_R12,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D06,Y1_R12,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D07,Y1_R12,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D08,Y1_R12,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D09,Y1_R12,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D10,Y1_R12,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D11,Y1_R12,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D12,Y1_R12,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D13,Y1_R12,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D14,Y1_R12,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D15,Y1_R12,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D16,Y1_R12,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D17,Y1_R12,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R12_D18,Y1_R12,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D01,Y1_R13,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D02,Y1_R13,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D03,Y1_R13,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D04,Y1_R13,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D05,Y1_R13,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D06,Y1_R13,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D07,Y1_R13,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D08,Y1_R13,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D09,Y1_R13,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D10,Y1_R13,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D11,Y1_R13,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D12,Y1_R13,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D13,Y1_R13,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D14,Y1_R13,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D15,Y1_R13,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D16,Y1_R13,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D17,Y1_R13,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R13_D18,Y1_R13,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D01,Y1_R14,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D02,Y1_R14,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D03,Y1_R14,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D04,Y1_R14,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D05,Y1_R14,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D06,Y1_R14,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D07,Y1_R14,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D08,Y1_R14,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D09,Y1_R14,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D10,Y1_R14,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D11,Y1_R14,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D12,Y1_R14,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D13,Y1_R14,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D14,Y1_R14,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D15,Y1_R14,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D16,Y1_R14,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D17,Y1_R14,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R14_D18,Y1_R14,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D01,Y1_R15,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D02,Y1_R15,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D03,Y1_R15,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D04,Y1_R15,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D05,Y1_R15,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D06,Y1_R15,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D07,Y1_R15,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D08,Y1_R15,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D09,Y1_R15,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D10,Y1_R15,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D11,Y1_R15,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D12,Y1_R15,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D13,Y1_R15,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D14,Y1_R15,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D15,Y1_R15,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D16,Y1_R15,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D17,Y1_R15,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R15_D18,Y1_R15,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D01,Y1_R16,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D02,Y1_R16,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D03,Y1_R16,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D04,Y1_R16,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D05,Y1_R16,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D06,Y1_R16,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D07,Y1_R16,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D08,Y1_R16,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D09,Y1_R16,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D10,Y1_R16,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D11,Y1_R16,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D12,Y1_R16,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D13,Y1_R16,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D14,Y1_R16,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D15,Y1_R16,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D16,Y1_R16,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D17,Y1_R16,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R16_D18,Y1_R16,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D01,Y1_R17,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D02,Y1_R17,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D03,Y1_R17,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D04,Y1_R17,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D05,Y1_R17,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D06,Y1_R17,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D07,Y1_R17,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D08,Y1_R17,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D09,Y1_R17,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D10,Y1_R17,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D11,Y1_R17,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D12,Y1_R17,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D13,Y1_R17,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D14,Y1_R17,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D15,Y1_R17,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D16,Y1_R17,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D17,Y1_R17,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R17_D18,Y1_R17,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D01,Y1_R18,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D02,Y1_R18,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D03,Y1_R18,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D04,Y1_R18,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D05,Y1_R18,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D06,Y1_R18,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D07,Y1_R18,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D08,Y1_R18,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D09,Y1_R18,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D10,Y1_R18,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D11,Y1_R18,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D12,Y1_R18,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D13,Y1_R18,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D14,Y1_R18,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D15,Y1_R18,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D16,Y1_R18,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D17,Y1_R18,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R18_D18,Y1_R18,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D01,Y1_R19,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D02,Y1_R19,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D03,Y1_R19,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D04,Y1_R19,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D05,Y1_R19,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D06,Y1_R19,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D07,Y1_R19,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D08,Y1_R19,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D09,Y1_R19,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D10,Y1_R19,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D11,Y1_R19,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D12,Y1_R19,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D13,Y1_R19,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D14,Y1_R19,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D15,Y1_R19,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D16,Y1_R19,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R19_D17,Y1_R19,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
