sample_id,text,payload_raw,prefix,ruleset_id,root_id,structure_cell_id,module_id,y_level,semantic_family,ruleset_family,skeleton_reference,required_tokens,slot_schema_id,source_split,source_view,raw_payload_hash,postgres_runtime_valid,semantic_behavior_valid,usable_for_mle,usable_for_reward_positive,training_role,minimal_seed_reason,schema_version
SEED_RS_Y2_R034_C06_MIN001,<RULE=RS_Y2_R034_C06><CELL=PG_BOOL_R034_C06><FAMILY=like_ilike> CASE WHEN ('alpha' LIKE 'beta') THEN TRUE ELSE FALSE END,CASE WHEN ('alpha' LIKE 'beta') THEN TRUE ELSE FALSE END,<RULE=RS_Y2_R034_C06><CELL=PG_BOOL_R034_C06><FAMILY=like_ilike>,RS_Y2_R034_C06,PG_BOOL_R034,PG_BOOL_R034_C06,Y2_boolean_variation,Y2,like_ilike,like_ilike,CASE WHEN (STR LIKE STR) THEN TRUE ELSE FALSE END,CASE|ELSE|END|FALSE|LIKE|THEN|TRUE|WHEN,SLOT_Y2_R034_C06,train,ruleset_seed_minimal,sha256:e3c09c6c04e8a6bb00688b7aeadbf795d62fb81ea510230663156cf1f30113e7,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R034_C07_MIN001,<RULE=RS_Y2_R034_C07><CELL=PG_BOOL_R034_C07><FAMILY=like_ilike> ('alpha' LIKE 'beta') AND (6 = 72),('alpha' LIKE 'beta') AND (6 = 72),<RULE=RS_Y2_R034_C07><CELL=PG_BOOL_R034_C07><FAMILY=like_ilike>,RS_Y2_R034_C07,PG_BOOL_R034,PG_BOOL_R034_C07,Y2_boolean_variation,Y2,like_ilike,like_ilike,(STR LIKE STR) AND (INT = INT),=|AND|LIKE,SLOT_Y2_R034_C07,train,ruleset_seed_minimal,sha256:a642bebb23c4b60563df323e2fc86ecc1e1dbcb2a78f95537b32a176e441376d,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R034_C08_MIN001,<RULE=RS_Y2_R034_C08><CELL=PG_BOOL_R034_C08><FAMILY=like_ilike> ('alpha' LIKE 'beta') OR (2 <> 25),('alpha' LIKE 'beta') OR (2 <> 25),<RULE=RS_Y2_R034_C08><CELL=PG_BOOL_R034_C08><FAMILY=like_ilike>,RS_Y2_R034_C08,PG_BOOL_R034,PG_BOOL_R034_C08,Y2_boolean_variation,Y2,like_ilike,like_ilike,(STR LIKE STR) OR (INT <> INT),<|<>|>|LIKE|OR,SLOT_Y2_R034_C08,train,ruleset_seed_minimal,sha256:021a61bc1e0c3697a714434a22ea1f2ff995f8d8740144de10a4d1d4650e2af4,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R034_C09_MIN001,<RULE=RS_Y2_R034_C09><CELL=PG_BOOL_R034_C09><FAMILY=like_ilike> (('alpha' LIKE 'beta') = TRUE),(('alpha' LIKE 'beta') = TRUE),<RULE=RS_Y2_R034_C09><CELL=PG_BOOL_R034_C09><FAMILY=like_ilike>,RS_Y2_R034_C09,PG_BOOL_R034,PG_BOOL_R034_C09,Y2_boolean_variation,Y2,like_ilike,like_ilike,((STR LIKE STR) = TRUE),=|LIKE|TRUE,SLOT_Y2_R034_C09,train,ruleset_seed_minimal,sha256:1826a91629f7cf9f227b870b8d40298ccc917e25f363494a249c3cee05bac29c,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R034_C10_MIN001,"<RULE=RS_Y2_R034_C10><CELL=PG_BOOL_R034_C10><FAMILY=like_ilike> COALESCE(('alpha' LIKE 'beta'), FALSE)","COALESCE(('alpha' LIKE 'beta'), FALSE)",<RULE=RS_Y2_R034_C10><CELL=PG_BOOL_R034_C10><FAMILY=like_ilike>,RS_Y2_R034_C10,PG_BOOL_R034,PG_BOOL_R034_C10,Y2_boolean_variation,Y2,like_ilike,like_ilike,"COALESCE((STR LIKE STR), FALSE)",COALESCE|FALSE|LIKE,SLOT_Y2_R034_C10,train,ruleset_seed_minimal,sha256:182f11b9a20d7a7e964e74b10aac1877fa099b06b253307b7b27d688e4308ec6,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R035_C01_MIN001,<RULE=RS_Y2_R035_C01><CELL=PG_BOOL_R035_C01><FAMILY=like_ilike> 'alpha' ILIKE 'beta','alpha' ILIKE 'beta',<RULE=RS_Y2_R035_C01><CELL=PG_BOOL_R035_C01><FAMILY=like_ilike>,RS_Y2_R035_C01,PG_BOOL_R035,PG_BOOL_R035_C01,Y2_boolean_variation,Y2,like_ilike,like_ilike,STR ILIKE STR,ILIKE,SLOT_Y2_R035_C01,train,ruleset_seed_minimal,sha256:91f18db34059deb093f85f970dd0e4b5e0f1a4a2e22d8a02cdc900ffe1953fe1,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R035_C02_MIN001,<RULE=RS_Y2_R035_C02><CELL=PG_BOOL_R035_C02><FAMILY=like_ilike> ('alpha' ILIKE 'beta'),('alpha' ILIKE 'beta'),<RULE=RS_Y2_R035_C02><CELL=PG_BOOL_R035_C02><FAMILY=like_ilike>,RS_Y2_R035_C02,PG_BOOL_R035,PG_BOOL_R035_C02,Y2_boolean_variation,Y2,like_ilike,like_ilike,(STR ILIKE STR),ILIKE,SLOT_Y2_R035_C02,train,ruleset_seed_minimal,sha256:3ad78e82f835ee751b4eb59505bcf15dc786d8c684a45e8298042c42da6ab31c,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R035_C03_MIN001,<RULE=RS_Y2_R035_C03><CELL=PG_BOOL_R035_C03><FAMILY=like_ilike> NOT ('alpha' ILIKE 'beta'),NOT ('alpha' ILIKE 'beta'),<RULE=RS_Y2_R035_C03><CELL=PG_BOOL_R035_C03><FAMILY=like_ilike>,RS_Y2_R035_C03,PG_BOOL_R035,PG_BOOL_R035_C03,Y2_boolean_variation,Y2,like_ilike,like_ilike,NOT (STR ILIKE STR),ILIKE|NOT,SLOT_Y2_R035_C03,train,ruleset_seed_minimal,sha256:e77d3209d20c394366a7143618685f6901415723e99cc0f9fe95781d0a960a0a,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R035_C04_MIN001,<RULE=RS_Y2_R035_C04><CELL=PG_BOOL_R035_C04><FAMILY=like_ilike> ('alpha' ILIKE 'beta') IS TRUE,('alpha' ILIKE 'beta') IS TRUE,<RULE=RS_Y2_R035_C04><CELL=PG_BOOL_R035_C04><FAMILY=like_ilike>,RS_Y2_R035_C04,PG_BOOL_R035,PG_BOOL_R035_C04,Y2_boolean_variation,Y2,like_ilike,like_ilike,(STR ILIKE STR) IS TRUE,ILIKE|IS|TRUE,SLOT_Y2_R035_C04,train,ruleset_seed_minimal,sha256:b077e6677661345f6421f547b954fef9373c115a517e6d8480254a6e66e9f337,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R035_C05_MIN001,<RULE=RS_Y2_R035_C05><CELL=PG_BOOL_R035_C05><FAMILY=like_ilike> ('alpha' ILIKE 'beta') IS NOT FALSE,('alpha' ILIKE 'beta') IS NOT FALSE,<RULE=RS_Y2_R035_C05><CELL=PG_BOOL_R035_C05><FAMILY=like_ilike>,RS_Y2_R035_C05,PG_BOOL_R035,PG_BOOL_R035_C05,Y2_boolean_variation,Y2,like_ilike,like_ilike,(STR ILIKE STR) IS NOT FALSE,FALSE|ILIKE|IS|NOT,SLOT_Y2_R035_C05,train,ruleset_seed_minimal,sha256:5e10baa7c3583749c11c2c73296bb8c6091d44edfcf1ed0927cc89eb7898b0b4,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R035_C06_MIN001,<RULE=RS_Y2_R035_C06><CELL=PG_BOOL_R035_C06><FAMILY=like_ilike> CASE WHEN ('alpha' ILIKE 'beta') THEN TRUE ELSE FALSE END,CASE WHEN ('alpha' ILIKE 'beta') THEN TRUE ELSE FALSE END,<RULE=RS_Y2_R035_C06><CELL=PG_BOOL_R035_C06><FAMILY=like_ilike>,RS_Y2_R035_C06,PG_BOOL_R035,PG_BOOL_R035_C06,Y2_boolean_variation,Y2,like_ilike,like_ilike,CASE WHEN (STR ILIKE STR) THEN TRUE ELSE FALSE END,CASE|ELSE|END|FALSE|ILIKE|THEN|TRUE|WHEN,SLOT_Y2_R035_C06,train,ruleset_seed_minimal,sha256:fcc4a4cdc60163cbeb69bdecb88f66876380edaef6d8d8413eed7436f80e2caa,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R035_C07_MIN001,<RULE=RS_Y2_R035_C07><CELL=PG_BOOL_R035_C07><FAMILY=like_ilike> ('alpha' ILIKE 'beta') AND (7 = 65),('alpha' ILIKE 'beta') AND (7 = 65),<RULE=RS_Y2_R035_C07><CELL=PG_BOOL_R035_C07><FAMILY=like_ilike>,RS_Y2_R035_C07,PG_BOOL_R035,PG_BOOL_R035_C07,Y2_boolean_variation,Y2,like_ilike,like_ilike,(STR ILIKE STR) AND (INT = INT),=|AND|ILIKE,SLOT_Y2_R035_C07,train,ruleset_seed_minimal,sha256:4fd1b936b46780c86a45c15307491cce2ca32a000c6179b7f228e7d4c62c751a,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R035_C08_MIN001,<RULE=RS_Y2_R035_C08><CELL=PG_BOOL_R035_C08><FAMILY=like_ilike> ('alpha' ILIKE 'beta') OR (6 <> 45),('alpha' ILIKE 'beta') OR (6 <> 45),<RULE=RS_Y2_R035_C08><CELL=PG_BOOL_R035_C08><FAMILY=like_ilike>,RS_Y2_R035_C08,PG_BOOL_R035,PG_BOOL_R035_C08,Y2_boolean_variation,Y2,like_ilike,like_ilike,(STR ILIKE STR) OR (INT <> INT),<|<>|>|ILIKE|OR,SLOT_Y2_R035_C08,train,ruleset_seed_minimal,sha256:810b27e905efaf20cb3bb9e19db24ea087933f01b00196796f0fda651f2207f1,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R035_C09_MIN001,<RULE=RS_Y2_R035_C09><CELL=PG_BOOL_R035_C09><FAMILY=like_ilike> (('alpha' ILIKE 'beta') = TRUE),(('alpha' ILIKE 'beta') = TRUE),<RULE=RS_Y2_R035_C09><CELL=PG_BOOL_R035_C09><FAMILY=like_ilike>,RS_Y2_R035_C09,PG_BOOL_R035,PG_BOOL_R035_C09,Y2_boolean_variation,Y2,like_ilike,like_ilike,((STR ILIKE STR) = TRUE),=|ILIKE|TRUE,SLOT_Y2_R035_C09,train,ruleset_seed_minimal,sha256:e8d5d2a2f701be79016b30a651ff98a16c592c6874cb71d9410977850cf7dad1,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R035_C10_MIN001,"<RULE=RS_Y2_R035_C10><CELL=PG_BOOL_R035_C10><FAMILY=like_ilike> COALESCE(('alpha' ILIKE 'beta'), FALSE)","COALESCE(('alpha' ILIKE 'beta'), FALSE)",<RULE=RS_Y2_R035_C10><CELL=PG_BOOL_R035_C10><FAMILY=like_ilike>,RS_Y2_R035_C10,PG_BOOL_R035,PG_BOOL_R035_C10,Y2_boolean_variation,Y2,like_ilike,like_ilike,"COALESCE((STR ILIKE STR), FALSE)",COALESCE|FALSE|ILIKE,SLOT_Y2_R035_C10,train,ruleset_seed_minimal,sha256:394252121bec21b7324013fbb47864b30d70cc8285d9d597f90f8cb02ca02fa1,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R036_C01_MIN001,<RULE=RS_Y2_R036_C01><CELL=PG_BOOL_R036_C01><FAMILY=regex_match> 'alpha' ~ 'beta','alpha' ~ 'beta',<RULE=RS_Y2_R036_C01><CELL=PG_BOOL_R036_C01><FAMILY=regex_match>,RS_Y2_R036_C01,PG_BOOL_R036,PG_BOOL_R036_C01,Y2_boolean_variation,Y2,regex_match,regex_match,STR ~ STR,~,SLOT_Y2_R036_C01,train,ruleset_seed_minimal,sha256:be8cd82e7fed3525a7191731c1e21a2f4f2533ac93c27d723f1656bcc8deef10,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R036_C02_MIN001,<RULE=RS_Y2_R036_C02><CELL=PG_BOOL_R036_C02><FAMILY=regex_match> ('alpha' ~ 'beta'),('alpha' ~ 'beta'),<RULE=RS_Y2_R036_C02><CELL=PG_BOOL_R036_C02><FAMILY=regex_match>,RS_Y2_R036_C02,PG_BOOL_R036,PG_BOOL_R036_C02,Y2_boolean_variation,Y2,regex_match,regex_match,(STR ~ STR),~,SLOT_Y2_R036_C02,train,ruleset_seed_minimal,sha256:bb58d23daa3f4a0f39fd040cd972416a3f5509f4ea5222c251b64d074ab7f5b7,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R036_C06_MIN001,<RULE=RS_Y2_R036_C06><CELL=PG_BOOL_R036_C06><FAMILY=regex_match> CASE WHEN ('alpha' ~ 'beta') THEN TRUE ELSE FALSE END,CASE WHEN ('alpha' ~ 'beta') THEN TRUE ELSE FALSE END,<RULE=RS_Y2_R036_C06><CELL=PG_BOOL_R036_C06><FAMILY=regex_match>,RS_Y2_R036_C06,PG_BOOL_R036,PG_BOOL_R036_C06,Y2_boolean_variation,Y2,regex_match,regex_match,CASE WHEN (STR ~ STR) THEN TRUE ELSE FALSE END,CASE|ELSE|END|FALSE|THEN|TRUE|WHEN|~,SLOT_Y2_R036_C06,train,ruleset_seed_minimal,sha256:e0af9ee19280f99716b6b9453210150ff911475d0e652e695b0005e0d076884e,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R036_C10_MIN001,"<RULE=RS_Y2_R036_C10><CELL=PG_BOOL_R036_C10><FAMILY=regex_match> COALESCE(('alpha' ~ 'beta'), FALSE)","COALESCE(('alpha' ~ 'beta'), FALSE)",<RULE=RS_Y2_R036_C10><CELL=PG_BOOL_R036_C10><FAMILY=regex_match>,RS_Y2_R036_C10,PG_BOOL_R036,PG_BOOL_R036_C10,Y2_boolean_variation,Y2,regex_match,regex_match,"COALESCE((STR ~ STR), FALSE)",COALESCE|FALSE|~,SLOT_Y2_R036_C10,train,ruleset_seed_minimal,sha256:830da6c580330546aa612e83614739ed1a3bc9050af924abe1918affb64af784,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R037_C01_MIN001,<RULE=RS_Y2_R037_C01><CELL=PG_BOOL_R037_C01><FAMILY=regex_match> 'alpha' !~ 'beta','alpha' !~ 'beta',<RULE=RS_Y2_R037_C01><CELL=PG_BOOL_R037_C01><FAMILY=regex_match>,RS_Y2_R037_C01,PG_BOOL_R037,PG_BOOL_R037_C01,Y2_boolean_variation,Y2,regex_match,regex_match,STR !~ STR,!~|~,SLOT_Y2_R037_C01,train,ruleset_seed_minimal,sha256:8e532ea66d99d9155756e7d7acb1e0728f99e9a92f503353cf550afa9a2cc8a2,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R037_C02_MIN001,<RULE=RS_Y2_R037_C02><CELL=PG_BOOL_R037_C02><FAMILY=regex_match> ('alpha' !~ 'beta'),('alpha' !~ 'beta'),<RULE=RS_Y2_R037_C02><CELL=PG_BOOL_R037_C02><FAMILY=regex_match>,RS_Y2_R037_C02,PG_BOOL_R037,PG_BOOL_R037_C02,Y2_boolean_variation,Y2,regex_match,regex_match,(STR !~ STR),!~|~,SLOT_Y2_R037_C02,train,ruleset_seed_minimal,sha256:eff3667ab245600f6493c0b58fb6d446a70cc18b77f3d4b1edcd079fcbe24263,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R037_C06_MIN001,<RULE=RS_Y2_R037_C06><CELL=PG_BOOL_R037_C06><FAMILY=regex_match> CASE WHEN ('alpha' !~ 'beta') THEN TRUE ELSE FALSE END,CASE WHEN ('alpha' !~ 'beta') THEN TRUE ELSE FALSE END,<RULE=RS_Y2_R037_C06><CELL=PG_BOOL_R037_C06><FAMILY=regex_match>,RS_Y2_R037_C06,PG_BOOL_R037,PG_BOOL_R037_C06,Y2_boolean_variation,Y2,regex_match,regex_match,CASE WHEN (STR !~ STR) THEN TRUE ELSE FALSE END,!~|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN|~,SLOT_Y2_R037_C06,train,ruleset_seed_minimal,sha256:02cb90f0e331e810ae71b3a52a1aba359fecba04e182cd85ef550c78d778da15,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R037_C10_MIN001,"<RULE=RS_Y2_R037_C10><CELL=PG_BOOL_R037_C10><FAMILY=regex_match> COALESCE(('alpha' !~ 'beta'), FALSE)","COALESCE(('alpha' !~ 'beta'), FALSE)",<RULE=RS_Y2_R037_C10><CELL=PG_BOOL_R037_C10><FAMILY=regex_match>,RS_Y2_R037_C10,PG_BOOL_R037,PG_BOOL_R037_C10,Y2_boolean_variation,Y2,regex_match,regex_match,"COALESCE((STR !~ STR), FALSE)",!~|COALESCE|FALSE|~,SLOT_Y2_R037_C10,train,ruleset_seed_minimal,sha256:742a1ee6949837bdb9da04ff6b5694148ee11b1b46a44ccfe70f5d88ba252e6b,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R038_C01_MIN001,<RULE=RS_Y2_R038_C01><CELL=PG_BOOL_R038_C01><FAMILY=regex_match> 'alpha' ~* 'beta','alpha' ~* 'beta',<RULE=RS_Y2_R038_C01><CELL=PG_BOOL_R038_C01><FAMILY=regex_match>,RS_Y2_R038_C01,PG_BOOL_R038,PG_BOOL_R038_C01,Y2_boolean_variation,Y2,regex_match,regex_match,STR ~* STR,~,SLOT_Y2_R038_C01,train,ruleset_seed_minimal,sha256:c5192348bf7a079eac9d2ea4e7adfa8d83f128fa1f3187633295e502c1959567,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R038_C02_MIN001,<RULE=RS_Y2_R038_C02><CELL=PG_BOOL_R038_C02><FAMILY=regex_match> ('alpha' ~* 'beta'),('alpha' ~* 'beta'),<RULE=RS_Y2_R038_C02><CELL=PG_BOOL_R038_C02><FAMILY=regex_match>,RS_Y2_R038_C02,PG_BOOL_R038,PG_BOOL_R038_C02,Y2_boolean_variation,Y2,regex_match,regex_match,(STR ~* STR),~,SLOT_Y2_R038_C02,train,ruleset_seed_minimal,sha256:575ba30b3d7673c2fedd97cd7ecde20a166f076eea9e2e73169feeca0687fc78,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R038_C06_MIN001,<RULE=RS_Y2_R038_C06><CELL=PG_BOOL_R038_C06><FAMILY=regex_match> CASE WHEN ('alpha' ~* 'beta') THEN TRUE ELSE FALSE END,CASE WHEN ('alpha' ~* 'beta') THEN TRUE ELSE FALSE END,<RULE=RS_Y2_R038_C06><CELL=PG_BOOL_R038_C06><FAMILY=regex_match>,RS_Y2_R038_C06,PG_BOOL_R038,PG_BOOL_R038_C06,Y2_boolean_variation,Y2,regex_match,regex_match,CASE WHEN (STR ~* STR) THEN TRUE ELSE FALSE END,CASE|ELSE|END|FALSE|THEN|TRUE|WHEN|~,SLOT_Y2_R038_C06,train,ruleset_seed_minimal,sha256:48cc0a6dddc7bc34e6abfb50b34c10f830eb11163622ccb5b71c0e6a04da1b8d,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R038_C10_MIN001,"<RULE=RS_Y2_R038_C10><CELL=PG_BOOL_R038_C10><FAMILY=regex_match> COALESCE(('alpha' ~* 'beta'), FALSE)","COALESCE(('alpha' ~* 'beta'), FALSE)",<RULE=RS_Y2_R038_C10><CELL=PG_BOOL_R038_C10><FAMILY=regex_match>,RS_Y2_R038_C10,PG_BOOL_R038,PG_BOOL_R038_C10,Y2_boolean_variation,Y2,regex_match,regex_match,"COALESCE((STR ~* STR), FALSE)",COALESCE|FALSE|~,SLOT_Y2_R038_C10,train,ruleset_seed_minimal,sha256:3a0c3e1b225a467da76222971cbb57effe17843ea3fafc7609d9feb8a9e13374,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R039_C01_MIN001,<RULE=RS_Y2_R039_C01><CELL=PG_BOOL_R039_C01><FAMILY=regex_match> 'alpha' SIMILAR TO 'beta','alpha' SIMILAR TO 'beta',<RULE=RS_Y2_R039_C01><CELL=PG_BOOL_R039_C01><FAMILY=regex_match>,RS_Y2_R039_C01,PG_BOOL_R039,PG_BOOL_R039_C01,Y2_boolean_variation,Y2,regex_match,regex_match,STR SIMILAR TO STR,SIMILAR|TO,SLOT_Y2_R039_C01,train,ruleset_seed_minimal,sha256:bb84c5b8399d33a85f66a29c49501d4a55ff982ab9c956042cab512db3cb20af,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R039_C02_MIN001,<RULE=RS_Y2_R039_C02><CELL=PG_BOOL_R039_C02><FAMILY=regex_match> ('alpha' SIMILAR TO 'beta'),('alpha' SIMILAR TO 'beta'),<RULE=RS_Y2_R039_C02><CELL=PG_BOOL_R039_C02><FAMILY=regex_match>,RS_Y2_R039_C02,PG_BOOL_R039,PG_BOOL_R039_C02,Y2_boolean_variation,Y2,regex_match,regex_match,(STR SIMILAR TO STR),SIMILAR|TO,SLOT_Y2_R039_C02,train,ruleset_seed_minimal,sha256:b87fad8557f38edac7392f8ab833a222f3d933c280c334a7a08a0bed0b32e054,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R039_C03_MIN001,<RULE=RS_Y2_R039_C03><CELL=PG_BOOL_R039_C03><FAMILY=regex_match> NOT ('alpha' SIMILAR TO 'beta'),NOT ('alpha' SIMILAR TO 'beta'),<RULE=RS_Y2_R039_C03><CELL=PG_BOOL_R039_C03><FAMILY=regex_match>,RS_Y2_R039_C03,PG_BOOL_R039,PG_BOOL_R039_C03,Y2_boolean_variation,Y2,regex_match,regex_match,NOT (STR SIMILAR TO STR),NOT,SLOT_Y2_R039_C03,train,ruleset_seed_minimal,sha256:fbf1eb8f290dfae9504df04ab48c8b127c64457ad8202898a03e0944a298986c,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R039_C04_MIN001,<RULE=RS_Y2_R039_C04><CELL=PG_BOOL_R039_C04><FAMILY=regex_match> ('alpha' SIMILAR TO 'beta') IS TRUE,('alpha' SIMILAR TO 'beta') IS TRUE,<RULE=RS_Y2_R039_C04><CELL=PG_BOOL_R039_C04><FAMILY=regex_match>,RS_Y2_R039_C04,PG_BOOL_R039,PG_BOOL_R039_C04,Y2_boolean_variation,Y2,regex_match,regex_match,(STR SIMILAR TO STR) IS TRUE,IS|TRUE,SLOT_Y2_R039_C04,train,ruleset_seed_minimal,sha256:23a244eb9d8ac704d52d1cca19a18a05700d2f71617e4bdf1b540e1c69bb2df1,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R039_C05_MIN001,<RULE=RS_Y2_R039_C05><CELL=PG_BOOL_R039_C05><FAMILY=regex_match> ('alpha' SIMILAR TO 'beta') IS NOT FALSE,('alpha' SIMILAR TO 'beta') IS NOT FALSE,<RULE=RS_Y2_R039_C05><CELL=PG_BOOL_R039_C05><FAMILY=regex_match>,RS_Y2_R039_C05,PG_BOOL_R039,PG_BOOL_R039_C05,Y2_boolean_variation,Y2,regex_match,regex_match,(STR SIMILAR TO STR) IS NOT FALSE,FALSE|IS|NOT,SLOT_Y2_R039_C05,train,ruleset_seed_minimal,sha256:21714718d6def9971ecdcf96b36e246a08fe5f20874e0004d2297d41fcb88542,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R039_C06_MIN001,<RULE=RS_Y2_R039_C06><CELL=PG_BOOL_R039_C06><FAMILY=regex_match> CASE WHEN ('alpha' SIMILAR TO 'beta') THEN TRUE ELSE FALSE END,CASE WHEN ('alpha' SIMILAR TO 'beta') THEN TRUE ELSE FALSE END,<RULE=RS_Y2_R039_C06><CELL=PG_BOOL_R039_C06><FAMILY=regex_match>,RS_Y2_R039_C06,PG_BOOL_R039,PG_BOOL_R039_C06,Y2_boolean_variation,Y2,regex_match,regex_match,CASE WHEN (STR SIMILAR TO STR) THEN TRUE ELSE FALSE END,CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y2_R039_C06,train,ruleset_seed_minimal,sha256:7da17132f5d3949ee3cdbc21fb81e7a686b4863a4a6b72d16ca71a4510f12056,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R039_C07_MIN001,<RULE=RS_Y2_R039_C07><CELL=PG_BOOL_R039_C07><FAMILY=regex_match> ('alpha' SIMILAR TO 'beta') AND (8 = 72),('alpha' SIMILAR TO 'beta') AND (8 = 72),<RULE=RS_Y2_R039_C07><CELL=PG_BOOL_R039_C07><FAMILY=regex_match>,RS_Y2_R039_C07,PG_BOOL_R039,PG_BOOL_R039_C07,Y2_boolean_variation,Y2,regex_match,regex_match,(STR SIMILAR TO STR) AND (INT = INT),=|AND,SLOT_Y2_R039_C07,train,ruleset_seed_minimal,sha256:d4c7ee4d0c60f6e9b1c69f2ea04089a9b3036e40a298a76d7259ad4ba2531e7e,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R039_C08_MIN001,<RULE=RS_Y2_R039_C08><CELL=PG_BOOL_R039_C08><FAMILY=regex_match> ('alpha' SIMILAR TO 'beta') OR (9 <> 29),('alpha' SIMILAR TO 'beta') OR (9 <> 29),<RULE=RS_Y2_R039_C08><CELL=PG_BOOL_R039_C08><FAMILY=regex_match>,RS_Y2_R039_C08,PG_BOOL_R039,PG_BOOL_R039_C08,Y2_boolean_variation,Y2,regex_match,regex_match,(STR SIMILAR TO STR) OR (INT <> INT),<|<>|>|OR,SLOT_Y2_R039_C08,train,ruleset_seed_minimal,sha256:e37344109285d9e8fe12c44d97332c552e1422a80b1fb1219afae27f5b365045,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
